accession	tier	subtree_annotations	evidence_codes
P55010	2		
P55011	2		
P55036	2		
P55039	2		
P55042	2		
P55060	2		
P55061	2		
P55072	2		
P55084	2		
P55087	2		
P55145	2		
P55196	2		
P55209	2		
P55210	2		
P55263	2		
P55265	2		
P55287	2		
P55290	2		
P55327	2		
P55735	2		
P55769	2		
P55786	2		
P55809	2		
P55822	2		
P55854	2		
P55884	2		
P55957	2		
P56134	2		
P56181	2		
P56192	2		
P56199	2		
P56211	2		
P56277	2		
P56377	2		
P56385	2		
P56524	2		
P56537	2		
P56539	1	GO:0030018(IEA:Ensembl)	IEA
P56556	2		
P56945	2		
P57053	2		
P57088	2		
P57105	2		
P57737	2		
P57740	2		
P57772	2		
P58107	2		
P58511	2		
P58546	2		
P58876	2		
P59998	2		
P60033	2		
P60174	2		
P60228	2		
P60468	2		
P60520	2		
P60602	2		
P60660	2		
P60842	2		
P60866	2		
P60891	2		
P60900	1	GO:0030016(ISS:BHF-UCL);GO:0030017(ISS:BHF-UCL)	ISS
P60903	2		
P60953	2		
P60981	2		
P61009	2		
P61011	2		
P61019	2		
P61020	2		
P61026	2		
P61077	2		
P61081	2		
P61086	2		
P61088	2		
P61106	2		
P61158	2		
P61160	2		
P61163	2		
P61201	2		
P61204	2		
P61221	2		
P61224	2		
P61247	2		
P61254	2		
P61313	1	GO:0031672(IEA:Ensembl)	IEA
P61326	2		
P61353	2		
P61457	2		
P61513	2		
P61586	2		
P61604	2		
P61619	2		
P61626	2		
P61758	2		
P61764	2		
P61769	2		
P61803	2		
P61916	2		
P61925	2		
P61956	2		
P61960	2		
P61970	2		
P61978	2		
P61981	2		
P62070	2		
P62072	2		
P62081	2		
P62140	2		
P62166	2		
P62191	2		
P62195	2		
P62241	2		
P62244	2		
P62249	2		
P62258	2		
P62263	2		
P62266	2		
P62269	2		
P62277	2		
P62280	2		
P62304	2		
P62306	2		
P62308	2		
P62312	2		
P62316	2		
P62318	2		
P62328	2		
P62333	2		
P62424	2		
P62491	2		
P62495	2		
P62633	2		
P62701	2		
P62714	2		
P62745	2		
P62750	2		
P62753	2		
P62820	2		
P62826	2		
P62829	2		
P62834	2		
P62837	2		
P62841	2		
P62847	2		
P62851	2		
P62854	2		
P62857	2		
P62861	2		
P62873	2		
P62875	2		
P62877	2		
P62879	2		
P62888	2		
P62899	2		
P62906	2		
P62910	2		
P62913	2		
P62917	2		
P62937	2		
P62942	1	GO:0030018(IDA:BHF-UCL)	IDA
P62979	2		
P62987	2		
P62993	2		
P62995	2		
P63000	2		
P63010	2		
P63027	2		
P63098	2		
P63104	2		
P63146	2		
P63151	2		
P63162	2		
P63165	2		
P63173	2		
P63208	2		
P63220	2		
P63241	2		
P63244	2		
P63261	1	GO:0030016(IEA:Ensembl)	IEA
P63279	2		
P63316	1	GO:1990584(IDA:CAFA);GO:0030017(NAS:ComplexPortal);GO:0005861(IDA:UniProtKB)	IDA;NAS
P67775	2		
P67809	2		
P67812	2		
P67870	2		
P67936	1	GO:0005862(TAS:ProtInc)	TAS
P68032	1	GO:0031674(ISS:UniProtKB);GO:0030017(IDA:UniProtKB)	IDA;ISS
P68036	2		
P68104	2		
P68106	1	GO:0030018(IDA:BHF-UCL)	IDA
P68133	1	GO:0030017(IDA:UniProtKB);GO:0005865(IDA:UniProtKB)	IDA
P68363	2		
P68366	2		
P68371	2		
P68400	2		
P68402	2		
P68871	2		
P69849	2		
P69891	2		
P78318	2		
P78330	2		
P78344	2		
P78347	2		
P78356	2		
P78357	2		
P78371	2		
P78406	2		
P78410	2		
P78417	2		
P78527	2		
P78559	2		
P80188	2		
P80303	2		
P81605	2		
P82650	2		
P82663	2		
P82664	2		
P82675	2		
P82909	2		
P82914	2		
P82921	2		
P82930	2		
P82932	2		
P82933	2		
P82979	2		
P83111	2		
P83731	2		
P84022	2		
P84074	2		
P84077	1	GO:0030017(IEA:Ensembl)	IEA
P84085	2		
P84090	2		
P84098	2		
P84103	2		
P84157	2		
P84243	2		
P98095	2		
P98160	2		
P98179	2		
P98194	2		
P99999	2		
Q00013	2		
Q00059	2		
Q00169	2		
Q00325	2		
Q00341	2		
Q00536	2		
Q00537	2		
Q00577	2		
Q00587	2		
Q00610	2		
Q00653	2		
Q00688	2		
Q00765	2		
Q00796	2		
Q00839	2		
Q00872	1	GO:0031430(IBA:GO_Central);GO:0030016(ISS:BHF-UCL)	IBA;ISS
Q00978	2		
Q00G26	2		
Q01081	2		
Q01082	1	GO:0031430(IEA:UniProtKB-SubCell)	IEA
Q01085	2		
Q01105	2		
Q01130	2		
Q01432	2		
Q01433	2		
Q01449	1	GO:0031672(IDA:BHF-UCL);GO:0030016(IBA:GO_Central)	IBA;IDA
Q01469	2		
Q01484	1	GO:0031672(ISS:BHF-UCL);GO:0043034(ISS:BHF-UCL);GO:0031430(ISS:BHF-UCL);GO:0030018(ISS:BHF-UCL)	ISS
Q01518	2		
Q01581	2		
Q01658	2		
Q01668	1	GO:0030018(ISS:BHF-UCL)	ISS
Q01804	2		
Q01813	2		
Q01844	2		
Q01970	2		
Q01995	2		
Q02045	2		
Q02127	2		
Q02218	2		
Q02221	2		
Q02252	2		
Q02318	2		
Q02338	2		
Q02383	2		
Q02413	2		
Q02487	2		
Q02543	2		
Q02641	2		
Q02750	2		
Q02790	2		
Q02809	2		
Q02818	2		
Q02878	2		
Q02880	2		
Q02952	2		
Q02978	2		
Q03001	1	GO:0031673(IEA:UniProtKB-SubCell);GO:0030018(IDA:UniProtKB)	IDA;IEA
Q03013	2		
Q03135	2		
Q03154	2		
Q03252	2		
Q03518	2		
Q03701	2		
Q03938	2		
Q04118	2		
Q04323	2		
Q04446	2		
Q04637	2		
Q04656	2		
Q04759	2		
Q04760	2		
Q04828	2		
Q04837	2		
Q04917	2		
Q04941	2		
Q05048	2		
Q05086	2		
Q05397	2		
Q05469	2		
Q05639	2		
Q05655	2		
Q05682	1	GO:0030016(IEA:UniProtKB-SubCell)	IEA
Q05707	2		
Q06033	2		
Q06124	2		
Q06190	2		
Q06210	2		
Q06323	2		
Q06432	2		
Q06830	2		
Q07020	2		
Q07021	2		
Q07065	2		
Q07157	2		
Q07343	1	GO:0030018(ISS:BHF-UCL)	ISS
Q07507	2		
Q07666	2		
Q07812	2		
Q07866	2		
Q07954	2		
Q07955	2		
Q07960	2		
Q08043	1	GO:0030018(IBA:GO_Central)	IBA
Q08174	2		
Q08188	2		
Q08209	1	GO:0030018(IEA:UniProtKB-SubCell)	IEA
Q08211	2		
Q08257	2		
Q08357	2		
Q08378	2		
Q08379	2		
Q08380	2		
Q08431	2		
Q08499	2		
Q08623	2		
Q08752	2		
Q08945	2		
Q08AM6	2		
Q08J23	2		
Q09013	2		
Q09028	2		
Q09161	2		
Q09666	1	GO:0043034(ISS:CAFA)	ISS
Q0VAK6	1	GO:0031430(IDA:UniProtKB);GO:0005865(IDA:UniProtKB)	IDA
Q0VDG4	2		
Q0VF96	2		
Q0ZGT2	1	GO:0030018(ISS:UniProtKB)	ISS
Q10471	2		
Q10567	2		
Q10570	2		
Q10588	2		
Q10713	2		
Q12788	2		
Q12792	1	GO:0030016(ISS:BHF-UCL)	ISS
Q12797	2		
Q12800	2		
Q12802	2		
Q12841	2		
Q12846	2		
Q12849	2		
Q12857	2		
Q12874	2		
Q12884	2		
Q12888	2		
Q12904	2		
Q12905	2		
Q12906	2		
Q12907	2		
Q12929	2		
Q12955	1	GO:0043034(TAS:BHF-UCL);GO:0030018(ISS:BHF-UCL)	ISS;TAS
Q12965	2		
Q12972	2		
Q12981	2		
Q12983	2		
Q12988	2		
Q12996	2		
Q13011	2		
Q13033	2		
Q13045	2		
Q13049	1	GO:0005863(IEA:Ensembl)	IEA
Q13057	2		
Q13061	2		
Q13098	2		
Q13123	2		
Q13126	2		
Q13131	2		
Q13136	2		
Q13144	2		
Q13148	2		
Q13151	2		
Q13153	1	GO:0030018(ISS:UniProtKB)	ISS
Q13155	2		
Q13162	2		
Q13177	2		
Q13185	2		
Q13190	2		
Q13200	2		
Q13203	1	GO:0031430(IBA:GO_Central)	IBA
Q13206	2		
Q13217	2		
Q13228	2		
Q13232	2		
Q13243	2		
Q13247	2		
Q13263	2		
Q13277	2		
Q13283	2		
Q13303	2		
Q13308	2		
Q13310	2		
Q13325	2		
Q13326	2		
Q13332	2		
Q13347	2		
Q13363	2		
Q13404	2		
Q13405	2		
Q13409	2		
Q13418	1	GO:0030017(IEA:UniProtKB-SubCell)	IEA
Q13423	2		
Q13424	2		
Q13425	2		
Q13428	2		
Q13435	2		
Q13439	2		
Q13442	2		
Q13445	2		
Q13451	2		
Q13459	2		
Q13464	2		
Q13485	2		
Q13492	2		
Q13496	1	GO:0031674(IEA:Ensembl)	IEA
Q13501	1	GO:0030017(IEA:UniProtKB-SubCell)	IEA
Q13505	2		
Q13508	2		
Q13510	2		
Q13522	2		
Q13526	2		
Q13554	2		
Q13555	2		
Q13557	2		
Q13561	2		
Q13564	2		
Q13573	2		
Q13576	2		
Q13586	2		
Q13595	2		
Q13596	2		
Q13610	2		
Q13616	2		
Q13617	2		
Q13618	2		
Q13619	2		
Q13620	2		
Q13627	2		
Q13630	2		
Q13642	2		
Q13643	1	GO:0030018(IBA:GO_Central)	IBA
Q13683	2		
Q13698	1	GO:0031674(IDA:UniProtKB)	IDA
Q13724	2		
Q13740	2		
Q13796	2		
Q13813	1	GO:0030018(IEA:Ensembl)	IEA
Q13825	2		
Q13835	2		
Q13838	2		
Q13867	2		
Q13868	2		
Q13884	2		
Q13885	2		
Q13895	2		
Q13905	2		
Q13907	2		
Q13936	1	GO:0030018(ISS:BHF-UCL)	ISS
Q13976	2		
Q14008	2		
Q14011	2		
Q14012	2		
Q14019	2		
Q14061	2		
Q14103	2		
Q14108	2		
Q14112	2		
Q14118	1	GO:0043034(IEA:Ensembl)	IEA
Q14126	2		
Q14134	2		
Q14139	2		
Q14151	2		
Q14155	2		
Q14157	2		
Q14161	2		
Q14165	2		
Q14185	2		
Q14192	1	GO:0030018(IBA:GO_Central)	IBA
Q14194	2		
Q14195	2		
Q14197	2		
Q14203	2		
Q14204	2		
Q14210	2		
Q14232	2		
Q14240	2		
Q14247	2		
Q14249	2		
Q14254	2		
Q14257	2		
Q14258	2		
Q14315	1	GO:0043034(TAS:BHF-UCL);GO:0030018(IEA:UniProtKB-SubCell)	IEA;TAS
Q14318	2		
Q14324	1	GO:0031430(IBA:GO_Central)	IBA
Q14331	1	GO:0030018(IEA:UniProtKB-SubCell)	IEA
Q14353	2		
Q14392	2		
Q14444	2		
Q14498	2		
Q14517	2		
Q14524	1	GO:0030018(IDA:UniProtKB)	IDA
Q14554	2		
Q14558	2		
Q14566	2		
Q14596	1	GO:0031430(IEA:UniProtKB-SubCell)	IEA
Q14624	2		
Q14642	2		
Q14643	2		
Q14671	2		
Q14677	2		
Q14683	2		
Q14690	2		
Q14693	2		
Q14696	2		
Q14697	2		
Q14699	2		
Q14714	2		
Q14728	2		
Q14738	2		
Q14764	2		
Q14767	2		
Q14789	2		
Q14839	2		
Q14847	2		
Q14894	2		
Q14896	1	GO:0031672(IDA:BHF-UCL);GO:0014705(NAS:BHF-UCL);GO:0097512(IDA:CAFA);GO:0031430(IBA:GO_Central);GO:0030017(IDA:BHF-UCL);GO:0005863(IDA:BHF-UCL)	IBA;IDA;NAS
Q14914	2		
Q14938	2		
Q14974	2		
Q14978	2		
Q14980	2		
Q14BN4	1	GO:0031430(IEA:UniProtKB-SubCell);GO:0030018(IEA:UniProtKB-SubCell)	IEA
Q14C86	2		
Q14CX7	2		
Q15005	2		
Q15006	2		
Q15008	2		
Q15018	2		
Q15020	2		
Q15029	2		
Q15031	2		
Q15042	2		
Q15043	2		
Q15046	2		
Q15056	2		
Q15061	2		
Q15063	2		
Q15067	2		
Q15070	2		
Q15075	2		
Q15084	2		
Q15102	2		
Q15111	2		
Q15119	2		
Q15121	2		
Q15124	1	GO:0043034(IDA:UniProtKB);GO:0030018(IEA:Ensembl)	IDA;IEA
Q15125	2		
Q15126	2		
Q15139	1	GO:0030018(IEA:Ensembl)	IEA
Q15149	1	GO:0043034(TAS:BHF-UCL);GO:0030018(IEA:Ensembl)	IEA;TAS
Q15172	1	GO:0031430(ISS:BHF-UCL);GO:0030018(IDA:BHF-UCL)	IDA;ISS
Q15181	2		
Q15185	2		
Q15208	2		
Q15233	2		
Q15257	2		
Q15274	2		
Q15276	2		
Q15293	2		
Q15303	2		
Q15327	1	GO:0031674(ISS:BHF-UCL)	ISS
Q15363	2		
Q15365	2		
Q15366	2		
Q15369	2		
Q15370	2		
Q15382	2		
Q15386	2		
Q15392	2		
Q15393	2		
Q15404	2		
Q15413	1	GO:0030018(IBA:GO_Central)	IBA
Q15417	2		
Q15424	2		
Q15434	2		
Q15435	2		
Q15436	2		
Q15459	2		
Q15477	2		
Q15517	2		
Q15526	2		
Q15555	2		
Q15582	2		
Q15599	2		
Q15631	2		
Q15642	2		
Q15643	2		
Q15651	2		
Q15661	2		
Q15691	2		
Q15717	2		
Q15738	2		
Q15746	2		
Q15758	2		
Q15772	2		
Q15796	2		
Q15813	2		
Q15814	2		
Q15819	2		
Q15836	2		
Q15842	1	GO:0030016(IEA:Ensembl)	IEA
Q15847	2		
Q15907	2		
Q15942	2		
Q16082	2		
Q16134	2		
Q16204	2		
Q16222	2		
Q16363	2		
Q16401	2		
Q16527	1	GO:0030018(IBA:GO_Central)	IBA
Q16531	2		
Q16537	2		
Q16539	2		
Q16540	2		
Q16543	2		
Q16555	2		
Q16563	2		
Q16576	2		
Q16585	2		
Q16586	2		
Q16595	2		
Q16610	2		
Q16611	2		
Q16629	2		
Q16630	2		
Q16637	1	GO:0030018(IEA:UniProtKB-SubCell)	IEA
Q16643	2		
Q16647	2		
Q16654	2		
Q16658	2		
Q16666	2		
Q16695	2		
Q16698	2		
Q16718	2		
Q16740	2		
Q16762	2		
Q16775	2		
Q16777	2		
Q16778	2		
Q16787	2		
Q16795	2		
Q16798	2		
Q16799	2		
Q16816	2		
Q16821	2		
Q16822	2		
Q16850	2		
Q16851	2		
Q16853	2		
Q16854	2		
Q16890	2		
Q16891	2		
Q1KMD3	2		
Q2M296	2		
Q2M2I8	2		
Q2M389	2		
Q2TAA2	2		
Q2TAL5	2		
Q2TBA0	1	GO:0031672(IBA:GO_Central);GO:0031674(IBA:GO_Central)	IBA
Q2TBC4	1	GO:0030018(IBA:GO_Central)	IBA
Q2V2M9	1	GO:0030018(IEA:UniProtKB-SubCell)	IEA
Q32MK0	2		
Q32MZ4	2		
Q32P28	2		
Q32P51	2		
Q330K2	2		
Q3B8N2	2		
Q3KQU3	2		
Q3LXA3	2		
Q3MHD2	2		
Q3MIX3	2		
Q3SXM5	2		
Q3SY69	2		
Q3ZCQ8	2		
Q3ZCW2	2		
Q460N5	2		
Q49A88	2		
Q49AH0	2		
Q49B96	2		
Q4G0J3	2		
Q4G0N4	2		
Q4G0W2	2		
Q4G176	2		
Q4J6C6	2		
Q4U2R6	2		
Q4V328	2		
Q4VC31	2		
Q4ZHG4	2		
Q502W7	2		
Q52LJ0	2		
Q53EU6	2		
Q53FA7	2		
Q53FT3	2		
Q53GG5	1	GO:0030018(IBA:GO_Central)	IBA
Q53GL7	2		
Q53GQ0	2		
Q53GS9	2		
Q53H12	2		
Q53H47	2		
Q53H82	2		
Q53HC9	2		
Q53RD9	2		
Q53RT3	2		
Q53S33	2		
Q53T59	2		
Q53TN4	2		
Q562R1	2		
Q567U6	2		
Q58FF6	2		
Q58FF8	2		
Q58WW2	2		
Q5BJD5	2		
Q5BJF2	2		
Q5BJH7	2		
Q5BKU9	2		
Q5BKX8	1	GO:0030018(IEA:Ensembl)	IEA
Q5BKY1	1	GO:0030017(IBA:GO_Central)	IBA
Q5EBL4	2		
Q5EBM0	2		
Q5GLZ8	2		
Q5H9R7	2		
Q5HYI7	2		
Q5HYI8	2		
Q5HYJ1	2		
Q5HYK3	2		
Q5JNZ5	2		
Q5JPE7	2		
Q5JPH6	2		
Q5JPI3	2		
Q5JQC9	1	GO:0030018(IEA:Ensembl)	IEA
Q5JR59	2		
Q5JRA6	2		
Q5JRX3	2		
Q5JSH3	2		
Q5JSL3	2		
Q5JTB6	2		
Q5JTH9	2		
Q5JTJ3	2		
Q5JTV8	2		
Q5JTZ9	2		
Q5JVS0	1	GO:0030017(ISS:UniProtKB)	ISS
Q5JXB2	2		
Q5K651	2		
Q5M775	2		
Q5NDL2	2		
Q5QJ74	2		
Q5QNW6	2		
Q5R3I4	2		
Q5RI15	2		
Q5SQH8	2		
Q5SRD1	2		
Q5SRE5	2		
Q5SSJ5	2		
Q5SV97	2		
Q5SW79	2		
Q5SZK8	2		
Q5T013	2		
Q5T1J5	2		
Q5T440	2		
Q5T447	2		
Q5T4S7	2		
Q5T6F2	2		
Q5T6V5	2		
Q5T749	2		
Q5T750	2		
Q5T8P6	2		
Q5T9A4	2		
Q5T9L3	2		
Q5TAQ9	2		
Q5TC12	2		
Q5TD97	1	GO:0030018(IBA:GO_Central)	IBA
Q5TEC6	2		
Q5TEU4	2		
Q5TFE4	2		
Q5TGY3	2		
Q5THJ4	2		
Q5TZA2	2		
Q5U5X0	2		
Q5U651	2		
Q5VST9	1	GO:0031430(ISS:BHF-UCL);GO:0030016(NAS:BHF-UCL);GO:0030018(ISS:BHF-UCL)	ISS;NAS
Q5VT25	2		
Q5VTE0	2		
Q5VTR2	2		
Q5VTT5	1	GO:0031430(ISS:UniProtKB)	ISS
Q5VU43	1	GO:0030016(ISS:UniProtKB)	ISS
Q5VUA4	2		
Q5VUM1	2		
Q5VVQ6	2		
Q5VW32	2		
Q5VW36	2		
Q5VWZ2	2		
Q5VXT5	2		
Q5VYK3	2		
Q5VZ89	2		
Q5VZE5	2		
Q5VZF2	2		
Q5VZM2	2		
Q5VZP5	1	GO:0030017(IEA:UniProtKB-SubCell)	IEA
Q5XKP0	2		
Q5XPI4	2		
Q63HN8	2		
Q63HR2	2		
Q63ZY3	2		
Q641Q2	2		
Q658P3	2		
Q66K74	2		
Q68CZ1	2		
Q68EM7	2		
Q68J44	2		
Q69YN4	2		
Q69YQ0	2		
Q69YU5	2		
Q6DD88	2		
Q6DKI2	2		
Q6DKJ4	2		
Q6DN90	2		
Q6FI81	2		
Q6GMV3	2		
Q6H8Q1	1	GO:0030016(IEA:Ensembl)	IEA
Q6IAA8	2		
Q6IAN0	2		
Q6IBS0	1	GO:0030016(ISS:BHF-UCL)	ISS
Q6IPR1	2		
Q6IQ22	2		
Q6IQ23	2		
Q6IS14	2		
Q6JBY9	2		
Q6KC79	2		
Q6L8Q7	2		
Q6NSJ0	2		
Q6NUK1	2		
Q6NUM9	2		
Q6NUQ4	2		
Q6NVY1	2		
Q6NXS1	2		
Q6NXT2	2		
Q6NYC8	2		
Q6NZI2	2		
Q6P050	1	GO:0030018(IEA:UniProtKB-SubCell)	IEA
Q6P0Q8	2		
Q6P161	2		
Q6P179	2		
Q6P1A2	2		
Q6P1L8	2		
Q6P1N0	2		
Q6P1N9	2		
Q6P1X6	2		
Q6P2E9	2		
Q6P2I3	2		
Q6P2Q9	2		
Q6P3W7	2		
Q6P4A7	2		
Q6P4A8	2		
Q6P4I2	2		
Q6P587	2		
Q6P5Q4	1	GO:0031430(IEA:UniProtKB-SubCell);GO:0030016(IDA:UniProtKB);GO:0030017(IDA:UniProtKB);GO:0005865(IBA:GO_Central)	IBA;IDA;IEA
Q6P996	2		
Q6PCB0	2		
Q6PCB7	2		
Q6PCE3	2		
Q6PGP7	2		
Q6PH85	2		
Q6PHR2	2		
Q6PI48	2		
Q6PI78	2		
Q6PIU2	2		
Q6PJW8	2		
Q6PKG0	2		
Q6PML9	2		
Q6QEF8	2		
Q6QNY1	2		
Q6S8J3	2		
Q6STE5	2		
Q6SZW1	2		
Q6UB35	2		
Q6UN15	2		
Q6UVK1	2		
Q6UW63	2		
Q6UW68	2		
Q6UW78	2		
Q6UWP7	2		
Q6UWP8	2		
Q6UWY5	2		
Q6UXN9	2		
Q6UXV4	2		
Q6UY14	2		
Q6VY07	2		
Q6WCQ1	2		
Q6XQN6	2		
Q6XZF7	2		
Q6Y1H2	2		
Q6Y7W6	2		
Q6YHK3	2		
Q6YN16	2		
Q6YP21	2		
Q6ZMU5	2		
Q6ZP82	2		
Q6ZT12	2		
Q6ZUT6	2		
Q6ZUT9	2		
Q6ZVM7	2		
Q6ZVX7	2		
Q6ZXV5	2		
Q702N8	2		
Q709C8	2		
Q709F0	2		
Q70IA6	2		
Q70UQ0	2		
Q711Q0	1	GO:0030018(ISS:UniProtKB)	ISS
Q71U36	2		
Q71UI9	2		
Q71UM5	2		
Q7KZF4	2		
Q7KZN9	2		
Q7L014	2		
Q7L0Y3	2		
Q7L1Q6	2		
Q7L2E3	2		
Q7L2H7	2		
Q7L2J0	2		
Q7L4I2	2		
Q7L523	2		
Q7L576	2		
Q7L592	2		
Q7L5N1	2		
Q7L5N7	2		
Q7L5Y9	2		
Q7L775	2		
Q7L7L0	2		
Q7L7X3	2		
Q7L9B9	2		
Q7LBR1	2		
Q7RTP6	2		
Q7RTV0	2		
Q7Z2K6	2		
Q7Z2W4	2		
Q7Z2Z2	2		
Q7Z304	2		
Q7Z3D6	2		
Q7Z3E5	2		
Q7Z3J2	2		
Q7Z3K3	2		
Q7Z406	2		
Q7Z417	2		
Q7Z434	2		
Q7Z460	2		
Q7Z478	2		
Q7Z4I7	2		
Q7Z4S6	2		
Q7Z4V5	2		
Q7Z4W1	2		
Q7Z5L7	2		
Q7Z5L9	2		
Q7Z6B0	2		
Q7Z6E9	2		
Q7Z6Z7	2		
Q7Z7B0	2		
Q7Z7F7	2		
Q7Z7G0	2		
Q7Z7H5	2		
Q7Z7K0	2		
Q7Z7K6	2		
Q7Z7L7	2		
Q86SG2	1	GO:0031674(IEA:Ensembl)	IEA
Q86SQ0	2		
Q86SX6	2		
Q86SZ2	2		
Q86TC9	1	GO:0031674(IDA:BHF-UCL);GO:0030018(IDA:UniProtKB)	IDA
Q86TD4	2		
Q86TI2	2		
Q86TN4	2		
Q86TP1	2		
Q86TU7	2		
Q86TX2	2		
Q86U28	2		
Q86U42	2		
Q86U86	2		
Q86UE4	2		
Q86UP2	2		
Q86UT6	2		
Q86UU1	2		
Q86UV5	2		
Q86UX2	2		
Q86UY8	2		
Q86V48	2		
Q86V81	2		
Q86VB7	2		
Q86VD7	2		
Q86VF2	1	GO:0030018(ISS:UniProtKB)	ISS
Q86VF7	1	GO:0030018(IBA:GO_Central)	IBA
Q86VN1	2		
Q86VP6	2		
Q86VS8	2		
Q86VU5	2		
Q86VW2	1	GO:0030016(ISS:UniProtKB);GO:0030017(IEA:UniProtKB-SubCell)	IEA;ISS
Q86W92	2		
Q86WA6	2		
Q86WC6	2		
Q86WU2	2		
Q86WW8	2		
Q86X55	2		
Q86X76	2		
Q86XI6	2		
Q86XP3	2		
Q86XX4	2		
Q86Y39	2		
Q86Y82	2		
Q86YB7	2		
Q86YJ6	2		
Q86YM7	1	GO:0043034(IEA:Ensembl);GO:0030018(IEA:Ensembl)	IEA
Q8IUD2	2		
Q8IUE6	2		
Q8IUG5	1	GO:0030018(IEA:Ensembl)	IEA
Q8IUR0	2		
Q8IUX7	2		
Q8IV08	2		
Q8IVD9	2		
Q8IVF2	2		
Q8IVG5	2		
Q8IVL5	2		
Q8IVM0	2		
Q8IVN3	2		
Q8IVS2	2		
Q8IVU3	2		
Q8IW45	2		
Q8IW75	2		
Q8IWA4	2		
Q8IWA5	2		
Q8IWB7	2		
Q8IWE2	2		
Q8IWL3	2		
Q8IWU6	2		
Q8IWV7	2		
Q8IWW8	2		
Q8IWX7	1	GO:0031672(IEA:UniProtKB-SubCell);GO:0030018(IEA:UniProtKB-SubCell)	IEA
Q8IWX8	2		
Q8IX01	2		
Q8IX12	2		
Q8IXB1	2		
Q8IXI1	2		
Q8IXI2	2		
Q8IXJ6	2		
Q8IXL7	2		
Q8IXM2	2		
Q8IXM3	2		
Q8IXQ6	2		
Q8IY17	2		
Q8IY21	2		
Q8IY67	2		
Q8IY95	2		
Q8IYB3	2		
Q8IYB7	2		
Q8IYB8	2		
Q8IYE0	2		
Q8IYI6	2		
Q8IYM9	2		
Q8IYQ7	2		
Q8IYS1	2		
Q8IYT4	2		
Q8IYU8	2		
Q8IZ83	2		
Q8IZL8	2		
Q8IZP2	2		
Q8N0U8	2		
Q8N0W3	2		
Q8N0X4	2		
Q8N0X7	2		
Q8N0Z2	1	GO:0030017(ISS:HGNC-UCL)	ISS
Q8N111	2		
Q8N112	2		
Q8N122	2		
Q8N139	2		
Q8N142	2		
Q8N163	2		
Q8N183	2		
Q8N1B4	2		
Q8N1F7	2		
Q8N1G4	2		
Q8N283	2		
Q8N2U9	2		
Q8N335	2		
Q8N392	2		
Q8N3C0	2		
Q8N3D4	2		
Q8N3F8	2		
Q8N3K9	1	GO:0031430(IEA:UniProtKB-SubCell)	IEA
Q8N3L3	2		
Q8N3V7	1	GO:0030018(IBA:GO_Central)	IBA
Q8N442	2		
Q8N465	2		
Q8N490	2		
Q8N4P2	2		
Q8N4Q0	2		
Q8N4Q1	2		
Q8N4T8	2		
Q8N4X5	2		
Q8N5G0	2		
Q8N5K1	2		
Q8N5M1	2		
Q8N5M9	2		
Q8N5N7	2		
Q8N684	2		
Q8N6H7	2		
Q8N6M3	2		
Q8N6N6	2		
Q8N6S5	2		
Q8N766	2		
Q8N8F7	2		
Q8N8N7	2		
Q8N8S7	2		
Q8N983	2		
Q8NB12	2		
Q8NBF2	2		
Q8NBH2	1	GO:0030018(ISS:UniProtKB)	ISS
Q8NBJ5	2		
Q8NBL1	2		
Q8NBN7	2		
Q8NBS9	2		
Q8NBU5	2		
Q8NBX0	2		
Q8NC51	2		
Q8NC56	2		
Q8NC69	1	GO:0031430(IEA:UniProtKB-SubCell)	IEA
Q8NCA5	2		
Q8NCM8	2		
Q8NCN5	2		
Q8NCW5	2		
Q8ND56	2		
Q8NDA2	2		
Q8NDH3	2		
Q8NDY3	1	GO:0030017(ISS:UniProtKB)	ISS
Q8NDZ2	1	GO:0030017(IDA:UniProtKB)	IDA
Q8NE62	2		
Q8NE71	2		
Q8NE86	2		
Q8NEB9	2		
Q8NEV1	2		
Q8NEX9	2		
Q8NEY1	2		
Q8NEZ2	2		
Q8NEZ5	1	GO:0030018(IEA:UniProtKB-SubCell)	IEA
Q8NF91	1	GO:0030017(IDA:MGI)	IDA
Q8NFC6	2		
Q8NFF5	2		
Q8NFH5	2		
Q8NFI4	2		
Q8NFU3	2		
Q8NFV4	2		
Q8NFW8	2		
Q8NHH9	2		
Q8NHP8	2		
Q8NHU6	2		
Q8NHV4	2		
Q8NHW5	2		
Q8NI08	2		
Q8NI22	2		
Q8NI27	2		
Q8NI37	2		
Q8NI60	2		
Q8TAQ2	2		
Q8TAT6	2		
Q8TB22	2		
Q8TB37	2		
Q8TB45	2		
Q8TB61	2		
Q8TB72	2		
Q8TBA6	2		
Q8TBC4	2		
Q8TC12	2		
Q8TCA0	2		
Q8TCB0	2		
Q8TCC3	2		
Q8TCD5	2		
Q8TCE6	2		
Q8TCJ2	2		
Q8TCS8	2		
Q8TCZ2	2		
Q8TD16	2		
Q8TD19	2		
Q8TD30	2		
Q8TD55	2		
Q8TDB6	2		
Q8TDC0	1	GO:0030018(IBA:GO_Central)	IBA
Q8TDD1	2		
Q8TDX7	2		
Q8TDY2	2		
Q8TEA8	2		
Q8TED0	2		
Q8TED1	2		
Q8TEM1	2		
Q8TEQ6	2		
Q8TF09	2		
Q8TF66	2		
Q8WTS6	2		
Q8WTT2	2		
Q8WTW3	2		
Q8WU10	1	GO:0030017(IDA:UniProtKB)	IDA
Q8WU76	2		
Q8WU90	2		
