# GENERATED by match.py. DO NOT EDIT BY HAND.
# generated = 2026-09-18T00:31:55Z
# Match Rate version = 1.0
# formula = M1 (D87), docs/formula.md 'Match Rate'; primary reference = skeletal_muscle_protein_with_non_protein_metabolite_pools
# input.config = config/match_rate.ini sha256 f1fe894b4ab9a9876bbb4b1fcbad73a45f4c6211ee9718d272dea6f658ca24bf
# input.symbols = data/iupac/amino_acid_symbols.ini sha256 380d3d047c0f67df507df76a4cdd51f1b7fcde30ce050c7975b947884f8a8f0e
# input.usda_foods = outputs/usda/amino_acids_per_food.tsv sha256 0b87709521d9e1981f81fb860bb25c1b6fb9979429e05b4b8f0d7888b97eb9fd
# input.other_sources = config/food_amino_acids_other_sources.csv sha256 c75262d6098376c55d0f4bf38e176c5793357d28d24958ab394813c26ddb6696
# input.reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv sha256 f48850b2561c26f0cbae16c083ddae4b9cbe4423614ed49d3aea788416df734d
# input.reference.skeletal_muscle_protein = outputs/standard/_calculated_amino_acid_standard.tsv sha256 1a05f217b72d59f38a89b7bac674ce7e2dc7c1aa11e5eaadf4860ccd4af70b5a
# input.reference.gorissen_2018_human_muscle = config/gorissen_2018_comparison.ini sha256 8fe77d578b408361750c0a2e67c2a657c5af42e934c3f731b09659908074a701
# input.scored_set.fao_2013_indispensable = config/fao_2013_indispensable_amino_acids.ini sha256 ab2eccf9d1dbc559e0fa37a8d214b388ed65e04a062c85d2a7167d1b8e113644
# reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = skeletal muscle protein + non-protein metabolite pools (carnosine), fiber-type mix | outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv column standard_with_non_protein_metabolite_pools | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.5676, I 5.4316, L 8.4, K 9.4417, M 2.6557, F 4.0278, T 5.0653, W 1.541, V 5.9265
# reference.skeletal_muscle_protein = skeletal muscle protein (protein only), fiber-type mix | outputs/standard/_calculated_amino_acid_standard.tsv column standard | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.2267, I 5.4506, L 8.4293, K 9.4748, M 2.6649, F 4.0419, T 5.0831, W 1.5464, V 5.9473
# reference.gorissen_2018_human_muscle = Gorissen et al. 2018, Table 1, human muscle, g per 100 g raw material (the original Match Rate reference) | config/gorissen_2018_comparison.ini [values.human_muscle] | scored set gorissen_2018_essential (TMFHKVIL) | values: T 2.9, M 1.7, F 3.8, H 2.8, K 6.6, V 4.3, I 3.4, L 6.3
# food x reference pairs the formula could not score, with the reason (M3)
source	source_detail	food_id	description	reference	reason
usda	sr_legacy_food 2018-04	172368	Oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172368	Oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172370	Oil, vegetable, soybean, refined	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172370	Oil, vegetable, soybean, refined	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172370	Oil, vegetable, soybean, refined	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	172425	Mothbeans, mature seeds, raw	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report T
usda	sr_legacy_food 2018-04	172425	Mothbeans, mature seeds, raw	skeletal_muscle_protein	food does not report T
usda	sr_legacy_food 2018-04	172425	Mothbeans, mature seeds, raw	gorissen_2018_human_muscle	food does not report T
usda	sr_legacy_food 2018-04	172426	Mothbeans, mature seeds, cooked, boiled, without salt	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report T
usda	sr_legacy_food 2018-04	172426	Mothbeans, mature seeds, cooked, boiled, without salt	skeletal_muscle_protein	food does not report T
usda	sr_legacy_food 2018-04	172426	Mothbeans, mature seeds, cooked, boiled, without salt	gorissen_2018_human_muscle	food does not report T
usda	sr_legacy_food 2018-04	172518	Game meat, muskrat, raw	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	172518	Game meat, muskrat, raw	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	172519	Game meat, muskrat, cooked, roasted	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	172519	Game meat, muskrat, cooked, roasted	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	172523	Game meat, squirrel, raw	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	172523	Game meat, squirrel, raw	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	172524	Game meat, squirrel, cooked, roasted	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	172524	Game meat, squirrel, cooked, roasted	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	172536	Veal, variety meats and by-products, lungs, cooked, braised	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report H
usda	sr_legacy_food 2018-04	172536	Veal, variety meats and by-products, lungs, cooked, braised	skeletal_muscle_protein	food does not report H
usda	sr_legacy_food 2018-04	172536	Veal, variety meats and by-products, lungs, cooked, braised	gorissen_2018_human_muscle	food does not report H
usda	sr_legacy_food 2018-04	172537	Lamb, variety meats and by-products, mechanically separated, raw	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	172537	Lamb, variety meats and by-products, mechanically separated, raw	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	172540	Veal, variety meats and by-products, spleen, raw	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report H
usda	sr_legacy_food 2018-04	172540	Veal, variety meats and by-products, spleen, raw	skeletal_muscle_protein	food does not report H
usda	sr_legacy_food 2018-04	172540	Veal, variety meats and by-products, spleen, raw	gorissen_2018_human_muscle	food does not report H
usda	sr_legacy_food 2018-04	172541	Veal, variety meats and by-products, spleen, cooked, braised	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report H
usda	sr_legacy_food 2018-04	172541	Veal, variety meats and by-products, spleen, cooked, braised	skeletal_muscle_protein	food does not report H
usda	sr_legacy_food 2018-04	172541	Veal, variety meats and by-products, spleen, cooked, braised	gorissen_2018_human_muscle	food does not report H
usda	sr_legacy_food 2018-04	172621	Lamb, New Zealand, imported, tongue - swiss cut, raw	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	172621	Lamb, New Zealand, imported, tongue - swiss cut, raw	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	173032	Goji berries, dried	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	173032	Goji berries, dried	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	173042	Grape juice, canned or bottled, unsweetened, without added ascorbic acid	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	173042	Grape juice, canned or bottled, unsweetened, without added ascorbic acid	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	173168	Alcoholic beverage, creme de menthe, 72 proof	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173168	Alcoholic beverage, creme de menthe, 72 proof	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173168	Alcoholic beverage, creme de menthe, 72 proof	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173199	Carbonated beverage, cream soda	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173199	Carbonated beverage, cream soda	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173199	Carbonated beverage, cream soda	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173203	Beverages, carbonated, grape soda	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173203	Beverages, carbonated, grape soda	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173203	Beverages, carbonated, grape soda	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173209	Beverages, carbonated, pepper-type, contains caffeine	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173209	Beverages, carbonated, pepper-type, contains caffeine	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173209	Beverages, carbonated, pepper-type, contains caffeine	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173227	Beverages, tea, black, brewed, prepared with tap water	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173227	Beverages, tea, black, brewed, prepared with tap water	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173227	Beverages, tea, black, brewed, prepared with tap water	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173233	Beverages, water, bottled, PERRIER	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173233	Beverages, water, bottled, PERRIER	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173233	Beverages, water, bottled, PERRIER	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173234	Beverages, water, bottled, POLAND SPRING	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173234	Beverages, water, bottled, POLAND SPRING	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173234	Beverages, water, bottled, POLAND SPRING	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173292	Fast Food, Pizza Chain, 14" pizza, cheese topping, regular crust	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	173292	Fast Food, Pizza Chain, 14" pizza, cheese topping, regular crust	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	173317	Fast foods, hamburger; single, large patty; with condiments, vegetables and mayonnaise	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report K
usda	sr_legacy_food 2018-04	173317	Fast foods, hamburger; single, large patty; with condiments, vegetables and mayonnaise	skeletal_muscle_protein	food does not report K
usda	sr_legacy_food 2018-04	173317	Fast foods, hamburger; single, large patty; with condiments, vegetables and mayonnaise	gorissen_2018_human_muscle	food does not report K
usda	sr_legacy_food 2018-04	173468	Salt, table	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173468	Salt, table	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173468	Salt, table	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173469	Vinegar, cider	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173469	Vinegar, cider	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173469	Vinegar, cider	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173470	Thyme, fresh	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report H, M, F
usda	sr_legacy_food 2018-04	173470	Thyme, fresh	skeletal_muscle_protein	food does not report H, M, F
usda	sr_legacy_food 2018-04	173470	Thyme, fresh	gorissen_2018_human_muscle	food does not report M, F, H
usda	sr_legacy_food 2018-04	173478	Babyfood, juice treats, fruit medley, toddler	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173478	Babyfood, juice treats, fruit medley, toddler	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173478	Babyfood, juice treats, fruit medley, toddler	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173485	Babyfood, snack, GERBER GRADUATE FRUIT  STRIPS, Real Fruit Bars	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173485	Babyfood, snack, GERBER GRADUATE FRUIT  STRIPS, Real Fruit Bars	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173485	Babyfood, snack, GERBER GRADUATE FRUIT  STRIPS, Real Fruit Bars	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173519	Babyfood, beverage, GERBER, GRADUATES, FRUIT SPLASHERS	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	173519	Babyfood, beverage, GERBER, GRADUATES, FRUIT SPLASHERS	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	173563	Oil, cupu assu	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173563	Oil, cupu assu	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173563	Oil, cupu assu	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173564	Fat, chicken	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173564	Fat, chicken	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173564	Fat, chicken	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173565	Oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173565	Oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173565	Oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173566	Shortening industrial, lard and vegetable oil	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173566	Shortening industrial, lard and vegetable oil	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173566	Shortening industrial, lard and vegetable oil	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173567	Shortening frying (heavy duty), beef tallow and cottonseed	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173567	Shortening frying (heavy duty), beef tallow and cottonseed	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173567	Shortening frying (heavy duty), beef tallow and cottonseed	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173568	Shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173568	Shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173568	Shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173569	Shortening industrial, soybean (hydrogenated) and cottonseed	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173569	Shortening industrial, soybean (hydrogenated) and cottonseed	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173569	Shortening industrial, soybean (hydrogenated) and cottonseed	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173570	Oil, ucuhuba butter	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173570	Oil, ucuhuba butter	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173570	Oil, ucuhuba butter	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173571	Fat, turkey	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173571	Fat, turkey	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173571	Fat, turkey	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173572	Fat, goose	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173572	Fat, goose	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173572	Fat, goose	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173595	Oil, industrial, coconut, principal uses candy coatings, oil sprays, roasting nuts	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173595	Oil, industrial, coconut, principal uses candy coatings, oil sprays, roasting nuts	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173595	Oil, industrial, coconut, principal uses candy coatings, oil sprays, roasting nuts	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173596	Oil, industrial, soy (partially hydrogenated), principal uses popcorn and flavoring vegetables	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173596	Oil, industrial, soy (partially hydrogenated), principal uses popcorn and flavoring vegetables	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173596	Oil, industrial, soy (partially hydrogenated), principal uses popcorn and flavoring vegetables	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173597	Shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173597	Shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173597	Shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173598	Oil, industrial, soy, refined, for woks and light frying	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173598	Oil, industrial, soy, refined, for woks and light frying	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173598	Oil, industrial, soy, refined, for woks and light frying	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173600	Oil, industrial, palm kernel, confection fat, uses similar to high quality cocoa butter	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173600	Oil, industrial, palm kernel, confection fat, uses similar to high quality cocoa butter	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173600	Oil, industrial, palm kernel, confection fat, uses similar to high quality cocoa butter	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173601	Oil, industrial, palm kernel (hydrogenated), confection fat, uses similar to 95 degree hard butter	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173601	Oil, industrial, palm kernel (hydrogenated), confection fat, uses similar to 95 degree hard butter	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173601	Oil, industrial, palm kernel (hydrogenated), confection fat, uses similar to 95 degree hard butter	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173602	Oil, industrial, palm kernel (hydrogenated), confection fat, intermediate grade product	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173602	Oil, industrial, palm kernel (hydrogenated), confection fat, intermediate grade product	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173602	Oil, industrial, palm kernel (hydrogenated), confection fat, intermediate grade product	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173603	Oil, industrial, palm kernel (hydrogenated), filling fat	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173603	Oil, industrial, palm kernel (hydrogenated), filling fat	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173603	Oil, industrial, palm kernel (hydrogenated), filling fat	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173604	Oil, industrial, soy (partially hydrogenated ), palm, principal uses icings and fillings	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173604	Oil, industrial, soy (partially hydrogenated ), palm, principal uses icings and fillings	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173604	Oil, industrial, soy (partially hydrogenated ), palm, principal uses icings and fillings	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173607	Shortening, industrial, soy (partially hydrogenated ) for baking and confections	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173607	Shortening, industrial, soy (partially hydrogenated ) for baking and confections	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173607	Shortening, industrial, soy (partially hydrogenated ) for baking and confections	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173663	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 94 proof	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173663	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 94 proof	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173663	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 94 proof	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173664	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173664	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173664	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	173805	Mothbeans, mature seeds, cooked, boiled, with salt	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report T
usda	sr_legacy_food 2018-04	173805	Mothbeans, mature seeds, cooked, boiled, with salt	skeletal_muscle_protein	food does not report T
usda	sr_legacy_food 2018-04	173805	Mothbeans, mature seeds, cooked, boiled, with salt	gorissen_2018_human_muscle	food does not report T
usda	sr_legacy_food 2018-04	173844	Game meat, antelope, cooked, roasted	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	173844	Game meat, antelope, cooked, roasted	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	173851	Game meat, bison, separable lean only, raw	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	173851	Game meat, bison, separable lean only, raw	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	173852	Game meat, bison, separable lean only, cooked, roasted	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	173852	Game meat, bison, separable lean only, cooked, roasted	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	173855	Game meat, deer, raw	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	173855	Game meat, deer, raw	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	173945	Bananas, dehydrated, or banana powder	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	173945	Bananas, dehydrated, or banana powder	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	174155	Beverages, tea, black, brewed, prepared with distilled water	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	174155	Beverages, tea, black, brewed, prepared with distilled water	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	174155	Beverages, tea, black, brewed, prepared with distilled water	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	174344	Game meat, moose, raw	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	174344	Game meat, moose, raw	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	174345	Game meat, moose, cooked, roasted	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	174345	Game meat, moose, cooked, roasted	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	174361	Veal, variety meats and by-products, lungs, raw	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report H
usda	sr_legacy_food 2018-04	174361	Veal, variety meats and by-products, lungs, raw	skeletal_muscle_protein	food does not report H
usda	sr_legacy_food 2018-04	174361	Veal, variety meats and by-products, lungs, raw	gorissen_2018_human_muscle	food does not report H
usda	sr_legacy_food 2018-04	174802	Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating	skeletal_muscle_protein_with_non_protein_metabolite_pools	food does not report W
usda	sr_legacy_food 2018-04	174802	Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating	skeletal_muscle_protein	food does not report W
usda	sr_legacy_food 2018-04	174815	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	174815	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	174815	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	174817	Alcoholic beverage, distilled, rum, 80 proof	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	174817	Alcoholic beverage, distilled, rum, 80 proof	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	174817	Alcoholic beverage, distilled, rum, 80 proof	gorissen_2018_human_muscle	every scored amino acid is zero
usda	sr_legacy_food 2018-04	174818	Alcoholic beverage, distilled, vodka, 80 proof	skeletal_muscle_protein_with_non_protein_metabolite_pools	every scored amino acid is zero
usda	sr_legacy_food 2018-04	174818	Alcoholic beverage, distilled, vodka, 80 proof	skeletal_muscle_protein	every scored amino acid is zero
usda	sr_legacy_food 2018-04	174818	Alcoholic beverage, distilled, vodka, 80 proof	gorissen_2018_human_muscle	every scored amino acid is zero
