# GENERATED by match.py. DO NOT EDIT BY HAND.
# generated = 2026-09-19T23:42:11Z
# Match Rate version = 1.0
# formula = M1 (D87), docs/formula.md 'Match Rate'; summary reference (match_rate_per_food.tsv) = skeletal_muscle_with_non_protein_metabolite_pools_and_blood; comparison baseline (the difference_pp_ columns) = skeletal_muscle_protein_with_non_protein_metabolite_pools
# input.config = config/match_rate.ini sha256 dc32c3899d5f0e94b959078229918a31ba0b916cf102f4e4afa73484433c83e8
# input.symbols = data/iupac/amino_acid_symbols.ini sha256 380d3d047c0f67df507df76a4cdd51f1b7fcde30ce050c7975b947884f8a8f0e
# input.usda_foods = outputs/usda/amino_acids_per_food.tsv sha256 117997e6b1b2a0c203f836446d48add4054dce7e7bc4182ff2d114475a7c586f
# input.other_sources = config/food_amino_acids_other_sources.csv sha256 c75262d6098376c55d0f4bf38e176c5793357d28d24958ab394813c26ddb6696
# input.reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv sha256 72b632ff1fece7b2572df3e7d72461adb2a4c04d42b17026b0ea61535330f754
# input.reference.skeletal_muscle_protein = outputs/standard/_calculated_amino_acid_standard.tsv sha256 5402bda41426d17f189ea99d5091f763b37ad99fd6528a65f7f08a1d7065f27f
# input.reference.gorissen_2018_human_muscle = config/gorissen_2018_comparison.ini sha256 8fe77d578b408361750c0a2e67c2a657c5af42e934c3f731b09659908074a701
# input.reference.blood = outputs/blood/standard/_calculated_amino_acid_standard.tsv sha256 de970880e11d08ce8878eccce2cfb07e165a0eb7f9b01720f196542b7469daab
# input.reference.skeletal_muscle_with_non_protein_metabolite_pools_and_blood = outputs/composite/_calculated_amino_acid_standard_composite.tsv sha256 85a2b165e9a85a46b868b603eeae6f30c8a5b2ccd61683fdfa9553abf1579997
# input.scored_set.fao_2013_indispensable = config/fao_2013_indispensable_amino_acids.ini sha256 ab2eccf9d1dbc559e0fa37a8d214b388ed65e04a062c85d2a7167d1b8e113644
# reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = skeletal muscle protein + non-protein metabolite pools (carnosine), fiber-type mix | outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv column standard_with_non_protein_metabolite_pools | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.5676, I 5.4316, L 8.4, K 9.4417, M 2.6557, F 4.0278, T 5.0653, W 1.541, V 5.9265
# reference.skeletal_muscle_protein = skeletal muscle protein (protein only), fiber-type mix | outputs/standard/_calculated_amino_acid_standard.tsv column standard | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.2267, I 5.4506, L 8.4293, K 9.4748, M 2.6649, F 4.0419, T 5.0831, W 1.5464, V 5.9473
# reference.gorissen_2018_human_muscle = Gorissen et al. 2018, Table 1, human muscle, g per 100 g raw material (the original Match Rate reference) | config/gorissen_2018_comparison.ini [values.human_muscle] | scored set gorissen_2018_essential (TMFHKVIL) | values: T 2.9, M 1.7, F 3.8, H 2.8, K 6.6, V 4.3, I 3.4, L 6.3
# reference.blood = blood: plasma + erythrocytes at the base split (haemoglobin share as measured), reference male | outputs/blood/standard/_calculated_amino_acid_standard.tsv column standard | scored set fao_2013_indispensable (HILKMFTWV) | values: H 5.41114, I 2.34354, L 11.308, K 8.29135, M 1.63704, F 6.03455, T 5.04357, W 1.91394, V 8.187
# reference.skeletal_muscle_with_non_protein_metabolite_pools_and_blood = skeletal muscle protein + non-protein metabolite pools (carnosine) and blood, mixed by protein mass (Layer C), reference male | outputs/composite/_calculated_amino_acid_standard_composite.tsv column composite | scored set fao_2013_indispensable (HILKMFTWV) | values: H 3.32649, I 4.60745, L 9.17611, K 9.13469, M 2.38384, F 4.56337, T 5.0595, W 1.64053, V 6.52979
# THE SUMMARY TABLE: one row per food, scored against skeletal_muscle_with_non_protein_metabolite_pools_and_blood only — the most complete reference built so far, and the one this table follows as categories are added (D127, D128). The reference is named here rather than in a column because it is the same on every row. Every reference side by side, with the differences: match_rate_by_reference.tsv. The spreadsheet's walk per food and reference: match_rate_steps.tsv. A food this reference cannot score is absent here and its reason is in foods_not_scored.tsv. eaa_g_per_100g = the sum of the reference's scored amino acids as published; eaa_percent_of_protein = 100 x eaa_g_per_100g / protein_g_per_100g; ratio_<letter> = food share / reference share (Step 7)
source	source_detail	food_id	description	food_category	match_rate_percent	limiting_amino_acid	eaa_g_per_100g	protein_g_per_100g	eaa_percent_of_protein	ratio_F	ratio_H	ratio_I	ratio_K	ratio_L	ratio_M	ratio_T	ratio_V	ratio_W
usda	sr_legacy_food 2018-04	169291	Squash, summer, zucchini, includes skin, raw	Vegetables and Vegetable Products	73.5027	T	0.3620	1.21	29.92	1.2084	1.0023	1.2246	0.9406	0.9922	0.9683	0.7350	1.0605	0.7817
usda	sr_legacy_food 2018-04	169292	Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt	Vegetables and Vegetable Products	72.4355	T	0.1900	1.14	16.67	1.1779	1.0283	1.2197	0.9361	0.9852	0.9224	0.7244	1.0851	0.8936
usda	sr_legacy_food 2018-04	169293	Squash, winter, acorn, cooked, baked, without salt	Vegetables and Vegetable Products	64.1104	K	0.3250	1.12	29.02	1.3772	0.9017	1.3641	0.6411	0.9962	0.8389	0.9316	1.0500	1.3931
usda	sr_legacy_food 2018-04	169294	Squash, winter, acorn, cooked, boiled, mashed, without salt	Vegetables and Vegetable Products	65.1528	K	0.1950	0.67	29.10	1.3564	0.9303	1.3434	0.6515	0.9859	0.7989	0.9410	1.0573	1.4511
usda	sr_legacy_food 2018-04	169295	Squash, winter, butternut, raw	Vegetables and Vegetable Products	64.8383	K	0.2900	1	29.00	1.3681	0.9143	1.3550	0.6484	0.9944	0.8058	0.9492	1.0541	1.3661
usda	sr_legacy_food 2018-04	169296	Squash, winter, butternut, cooked, baked, without salt	Vegetables and Vegetable Products	64.2542	K	0.2610	0.9	29.00	1.3642	0.9090	1.3511	0.6425	0.9885	0.8207	0.9492	1.0623	1.4094
usda	sr_legacy_food 2018-04	169297	Squash, winter, hubbard, cooked, boiled, mashed, without salt	Vegetables and Vegetable Products	65.0013	K	0.4300	1.48	29.05	1.3721	0.9087	1.3590	0.6500	0.9883	0.8152	0.9389	1.0581	1.3819
usda	sr_legacy_food 2018-04	169298	Squash, winter, spaghetti, raw	Vegetables and Vegetable Products	63.8870	K	0.1750	0.64	27.34	1.3951	0.8772	1.3818	0.6389	0.9829	0.7789	0.9437	1.0562	1.4553
usda	sr_legacy_food 2018-04	169299	Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt	Vegetables and Vegetable Products	63.8870	K	0.1750	0.66	26.52	1.3951	0.8772	1.3818	0.6389	0.9829	0.7789	0.9437	1.0562	1.4553
usda	sr_legacy_food 2018-04	169300	Succotash, (corn and limas), raw	Vegetables and Vegetable Products	64.1571	M	2.0640	5.03	41.03	1.1977	1.0818	1.3863	0.7263	1.0858	0.6416	0.9291	1.0540	0.7677
usda	sr_legacy_food 2018-04	169305	Sweet potato, canned, mashed	Vegetables and Vegetable Products	61.8502	K	0.7970	1.98	40.25	1.5189	0.6479	1.2515	0.6185	0.9204	1.1972	1.1282	1.1507	0.8521
usda	sr_legacy_food 2018-04	169306	Sweet potato, frozen, unprepared (Includes foods for USDA's Food Distribution Program)	Vegetables and Vegetable Products	62.0467	K	0.6880	1.71	40.23	1.5082	0.6491	1.2448	0.6205	0.9191	1.1888	1.1336	1.1573	0.8637
usda	sr_legacy_food 2018-04	169307	Sweet potato, frozen, cooked, baked, without salt	Vegetables and Vegetable Products	61.7773	K	0.6910	1.71	40.41	1.5163	0.6463	1.2540	0.6178	0.9225	1.1836	1.1286	1.1523	0.8600
usda	sr_legacy_food 2018-04	169308	Taro, raw	Vegetables and Vegetable Products	62.8208	K	0.5420	1.5	36.13	1.5390	0.8754	1.0038	0.6282	1.0361	0.7186	1.1681	1.0756	1.2008
usda	sr_legacy_food 2018-04	169313	Asparagus, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	76.5676	K	0.7500	2.4	31.25	1.1122	0.9862	1.1016	0.7657	0.9443	0.8828	1.1255	1.1849	1.0941
usda	sr_legacy_food 2018-04	169314	Asparagus, canned, no salt added, solids and liquids	Vegetables and Vegetable Products	72.9186	M	0.4540	1.8	25.22	0.9635	0.8607	1.4647	0.9515	0.8692	0.7292	1.0105	1.0805	1.1219
usda	sr_legacy_food 2018-04	169315	Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	55.1659	M	1.7650	4.83	36.54	1.4005	1.0674	1.2216	0.7918	0.9946	0.5517	1.0553	0.9989	0.8016
usda	sr_legacy_food 2018-04	169316	Lima beans, immature seeds, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	46.2846	M	2.8610	6.81	42.01	1.1947	1.1268	1.5425	0.7993	0.9460	0.4628	0.9268	1.0561	0.8803
usda	sr_legacy_food 2018-04	169317	Lima beans, immature seeds, canned, no salt added, solids and liquids	Vegetables and Vegetable Products	45.6322	M	1.7070	4.07	41.94	1.1919	1.1282	1.5405	0.7979	0.9454	0.4563	0.9299	1.0578	0.8952
usda	sr_legacy_food 2018-04	169318	Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	46.0170	M	2.7930	6.65	42.00	1.1946	1.1292	1.5440	0.7988	0.9455	0.4602	0.9264	1.0563	0.8814
usda	sr_legacy_food 2018-04	169319	Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	54.5719	M	0.6780	1.86	36.45	1.4104	1.0703	1.2186	0.7945	0.9924	0.5457	1.0556	0.9961	0.7930
usda	sr_legacy_food 2018-04	169320	Beans, snap, yellow, raw	Vegetables and Vegetable Products	74.2493	M	0.5770	1.82	31.70	1.1812	0.8223	1.1525	0.7751	0.9820	0.7425	1.2562	1.1089	0.9318
usda	sr_legacy_food 2018-04	169321	Beans, snap, green, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	74.8983	M	0.5980	1.89	31.64	1.1738	0.8168	1.1625	0.7733	0.9813	0.7490	1.2581	1.1056	0.9464
usda	sr_legacy_food 2018-04	169322	Beans, snap, yellow, cooked, boiled, drained, without salt	Vegetables and Vegetable Products	74.8983	M	0.5980	1.89	31.64	1.1738	0.8168	1.1625	0.7733	0.9813	0.7490	1.2581	1.1056	0.9464
usda	sr_legacy_food 2018-04	169323	Beans, snap, yellow, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	74.8983	M	0.5980	1.89	31.64	1.1738	0.8168	1.1625	0.7733	0.9813	0.7490	1.2581	1.1056	0.9464
usda	sr_legacy_food 2018-04	169324	Beans, snap, yellow, frozen, all styles, unprepared	Vegetables and Vegetable Products	74.7676	M	0.5730	1.8	31.83	1.1717	0.8281	1.1605	0.7716	0.9800	0.7477	1.2650	1.1042	0.9383
usda	sr_legacy_food 2018-04	169325	Beans, snap, green, frozen, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	74.4212	M	0.4710	1.49	31.61	1.1663	0.8296	1.1551	0.7769	0.9774	0.7442	1.2662	1.1019	0.9612
usda	sr_legacy_food 2018-04	169326	Beans, snap, yellow, frozen, cooked, boiled, drained, without salt	Vegetables and Vegetable Products	74.4212	M	0.4710	1.49	31.61	1.1663	0.8296	1.1551	0.7769	0.9774	0.7442	1.2662	1.1019	0.9612
usda	sr_legacy_food 2018-04	169327	Beans, snap, yellow, frozen, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	74.4212	M	0.4710	1.49	31.61	1.1663	0.8296	1.1551	0.7769	0.9774	0.7442	1.2662	1.1019	0.9612
usda	sr_legacy_food 2018-04	169328	Broadbeans, immature seeds, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	42.2346	M	1.7060	4.8	35.54	1.1628	0.9407	1.2698	0.9324	1.0972	0.4223	0.9573	0.9793	0.7962
usda	sr_legacy_food 2018-04	169329	Broccoli, leaves, raw	Vegetables and Vegetable Products	83.0741	M	0.7970	2.98	26.74	1.0722	0.8755	1.3779	0.8991	0.8315	0.8307	1.0476	1.1418	1.0296
usda	sr_legacy_food 2018-04	169330	Broccoli, flower clusters, raw	Vegetables and Vegetable Products	83.0741	M	0.7970	2.98	26.74	1.0722	0.8755	1.3779	0.8991	0.8315	0.8307	1.0476	1.1418	1.0296
usda	sr_legacy_food 2018-04	169331	Broccoli, stalks, raw	Vegetables and Vegetable Products	83.0741	M	0.7970	2.98	26.74	1.0722	0.8755	1.3779	0.8991	0.8315	0.8307	1.0476	1.1418	1.0296
usda	sr_legacy_food 2018-04	169332	Brussels sprouts, frozen, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	65.9801	M	1.0330	3.64	28.38	1.0439	1.1078	1.3948	0.8166	0.8032	0.6598	1.1547	1.1493	1.0957
usda	sr_legacy_food 2018-04	169333	Burdock root, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	60.9850	L	0.3650	2.09	17.46	1.2542	1.6058	1.1318	1.2809	0.6098	0.6402	0.8798	0.8960	0.6202
usda	sr_legacy_food 2018-04	169335	Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw	Vegetables and Vegetable Products	64.3754	M	0.3630	1.21	30.00	1.0929	0.9611	1.6931	0.7980	0.8780	0.6438	1.0616	1.0184	0.9354
usda	sr_legacy_food 2018-04	169336	Cabbage, common (danish, domestic, and pointed types), stored, raw	Vegetables and Vegetable Products	64.3754	M	0.3630	1.21	30.00	1.0929	0.9611	1.6931	0.7980	0.8780	0.6438	1.0616	1.0184	0.9354
usda	sr_legacy_food 2018-04	169337	Cabbage, chinese (pe-tsai), cooked, boiled, drained, with salt	Vegetables and Vegetable Products	37.2106	M	0.4710	1.5	31.40	0.9503	0.7703	1.8183	0.9603	0.9452	0.3721	0.9545	0.9962	0.9012
usda	sr_legacy_food 2018-04	169339	Carrots, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	51.1696	W	0.5530	0.76	72.76	0.9198	0.8328	1.1478	0.7627	0.7685	0.5986	2.6049	0.7199	0.5117
usda	sr_legacy_food 2018-04	169340	Carrots, canned, no salt added, solids and liquids	Vegetables and Vegetable Products	52.7679	W	0.4290	0.59	72.71	0.9248	0.8132	1.1508	0.7581	0.7665	0.5901	2.6093	0.7292	0.5277
usda	sr_legacy_food 2018-04	169342	Celery, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	65.2224	M	0.2090	0.83	25.18	1.1682	0.9348	1.2052	0.7781	0.9440	0.6522	1.0536	1.1225	1.4893
usda	sr_legacy_food 2018-04	169343	Chard, swiss, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	49.8045	M	0.7820	1.88	41.60	1.4830	0.6781	1.9842	0.6694	0.8734	0.4980	1.0090	1.0364	0.6513
usda	sr_legacy_food 2018-04	169344	Chayote, fruit, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	7.6367	M	0.2550	0.62	41.13	1.4361	0.6020	1.3039	0.5979	1.1507	0.0764	1.1154	1.3103	0.8877
usda	sr_legacy_food 2018-04	169345	Corn, sweet, yellow, canned, no salt added, solids and liquids (Includes foods for USDA's Food Distribution Program)	Vegetables and Vegetable Products	61.5147	W	0.6900	1.95	35.38	1.0910	0.8697	0.7301	1.1048	1.4517	1.0442	0.6383	0.7727	0.6151
usda	sr_legacy_food 2018-04	169346	Corn, sweet, yellow, canned, cream style, no salt added	Vegetables and Vegetable Products	50.0090	W	0.6790	1.74	39.02	1.2135	0.9865	1.0387	0.5538	1.4007	1.0325	0.9459	1.0470	0.5001
usda	sr_legacy_food 2018-04	169347	Corn, sweet, yellow, canned, vacuum pack, no salt added	Vegetables and Vegetable Products	51.2295	W	0.9390	2.41	38.96	1.2134	0.9809	1.0408	0.5520	1.4008	1.0369	0.9478	1.0448	0.5123
usda	sr_legacy_food 2018-04	169348	Corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, with salt	Vegetables and Vegetable Products	69.4227	K	1.1200	2.55	43.92	1.1898	0.8348	1.2324	0.6942	1.1338	1.1823	0.9421	1.0600	0.7832
usda	sr_legacy_food 2018-04	169349	Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	51.2369	W	1.2150	3.11	39.07	1.2140	0.9878	1.0366	0.5521	1.3990	1.0418	0.9439	1.0474	0.5124
usda	sr_legacy_food 2018-04	169352	Eggplant, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	64.6723	M	0.2710	0.83	32.65	1.3138	0.9784	1.3384	0.7313	0.9707	0.6467	1.0157	1.1280	0.8353
usda	sr_legacy_food 2018-04	169353	Gourd, white-flowered (calabash), cooked, boiled, drained, with salt	Vegetables and Vegetable Products	36.0133	H	0.1550	0.6	25.83	0.9188	0.3601	2.0801	0.6557	1.1424	0.5025	1.0063	1.1925	0.5477
usda	sr_legacy_food 2018-04	169354	Jute, potherb, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	51.8414	W	1.3100	3.68	35.60	1.3046	0.9268	1.3459	0.6711	1.1817	0.7581	0.9105	1.0637	0.5184
usda	sr_legacy_food 2018-04	169355	Kale, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	45.7644	M	1.2340	2.94	41.97	1.2366	1.9451	1.4370	0.7248	0.8404	0.4576	0.9740	0.9218	0.8026
usda	sr_legacy_food 2018-04	169356	Kale, frozen, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	45.7644	M	1.2340	2.94	41.97	1.2366	1.9451	1.4370	0.7248	0.8404	0.4576	0.9740	0.9218	0.8026
usda	sr_legacy_food 2018-04	169357	Kohlrabi, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	67.4826	M	0.4040	1.8	22.44	1.0324	0.6909	2.0699	0.7422	0.8891	0.6748	1.1810	0.9326	0.7705
usda	sr_legacy_food 2018-04	169359	Yardlong bean, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	69.6175	M	1.0070	2.53	39.80	1.4042	1.1364	1.3507	0.8377	0.9043	0.6962	0.8565	1.0307	0.8149
usda	sr_legacy_food 2018-04	169360	Corn, sweet, white, canned, whole kernel, no salt added, solids and liquids	Vegetables and Vegetable Products	52.3322	W	0.7570	1.95	38.82	1.2094	0.9770	1.0381	0.5505	1.4034	1.0290	0.9454	1.0518	0.5233
usda	sr_legacy_food 2018-04	169361	Corn, sweet, white, canned, whole kernel, drained solids	Vegetables and Vegetable Products	59.9629	W	0.9910	2.29	43.28	1.0881	0.8731	0.7320	1.1025	1.4549	1.0415	0.6388	0.7748	0.5996
usda	sr_legacy_food 2018-04	169362	Corn, sweet, white, canned, cream style, regular pack	Vegetables and Vegetable Products	50.0090	W	0.6790	1.74	39.02	1.2135	0.9865	1.0387	0.5538	1.4007	1.0325	0.9459	1.0470	0.5001
usda	sr_legacy_food 2018-04	169363	Corn, sweet, white, canned, cream style, no salt added	Vegetables and Vegetable Products	50.0090	W	0.6790	1.74	39.02	1.2135	0.9865	1.0387	0.5538	1.4007	1.0325	0.9459	1.0470	0.5001
usda	sr_legacy_food 2018-04	169364	Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, with salt	Vegetables and Vegetable Products	69.5865	K	1.2050	2.75	43.82	1.1903	0.8338	1.2291	0.6959	1.1335	1.1797	0.9442	1.0620	0.7749
usda	sr_legacy_food 2018-04	169365	Corn, sweet, white, frozen, kernels on cob, unprepared	Vegetables and Vegetable Products	50.9253	W	1.2780	3.28	38.96	1.2099	0.9828	1.0406	0.5527	1.4013	1.0362	0.9477	1.0458	0.5093
usda	sr_legacy_food 2018-04	169366	Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, without salt	Vegetables and Vegetable Products	51.2369	W	1.2150	3.11	39.07	1.2140	0.9878	1.0366	0.5521	1.3990	1.0418	0.9439	1.0474	0.5124
usda	sr_legacy_food 2018-04	169367	Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, with salt	Vegetables and Vegetable Products	51.2369	W	1.2150	3.11	39.07	1.2140	0.9878	1.0366	0.5521	1.3990	1.0418	0.9439	1.0474	0.5124
usda	sr_legacy_food 2018-04	169368	Sesbania flower, cooked, steamed, with salt	Vegetables and Vegetable Products	60.7193	M	0.4490	1.14	39.39	1.4047	0.7149	1.3688	0.6451	1.0704	0.6072	1.0422	1.0925	1.0714
usda	sr_legacy_food 2018-04	169369	Soybeans, mature seeds, sprouted, cooked, steamed, with salt	Vegetables and Vegetable Products	57.2752	M	3.0260	8.47	35.73	1.3951	1.0376	1.2486	0.8162	1.0148	0.5728	0.9854	0.9421	0.9632
usda	sr_legacy_food 2018-04	169370	Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt	Vegetables and Vegetable Products	52.1803	M	5.4860	13.1	41.88	0.9717	0.8954	1.2011	0.8485	1.0144	0.5218	1.2694	0.9512	1.5474
usda	sr_legacy_food 2018-04	169372	Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and margarine added	Vegetables and Vegetable Products	69.7326	W	0.7710	1.9	40.58	1.1875	0.8326	1.2676	0.8766	0.9842	0.8082	1.0115	1.0973	0.6973
usda	sr_legacy_food 2018-04	169373	Peppers, sweet, red, freeze-dried	Vegetables and Vegetable Products	79.5049	K	5.0880	17.9	28.42	1.1056	0.9984	1.1465	0.7950	0.9317	0.8229	1.1884	1.0563	1.2736
usda	sr_legacy_food 2018-04	169374	Beans, snap, yellow, canned, regular pack, drained solids	Vegetables and Vegetable Products	74.6931	M	0.3650	1.15	31.74	1.1706	0.8411	1.1594	0.7658	0.9841	0.7469	1.2569	1.1102	0.9303
usda	sr_legacy_food 2018-04	169375	Beans, snap, yellow, canned, no salt added, drained solids	Vegetables and Vegetable Products	74.6931	M	0.3650	1.15	31.74	1.1706	0.8411	1.1594	0.7658	0.9841	0.7469	1.2569	1.1102	0.9303
usda	sr_legacy_food 2018-04	169377	Mushrooms, portabella, exposed to ultraviolet light, grilled	Vegetables and Vegetable Products	76.3612	V	0.9310	3.28	28.38	1.0927	1.1392	1.1580	0.8679	0.9292	0.7948	1.3107	0.7636	1.4285
usda	sr_legacy_food 2018-04	169378	Pickles, cucumber, sweet (includes bread and butter pickles)	Vegetables and Vegetable Products	58.1465	H	0.1680	0.58	28.97	1.2716	0.5815	1.2594	0.9377	0.7829	1.1591	1.1469	0.8887	1.6843
usda	sr_legacy_food 2018-04	169379	Pickles, cucumber, sour	Vegetables and Vegetable Products	74.8983	M	0.0780	0.33	23.64	1.1738	0.8946	1.2917	0.9121	0.9080	0.7490	1.0587	1.0026	1.0883
usda	sr_legacy_food 2018-04	169380	Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)	Vegetables and Vegetable Products	67.9310	M	0.0860	0.37	23.24	1.1829	0.8113	1.4059	0.8864	0.9412	0.6793	1.0669	0.9920	0.9871
usda	sr_legacy_food 2018-04	169381	Catsup, low sodium	Vegetables and Vegetable Products	72.1243	M	0.1350	1.04	12.98	1.5824	1.3438	1.0449	0.8658	0.7870	0.7212	1.2913	0.7373	1.0480
usda	sr_legacy_food 2018-04	169382	Mushrooms, enoki, raw	Vegetables and Vegetable Products	59.6129	M	0.9800	2.66	36.84	1.5570	0.9968	0.9253	0.6741	0.6711	0.5961	1.0299	1.6685	1.1550
usda	sr_legacy_food 2018-04	169383	Peppers, sweet, yellow, raw	Vegetables and Vegetable Products	79.0122	K	0.2830	1	28.30	1.1143	0.9862	1.1393	0.7901	0.9296	0.8257	1.1996	1.0551	1.2999
usda	sr_legacy_food 2018-04	169384	Tomatoes, sun-dried, packed in oil, drained	Vegetables and Vegetable Products	82.4674	M	1.0390	5.06	20.53	1.2826	1.0342	1.1734	0.9098	0.9008	0.8247	1.1303	0.8895	1.0077
usda	sr_legacy_food 2018-04	169386	Pickle relish, hamburger	Vegetables and Vegetable Products	82.6151	M	0.1650	0.63	26.19	1.1714	1.0149	1.2823	0.8624	0.9198	0.8262	1.0565	0.9479	1.2005
usda	sr_legacy_food 2018-04	169388	Nopales, cooked, without salt	Vegetables and Vegetable Products	76.1802	M	0.4090	1.35	30.30	1.2934	0.8871	1.2810	0.7828	1.0143	0.7618	0.9422	1.0777	0.9686
usda	sr_legacy_food 2018-04	169389	Cauliflower, green, raw	Vegetables and Vegetable Products	85.2382	K	0.9420	2.95	31.93	1.1339	0.8740	1.1979	0.8524	0.9237	0.8682	1.0422	1.1169	1.1715
usda	sr_legacy_food 2018-04	169390	Cauliflower, green, cooked, no salt added	Vegetables and Vegetable Products	85.2215	K	0.9720	3.04	31.97	1.1303	0.8758	1.2024	0.8522	0.9264	0.8615	1.0383	1.1190	1.1645
usda	sr_legacy_food 2018-04	169391	Cauliflower, green, cooked, with salt	Vegetables and Vegetable Products	85.2215	K	0.9720	3.04	31.97	1.1303	0.8758	1.2024	0.8522	0.9264	0.8615	1.0383	1.1190	1.1645
usda	sr_legacy_food 2018-04	169396	Peppers, ancho, dried	Vegetables and Vegetable Products	79.3809	K	3.2970	11.86	27.80	1.1138	0.9820	1.1399	0.7938	0.9283	0.8387	1.1827	1.0544	1.3303
usda	sr_legacy_food 2018-04	169402	Mushrooms, white, microwaved	Vegetables and Vegetable Products	64.4408	K	0.9700	3.91	24.81	1.0173	0.9351	0.8933	0.6444	0.7145	0.7227	1.1540	1.9422	1.1377
usda	sr_legacy_food 2018-04	169403	Mushrooms, maitake, raw	Vegetables and Vegetable Products	50.8006	M	0.5750	1.94	29.64	1.0615	1.0921	0.9637	0.7954	0.7039	0.5080	1.5159	1.2364	1.7224
usda	sr_legacy_food 2018-04	169406	Seeds, sesame butter, tahini, from unroasted kernels (non-chemically removed seed coat)	Nut and Seed Products	42.2089	K	6.9350	17.95	38.64	1.3950	1.0625	1.1216	0.4221	1.0030	1.6652	0.9857	1.0272	1.6036
usda	sr_legacy_food 2018-04	169407	Seeds, watermelon seed kernels, dried	Nut and Seed Products	40.6976	K	11.0760	28.33	39.10	1.8654	0.9765	1.2208	0.4070	0.9816	1.4663	0.9212	0.9987	0.9964
usda	sr_legacy_food 2018-04	169408	Nuts, chestnuts, japanese, dried	Nut and Seed Products	82.8714	L	1.9840	5.25	37.79	1.0511	0.9214	1.3102	0.8760	0.8287	1.2367	0.9712	1.1180	1.0697
usda	sr_legacy_food 2018-04	169409	Nuts, coconut milk, frozen (liquid expressed from grated meat and water)	Nut and Seed Products	62.4250	K	0.5780	1.61	35.90	1.4432	0.8933	1.0982	0.6242	1.0416	1.0107	0.9366	1.2054	0.9302
usda	sr_legacy_food 2018-04	169410	Seeds, sesame butter, tahini, from raw and stone ground kernels	Nut and Seed Products	42.1709	K	6.8810	17.81	38.64	1.3956	1.0627	1.1216	0.4217	1.0028	1.6641	0.9854	1.0280	1.6038
usda	sr_legacy_food 2018-04	169411	Nuts, formulated, wheat-based, all flavors except macadamia, without salt	Nut and Seed Products	88.5289	K	5.0860	13.11	38.79	1.1721	1.0427	1.0935	0.8853	0.9668	1.0491	0.9958	0.9952	0.9569
usda	sr_legacy_food 2018-04	169412	Seeds, sesame seed kernels, dried (decorticated)	Nut and Seed Products	45.1881	K	7.3100	20.45	35.75	1.3081	1.0500	1.0337	0.4519	1.0381	2.3443	0.9163	0.9531	1.2774
usda	sr_legacy_food 2018-04	169413	Nuts, chestnuts, japanese, raw	Nut and Seed Products	82.6320	L	0.8510	2.25	37.82	1.0519	0.9183	1.3142	0.8778	0.8263	1.2357	0.9703	1.1194	1.0640
usda	sr_legacy_food 2018-04	169414	Seeds, flaxseed	Nut and Seed Products	63.2397	K	6.9270	18.29	37.87	1.4054	0.9509	1.3032	0.6324	0.9020	1.0402	1.0146	1.1002	1.2132
