# GENERATED by match.py. DO NOT EDIT BY HAND.
# generated = 2026-09-19T23:42:11Z
# Match Rate version = 1.0
# formula = M1 (D87), docs/formula.md 'Match Rate'; summary reference (match_rate_per_food.tsv) = skeletal_muscle_with_non_protein_metabolite_pools_and_blood; comparison baseline (the difference_pp_ columns) = skeletal_muscle_protein_with_non_protein_metabolite_pools
# input.config = config/match_rate.ini sha256 dc32c3899d5f0e94b959078229918a31ba0b916cf102f4e4afa73484433c83e8
# input.symbols = data/iupac/amino_acid_symbols.ini sha256 380d3d047c0f67df507df76a4cdd51f1b7fcde30ce050c7975b947884f8a8f0e
# input.usda_foods = outputs/usda/amino_acids_per_food.tsv sha256 117997e6b1b2a0c203f836446d48add4054dce7e7bc4182ff2d114475a7c586f
# input.other_sources = config/food_amino_acids_other_sources.csv sha256 c75262d6098376c55d0f4bf38e176c5793357d28d24958ab394813c26ddb6696
# input.reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv sha256 72b632ff1fece7b2572df3e7d72461adb2a4c04d42b17026b0ea61535330f754
# input.reference.skeletal_muscle_protein = outputs/standard/_calculated_amino_acid_standard.tsv sha256 5402bda41426d17f189ea99d5091f763b37ad99fd6528a65f7f08a1d7065f27f
# input.reference.gorissen_2018_human_muscle = config/gorissen_2018_comparison.ini sha256 8fe77d578b408361750c0a2e67c2a657c5af42e934c3f731b09659908074a701
# input.reference.blood = outputs/blood/standard/_calculated_amino_acid_standard.tsv sha256 de970880e11d08ce8878eccce2cfb07e165a0eb7f9b01720f196542b7469daab
# input.reference.skeletal_muscle_with_non_protein_metabolite_pools_and_blood = outputs/composite/_calculated_amino_acid_standard_composite.tsv sha256 85a2b165e9a85a46b868b603eeae6f30c8a5b2ccd61683fdfa9553abf1579997
# input.scored_set.fao_2013_indispensable = config/fao_2013_indispensable_amino_acids.ini sha256 ab2eccf9d1dbc559e0fa37a8d214b388ed65e04a062c85d2a7167d1b8e113644
# reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = skeletal muscle protein + non-protein metabolite pools (carnosine), fiber-type mix | outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv column standard_with_non_protein_metabolite_pools | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.5676, I 5.4316, L 8.4, K 9.4417, M 2.6557, F 4.0278, T 5.0653, W 1.541, V 5.9265
# reference.skeletal_muscle_protein = skeletal muscle protein (protein only), fiber-type mix | outputs/standard/_calculated_amino_acid_standard.tsv column standard | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.2267, I 5.4506, L 8.4293, K 9.4748, M 2.6649, F 4.0419, T 5.0831, W 1.5464, V 5.9473
# reference.gorissen_2018_human_muscle = Gorissen et al. 2018, Table 1, human muscle, g per 100 g raw material (the original Match Rate reference) | config/gorissen_2018_comparison.ini [values.human_muscle] | scored set gorissen_2018_essential (TMFHKVIL) | values: T 2.9, M 1.7, F 3.8, H 2.8, K 6.6, V 4.3, I 3.4, L 6.3
# reference.blood = blood: plasma + erythrocytes at the base split (haemoglobin share as measured), reference male | outputs/blood/standard/_calculated_amino_acid_standard.tsv column standard | scored set fao_2013_indispensable (HILKMFTWV) | values: H 5.41114, I 2.34354, L 11.308, K 8.29135, M 1.63704, F 6.03455, T 5.04357, W 1.91394, V 8.187
# reference.skeletal_muscle_with_non_protein_metabolite_pools_and_blood = skeletal muscle protein + non-protein metabolite pools (carnosine) and blood, mixed by protein mass (Layer C), reference male | outputs/composite/_calculated_amino_acid_standard_composite.tsv column composite | scored set fao_2013_indispensable (HILKMFTWV) | values: H 3.32649, I 4.60745, L 9.17611, K 9.13469, M 2.38384, F 4.56337, T 5.0595, W 1.64053, V 6.52979
# THE SUMMARY TABLE: one row per food, scored against skeletal_muscle_with_non_protein_metabolite_pools_and_blood only — the most complete reference built so far, and the one this table follows as categories are added (D127, D128). The reference is named here rather than in a column because it is the same on every row. Every reference side by side, with the differences: match_rate_by_reference.tsv. The spreadsheet's walk per food and reference: match_rate_steps.tsv. A food this reference cannot score is absent here and its reason is in foods_not_scored.tsv. eaa_g_per_100g = the sum of the reference's scored amino acids as published; eaa_percent_of_protein = 100 x eaa_g_per_100g / protein_g_per_100g; ratio_<letter> = food share / reference share (Step 7)
source	source_detail	food_id	description	food_category	match_rate_percent	limiting_amino_acid	eaa_g_per_100g	protein_g_per_100g	eaa_percent_of_protein	ratio_F	ratio_H	ratio_I	ratio_K	ratio_L	ratio_M	ratio_T	ratio_V	ratio_W
usda	sr_legacy_food 2018-04	170812	Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0" fat, select, cooked, braised	Beef Products	77.1310	W	13.4640	32.01	42.06	0.9429	1.0945	1.0484	1.0870	0.9953	1.3494	0.9874	0.7820	0.7713
usda	sr_legacy_food 2018-04	170813	Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0" fat, all grades, raw	Beef Products	77.8116	W	7.8550	19.17	40.98	0.9454	1.1033	1.0454	1.0843	0.9931	1.3511	0.9858	0.7838	0.7781
usda	sr_legacy_food 2018-04	170814	Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0" fat, choice, raw	Beef Products	77.8612	W	7.8500	19.15	40.99	0.9447	1.1040	1.0460	1.0844	0.9931	1.3495	0.9853	0.7843	0.7786
usda	sr_legacy_food 2018-04	170815	Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0" fat, select, raw	Beef Products	77.7028	W	7.8660	19.2	40.97	0.9454	1.1035	1.0452	1.0847	0.9930	1.3492	0.9856	0.7845	0.7770
usda	sr_legacy_food 2018-04	170816	Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0" fat, all grades, cooked, grilled	Beef Products	77.8326	W	10.7250	26.18	40.97	0.9447	1.1034	1.0456	1.0846	0.9934	1.3491	0.9855	0.7842	0.7783
usda	sr_legacy_food 2018-04	170817	Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0" fat, select, raw	Beef Products	77.7127	W	7.8650	19.2	40.96	0.9455	1.1036	1.0453	1.0842	0.9931	1.3494	0.9858	0.7846	0.7771
usda	sr_legacy_food 2018-04	170818	Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0" fat, choice, raw	Beef Products	77.6505	W	8.6730	21.17	40.97	0.9454	1.1038	1.0455	1.0846	0.9934	1.3494	0.9849	0.7844	0.7765
usda	sr_legacy_food 2018-04	170819	Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0" fat, select, raw	Beef Products	77.8868	W	8.9010	21.72	40.98	0.9452	1.1037	1.0459	1.0842	0.9929	1.3499	0.9854	0.7843	0.7789
usda	sr_legacy_food 2018-04	170820	Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0" fat, all grades, cooked, roasted	Beef Products	77.6906	W	10.0890	24.63	40.96	0.9448	1.1038	1.0456	1.0845	0.9933	1.3492	0.9858	0.7843	0.7769
usda	sr_legacy_food 2018-04	170821	Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0" fat, all grades, cooked, braised	Beef Products	77.7526	W	13.1380	32.07	40.97	0.9446	1.1036	1.0460	1.0846	0.9931	1.3503	0.9854	0.7841	0.7775
usda	sr_legacy_food 2018-04	170822	Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0" fat, choice, cooked, braised	Beef Products	77.8397	W	13.1960	32.21	40.97	0.9451	1.1030	1.0460	1.0845	0.9933	1.3503	0.9852	0.7839	0.7784
usda	sr_legacy_food 2018-04	170823	Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0" fat, select, cooked, braised	Beef Products	77.8313	W	13.0520	31.86	40.97	0.9446	1.1034	1.0460	1.0844	0.9930	1.3503	0.9856	0.7843	0.7783
usda	sr_legacy_food 2018-04	170824	Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0" fat, all grades, raw	Beef Products	77.7761	W	8.6590	21.13	40.98	0.9445	1.1040	1.0461	1.0846	0.9932	1.3494	0.9854	0.7841	0.7778
usda	sr_legacy_food 2018-04	170825	Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0" fat, select, cooked, braised	Beef Products	77.8589	W	10.5760	25.81	40.98	0.9446	1.1031	1.0460	1.0845	0.9930	1.3497	0.9855	0.7845	0.7786
usda	sr_legacy_food 2018-04	170826	Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0" fat, all grades, raw	Beef Products	77.8556	W	7.1600	17.48	40.96	0.9448	1.1032	1.0455	1.0845	0.9934	1.3490	0.9854	0.7844	0.7786
usda	sr_legacy_food 2018-04	170827	Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0" fat, choice, raw	Beef Products	77.8221	W	7.0540	17.22	40.96	0.9446	1.1039	1.0455	1.0842	0.9933	1.3500	0.9859	0.7841	0.7782
usda	sr_legacy_food 2018-04	170828	Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0" fat, select, raw	Beef Products	77.6683	W	7.3230	17.87	40.98	0.9446	1.1034	1.0456	1.0847	0.9934	1.3509	0.9848	0.7844	0.7767
usda	sr_legacy_food 2018-04	170829	Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0" fat, choice, cooked, braised	Beef Products	77.8040	W	11.1290	27.16	40.98	0.9451	1.1035	1.0457	1.0845	0.9932	1.3491	0.9852	0.7844	0.7780
usda	sr_legacy_food 2018-04	170830	Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0" fat, select, cooked, braised	Beef Products	77.8677	W	11.6650	28.47	40.97	0.9445	1.1030	1.0460	1.0843	0.9931	1.3505	0.9856	0.7844	0.7787
usda	sr_legacy_food 2018-04	170831	Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0" fat, all grades, raw	Beef Products	77.9345	W	7.7700	18.97	40.96	0.9453	1.1028	1.0451	1.0844	0.9936	1.3509	0.9848	0.7841	0.7793
usda	sr_legacy_food 2018-04	170832	Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0" fat, choice, raw	Beef Products	77.9414	W	7.7330	18.87	40.98	0.9445	1.1044	1.0462	1.0843	0.9931	1.3498	0.9848	0.7842	0.7794
usda	sr_legacy_food 2018-04	170833	Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0" fat, select, raw	Beef Products	77.7582	W	7.8240	19.1	40.96	0.9452	1.1041	1.0457	1.0847	0.9932	1.3490	0.9851	0.7842	0.7776
usda	sr_legacy_food 2018-04	170834	Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0" fat, choice, raw	Beef Products	77.6357	W	7.7270	18.86	40.97	0.9453	1.1035	1.0457	1.0845	0.9932	1.3508	0.9856	0.7839	0.7764
usda	sr_legacy_food 2018-04	170835	Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0" fat, select, raw	Beef Products	77.6257	W	7.7280	18.86	40.98	0.9451	1.1033	1.0456	1.0844	0.9931	1.3507	0.9854	0.7847	0.7763
usda	sr_legacy_food 2018-04	170836	Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8" fat, all grades, cooked, roasted	Beef Products	72.0660	W	13.0360	27.12	48.07	0.9216	1.1776	1.0681	1.1110	0.9896	1.1756	0.9804	0.7968	0.7207
usda	sr_legacy_food 2018-04	170837	Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8" fat, select, cooked, roasted	Beef Products	70.3124	W	14.1660	27.03	52.41	0.9149	1.2018	1.0605	1.1186	0.9924	1.1740	0.9748	0.7894	0.7031
usda	sr_legacy_food 2018-04	170838	Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8" fat, select, raw	Beef Products	70.3118	W	11.3490	21.65	52.42	0.9152	1.2014	1.0609	1.1186	0.9923	1.1737	0.9750	0.7893	0.7031
usda	sr_legacy_food 2018-04	170839	Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8" fat, all grades, raw	Beef Products	72.2471	W	10.5750	21.99	48.09	0.9216	1.1771	1.0680	1.1111	0.9893	1.1767	0.9804	0.7966	0.7225
usda	sr_legacy_food 2018-04	170840	Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8" fat, choice, raw	Beef Products	73.0828	W	9.9120	21.62	45.85	0.9237	1.1643	1.0744	1.1054	0.9881	1.1788	0.9831	0.8019	0.7308
usda	sr_legacy_food 2018-04	170841	Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8" fat, select, raw	Beef Products	70.4007	W	11.8170	22.55	52.40	0.9151	1.2022	1.0607	1.1186	0.9924	1.1733	0.9744	0.7893	0.7040
usda	sr_legacy_food 2018-04	170842	Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8" fat, choice, cooked, roasted	Beef Products	73.0896	W	12.7760	27.87	45.84	0.9236	1.1644	1.0741	1.1054	0.9884	1.1782	0.9832	0.8018	0.7309
usda	sr_legacy_food 2018-04	170843	Cheese, fontina	Dairy and Egg Products	67.2318	T	12.7600	25.6	49.84	1.1935	1.0488	1.0928	0.9272	1.0562	1.0775	0.6723	1.0731	0.8006
usda	sr_legacy_food 2018-04	170844	Cheese, monterey	Dairy and Egg Products	69.4315	T	11.5100	24.48	47.02	1.1392	1.0415	1.3297	0.8994	1.0303	1.0845	0.6943	1.0099	0.7744
usda	sr_legacy_food 2018-04	170845	Cheese, mozzarella, whole milk	Dairy and Egg Products	55.8103	K	8.7870	22.17	39.63	1.1704	0.8179	1.3014	0.5581	1.0513	1.1413	1.0264	1.0696	1.6585
usda	sr_legacy_food 2018-04	170846	Cheese, mozzarella, whole milk, low moisture	Dairy and Egg Products	72.9229	T	10.3550	21.6	47.94	1.1072	1.0957	1.0080	1.0767	1.0289	1.1340	0.7292	0.9275	0.8253
usda	sr_legacy_food 2018-04	170847	Cheese, mozzarella, part skim milk	Dairy and Egg Products	72.9027	T	11.6290	24.26	47.93	1.1075	1.0956	1.0085	1.0768	1.0288	1.1337	0.7290	0.9274	0.8249
usda	sr_legacy_food 2018-04	170848	Cheese, parmesan, hard	Dairy and Egg Products	70.3809	T	17.1690	35.75	48.03	1.1388	1.1249	1.1115	0.9786	1.0172	1.0866	0.7038	1.0161	0.7944
usda	sr_legacy_food 2018-04	170849	Cheese, port de salut	Dairy and Egg Products	69.3840	T	11.5840	23.78	48.71	1.1618	0.8264	1.2577	0.8717	1.0839	1.2339	0.6938	1.0476	0.8379
usda	sr_legacy_food 2018-04	170850	Cheese, provolone	Dairy and Egg Products	74.5307	T	12.0890	25.58	47.26	1.0830	1.2871	0.9093	1.1123	0.9612	1.1050	0.7453	0.9644	0.8075
usda	sr_legacy_food 2018-04	170852	Cheese, tilsit	Dairy and Egg Products	69.3732	T	11.8900	24.41	48.71	1.1619	0.8263	1.2575	0.8715	1.0841	1.2349	0.6937	1.0475	0.8377
usda	sr_legacy_food 2018-04	170853	Cheese, pasteurized process, American, fortified with vitamin D	Dairy and Egg Products	78.8950	W	8.3210	18.13	45.90	1.1480	0.9157	1.1358	0.9259	1.0433	1.1116	0.8512	1.0141	0.7889
usda	sr_legacy_food 2018-04	170854	Cheese, pasteurized process, pimento	Dairy and Egg Products	64.9746	T	10.1390	22.13	45.82	1.1277	1.2415	1.0166	1.1007	0.9760	1.0986	0.6497	0.9291	0.9015
usda	sr_legacy_food 2018-04	170855	Cheese, pasteurized process, swiss	Dairy and Egg Products	64.9469	T	11.3300	24.73	45.81	1.1277	1.2416	1.0164	1.1007	0.9761	1.1000	0.6495	0.9293	0.8991
usda	sr_legacy_food 2018-04	170856	Cheese food, cold pack, American	Dairy and Egg Products	64.9768	T	9.0090	19.66	45.82	1.1280	1.2408	1.0166	1.1005	0.9760	1.1002	0.6498	0.9288	0.9015
usda	sr_legacy_food 2018-04	170857	Cream, fluid, light (coffee cream or table cream)	Dairy and Egg Products	55.9358	K	1.1720	2.96	39.59	1.1718	0.8216	1.2981	0.5594	1.0489	1.1465	1.0256	1.0676	1.6659
usda	sr_legacy_food 2018-04	170858	Cream, fluid, light whipping	Dairy and Egg Products	81.6821	H	1.0080	2.17	46.45	1.0597	0.8168	1.3094	0.8672	1.0690	1.0432	0.8920	1.0227	0.8702
usda	sr_legacy_food 2018-04	170859	Cream, fluid, heavy whipping	Dairy and Egg Products	55.8651	K	1.1280	2.84	39.72	1.1724	0.8165	1.3041	0.5587	1.0495	1.1394	1.0249	1.0714	1.6557
usda	sr_legacy_food 2018-04	170860	Cream, whipped, cream topping, pressurized	Dairy and Egg Products	81.7576	H	1.4850	3.2	46.41	1.0549	0.8176	1.3162	0.8692	1.0663	1.0491	0.8897	1.0245	0.8575
usda	sr_legacy_food 2018-04	170861	Milk, filled, fluid, with blend of hydrogenated vegetable oils	Dairy and Egg Products	81.2397	H	1.5460	3.33	46.43	1.0594	0.8124	1.3099	0.8678	1.0668	1.0581	0.8902	1.0255	0.8603
usda	sr_legacy_food 2018-04	170862	Milk, filled, fluid, with lauric acid oil	Dairy and Egg Products	81.2397	H	1.5460	3.33	46.43	1.0594	0.8124	1.3099	0.8678	1.0668	1.0581	0.8902	1.0255	0.8603
usda	sr_legacy_food 2018-04	170864	Yogurt, Greek, 2% fat, apricot, CHOBANI	Dairy and Egg Products	85.0624	H	3.3960	7.22	47.04	1.0754	0.8506	1.1571	0.9278	1.0711	1.1411	0.8673	0.9923	0.8916
usda	sr_legacy_food 2018-04	170865	Dessert topping, powdered	Dairy and Egg Products	80.4090	T	2.3620	4.9	48.20	1.1327	0.8567	1.2839	0.8477	1.0366	1.2284	0.8041	1.0565	0.8146
usda	sr_legacy_food 2018-04	170866	Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk	Dairy and Egg Products	67.3627	K	1.5390	3.61	42.63	1.1567	0.8342	1.2962	0.6736	1.0453	1.1768	0.9360	1.0625	1.3238
usda	sr_legacy_food 2018-04	170867	Dessert topping, pressurized	Dairy and Egg Products	79.5310	T	0.4730	0.98	48.27	1.1399	0.8556	1.2781	0.8488	1.0375	1.2351	0.7953	1.0521	0.8375
usda	sr_legacy_food 2018-04	170868	Dessert topping, semi solid, frozen	Dairy and Egg Products	79.9078	W	0.6020	1.25	48.16	1.1322	0.8577	1.2887	0.8526	1.0336	1.2292	0.8078	1.0510	0.7991
usda	sr_legacy_food 2018-04	170869	Sour cream, imitation, cultured	Dairy and Egg Products	80.1637	T	1.1560	2.4	48.17	1.1352	0.8571	1.2812	0.8485	1.0372	1.2297	0.8016	1.0578	0.8078
usda	sr_legacy_food 2018-04	170870	Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin A and vitamin D	Dairy and Egg Products	81.1749	H	1.6160	3.48	46.44	1.0576	0.8117	1.3155	0.8680	1.0675	1.0484	0.8914	1.0250	0.8580
usda	sr_legacy_food 2018-04	170871	Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D	Dairy and Egg Products	81.4178	H	1.8340	3.95	46.43	1.0594	0.8142	1.3130	0.8673	1.0675	1.0512	0.8905	1.0234	0.8640
usda	sr_legacy_food 2018-04	170872	Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D	Dairy and Egg Products	78.8058	W	1.5440	3.37	45.82	1.1464	0.9129	1.1354	0.9282	1.0452	1.1099	0.8498	1.0130	0.7881
usda	sr_legacy_food 2018-04	170873	Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D	Dairy and Egg Products	81.1749	H	1.6160	3.48	46.44	1.0576	0.8117	1.3155	0.8680	1.0675	1.0484	0.8914	1.0250	0.8580
usda	sr_legacy_food 2018-04	170874	Milk, buttermilk, fluid, cultured, lowfat	Dairy and Egg Products	78.2399	W	1.5190	3.31	45.89	1.1452	0.9187	1.1342	0.9267	1.0424	1.1153	0.8517	1.0156	0.7824
usda	sr_legacy_food 2018-04	170875	Milk, low sodium, fluid	Dairy and Egg Products	81.3487	H	1.4410	3.1	46.48	1.0589	0.8135	1.3145	0.8676	1.0673	1.0541	0.8914	1.0212	0.8640
usda	sr_legacy_food 2018-04	170876	Milk, dry, whole, with added vitamin D	Dairy and Egg Products	81.5184	H	12.2230	26.32	46.44	1.0578	0.8152	1.3123	0.8677	1.0670	1.0515	0.8918	1.0248	0.8589
usda	sr_legacy_food 2018-04	170877	Milk, dry, nonfat, regular, without added vitamin A and vitamin D	Dairy and Egg Products	81.5173	H	16.7940	36.16	46.44	1.0576	0.8152	1.3127	0.8679	1.0670	1.0517	0.8916	1.0244	0.8593
usda	sr_legacy_food 2018-04	170878	Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D	Dairy and Egg Products	81.5743	H	3.5070	7.55	46.45	1.0558	0.8157	1.3129	0.8680	1.0675	1.0495	0.8921	1.0237	0.8633
usda	sr_legacy_food 2018-04	170879	Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D	Dairy and Egg Products	79.6818	W	1.4560	3.17	45.93	1.1458	0.9201	1.1349	0.9249	1.0424	1.1101	0.8507	1.0156	0.7968
usda	sr_legacy_food 2018-04	170880	Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D	Dairy and Egg Products	78.3159	W	1.3730	2.99	45.92	1.1484	0.9148	1.1374	0.9253	1.0427	1.1063	0.8554	1.0149	0.7832
usda	sr_legacy_food 2018-04	170881	Milk, chocolate, lowfat, with added vitamin A and vitamin D	Dairy and Egg Products	85.6559	H	1.4500	3.46	41.91	1.0944	0.8566	1.0840	0.9007	1.0711	1.0475	0.9871	0.9855	0.9758
usda	sr_legacy_food 2018-04	170882	Milk, sheep, fluid	Dairy and Egg Products	81.9449	H	2.8440	5.98	47.56	1.0158	0.8194	1.1974	0.9167	1.0442	1.0613	0.8646	1.1199	0.8358
usda	sr_legacy_food 2018-04	170883	Milk shakes, thick chocolate	Dairy and Egg Products	81.7417	H	1.4170	3.05	46.46	1.0553	0.8174	1.3154	0.8679	1.0675	1.0445	0.8936	1.0235	0.8587
usda	sr_legacy_food 2018-04	170884	Milk shakes, thick vanilla	Dairy and Egg Products	81.7686	H	1.7920	3.86	46.42	1.0559	0.8177	1.3156	0.8678	1.0671	1.0541	0.8909	1.0235	0.8527
usda	sr_legacy_food 2018-04	170885	Whey, acid, fluid	Dairy and Egg Products	65.2111	H	0.3210	0.76	42.24	0.7923	0.6521	1.1927	1.0290	1.1347	0.8493	1.0862	0.8416	1.4104
usda	sr_legacy_food 2018-04	170886	Yogurt, plain, low fat	Dairy and Egg Products	33.4609	W	2.5370	5.25	48.32	1.1468	0.7151	1.1358	0.9435	1.0549	1.1898	0.7812	1.2162	0.3346
usda	sr_legacy_food 2018-04	170887	Yogurt, plain, skim milk	Dairy and Egg Products	32.7012	W	2.7690	5.73	48.32	1.1499	0.7156	1.1389	0.9433	1.0542	1.1885	0.7787	1.2170	0.3270
usda	sr_legacy_food 2018-04	170888	Yogurt, vanilla, low fat.	Dairy and Egg Products	33.2624	W	2.3820	4.93	48.32	1.1488	0.7147	1.1378	0.9430	1.0555	1.1854	0.7781	1.2177	0.3326
usda	sr_legacy_food 2018-04	170889	Yogurt, fruit, low fat,9 g protein/8 oz	Dairy and Egg Products	32.3896	W	1.9220	3.98	48.29	1.1485	0.7188	1.1375	0.9439	1.0555	1.1854	0.7781	1.2169	0.3239
usda	sr_legacy_food 2018-04	170891	Yogurt, Greek, 2% fat,mixed berry blend, CHOBANI	Dairy and Egg Products	84.7291	H	3.8870	8.26	47.06	1.0756	0.8473	1.1561	0.9270	1.0711	1.1423	0.8687	0.9931	0.8954
usda	sr_legacy_food 2018-04	170893	Egg, whole, raw, frozen, salted, pasteurized	Dairy and Egg Products	78.9097	H	4.8280	10.97	44.01	1.2158	0.7891	1.1686	0.8347	0.9850	1.2221	0.9179	0.9910	1.3246
usda	sr_legacy_food 2018-04	170895	Egg, white, dried, stabilized, glucose reduced	Dairy and Egg Products	74.0740	H	38.6210	84.08	45.93	1.3510	0.7407	1.1507	0.7765	0.9638	1.5081	0.8621	1.0538	1.0455
usda	sr_legacy_food 2018-04	170899	Cheese, cheddar, sharp, sliced	Dairy and Egg Products	79.9653	W	11.3590	24.25	46.84	1.1275	0.8723	1.1433	0.9113	1.0840	1.0063	0.8812	1.0208	0.7997
usda	sr_legacy_food 2018-04	170900	Cheese, mozzarella, low moisture, part-skim, shredded	Dairy and Egg Products	79.7668	W	11.0680	23.63	46.84	1.1277	0.8725	1.1434	0.9114	1.0842	1.0064	0.8812	1.0207	0.7977
usda	sr_legacy_food 2018-04	170901	Yogurt, Greek, strawberry, nonfat	Dairy and Egg Products	33.5111	W	2.1110	8.05	26.22	1.1469	0.7140	1.1359	0.9437	1.0545	1.1900	0.7780	1.2191	0.3351
usda	sr_legacy_food 2018-04	170902	Yogurt, Greek, vanilla, nonfat	Dairy and Egg Products	33.2624	W	2.3820	8.64	27.57	1.1488	0.7147	1.1378	0.9430	1.0555	1.1854	0.7781	1.2177	0.3326
usda	sr_legacy_food 2018-04	170903	Yogurt, Greek, plain, lowfat	Dairy and Egg Products	33.4609	W	2.5370	9.95	25.50	1.1468	0.7151	1.1358	0.9435	1.0549	1.1898	0.7812	1.2162	0.3346
usda	sr_legacy_food 2018-04	170906	Yogurt, vanilla, non-fat	Dairy and Egg Products	33.2624	W	2.3820	2.94	81.02	1.1488	0.7147	1.1378	0.9430	1.0555	1.1854	0.7781	1.2177	0.3326
usda	sr_legacy_food 2018-04	170909	Yogurt, Greek, 2% fat, pineapple, CHOBANI	Dairy and Egg Products	84.9848	H	3.3170	7.05	47.05	1.0765	0.8498	1.1573	0.9269	1.0707	1.1389	0.8686	0.9923	0.8957
usda	sr_legacy_food 2018-04	170912	Yogurt, Greek, 2% fat, strawberry banana, CHOBANI	Dairy and Egg Products	84.9477	H	3.7620	8	47.02	1.0762	0.8495	1.1570	0.9267	1.0718	1.1388	0.8683	0.9921	0.8951
usda	sr_legacy_food 2018-04	170913	Yogurt, Greek, nonfat, Fruit on Bottom, Pomegranate, CHOBANI	Dairy and Egg Products	84.9029	H	3.5010	7.45	46.99	1.0780	0.8490	1.1569	0.9275	1.0708	1.1403	0.8675	0.9930	0.8891
usda	sr_legacy_food 2018-04	170914	Yogurt, Greek, Blueberry, CHOBANI	Dairy and Egg Products	84.9374	H	3.4010	7.23	47.04	1.0768	0.8494	1.1583	0.9264	1.0710	1.1394	0.8687	0.9929	0.8903
usda	sr_legacy_food 2018-04	170915	Yogurt, Greek, nonfat, Fruit on Bottom, Strawberry, CHOBANI	Dairy and Egg Products	84.7744	H	3.4240	7.28	47.03	1.0755	0.8477	1.1564	0.9276	1.0712	1.1432	0.8682	0.9925	0.8925
usda	sr_legacy_food 2018-04	170916	Yogurt, Greek, nonfat, Fruit on Bottom, Blackberry, CHOBANI	Dairy and Egg Products	85.0061	H	3.5460	7.54	47.03	1.0758	0.8501	1.1564	0.9272	1.0714	1.1423	0.8668	0.9924	0.8938
usda	sr_legacy_food 2018-04	170918	Spices, caraway seed	Spices and Herbs	76.0444	K	6.8900	19.77	34.85	1.2801	1.1140	1.2079	0.7604	0.8943	1.0203	1.0067	1.0700	1.0021
usda	sr_legacy_food 2018-04	170924	Spices, curry powder	Spices and Herbs	69.3239	W	4.4900	14.29	31.42	1.3141	0.9013	1.4137	0.7923	1.0028	0.8240	0.7152	1.1875	0.6932
usda	sr_legacy_food 2018-04	170926	Spices, ginger, ground	Spices and Herbs	48.1046	K	2.5460	8.98	28.35	1.2426	1.0908	1.3495	0.4810	1.0193	0.6807	1.0415	1.1476	1.6894
