# GENERATED by match.py. DO NOT EDIT BY HAND.
# generated = 2026-09-19T22:31:35Z
# Match Rate version = 1.0
# formula = M1 (D87), docs/formula.md 'Match Rate'; primary reference = skeletal_muscle_protein_with_non_protein_metabolite_pools
# input.config = config/match_rate.ini sha256 6256ed3e67b2dd48e5b228b8530a3ceb359221f1b8394ec0a3c36c2c6da5ed97
# input.symbols = data/iupac/amino_acid_symbols.ini sha256 380d3d047c0f67df507df76a4cdd51f1b7fcde30ce050c7975b947884f8a8f0e
# input.usda_foods = outputs/usda/amino_acids_per_food.tsv sha256 117997e6b1b2a0c203f836446d48add4054dce7e7bc4182ff2d114475a7c586f
# input.other_sources = config/food_amino_acids_other_sources.csv sha256 c75262d6098376c55d0f4bf38e176c5793357d28d24958ab394813c26ddb6696
# input.reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv sha256 72b632ff1fece7b2572df3e7d72461adb2a4c04d42b17026b0ea61535330f754
# input.reference.skeletal_muscle_protein = outputs/standard/_calculated_amino_acid_standard.tsv sha256 5402bda41426d17f189ea99d5091f763b37ad99fd6528a65f7f08a1d7065f27f
# input.reference.gorissen_2018_human_muscle = config/gorissen_2018_comparison.ini sha256 8fe77d578b408361750c0a2e67c2a657c5af42e934c3f731b09659908074a701
# input.reference.blood = outputs/blood/standard/_calculated_amino_acid_standard.tsv sha256 de970880e11d08ce8878eccce2cfb07e165a0eb7f9b01720f196542b7469daab
# input.reference.skeletal_muscle_with_non_protein_metabolite_pools_and_blood = outputs/composite/_calculated_amino_acid_standard_composite.tsv sha256 85a2b165e9a85a46b868b603eeae6f30c8a5b2ccd61683fdfa9553abf1579997
# input.scored_set.fao_2013_indispensable = config/fao_2013_indispensable_amino_acids.ini sha256 ab2eccf9d1dbc559e0fa37a8d214b388ed65e04a062c85d2a7167d1b8e113644
# reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = skeletal muscle protein + non-protein metabolite pools (carnosine), fiber-type mix | outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv column standard_with_non_protein_metabolite_pools | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.5676, I 5.4316, L 8.4, K 9.4417, M 2.6557, F 4.0278, T 5.0653, W 1.541, V 5.9265
# reference.skeletal_muscle_protein = skeletal muscle protein (protein only), fiber-type mix | outputs/standard/_calculated_amino_acid_standard.tsv column standard | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.2267, I 5.4506, L 8.4293, K 9.4748, M 2.6649, F 4.0419, T 5.0831, W 1.5464, V 5.9473
# reference.gorissen_2018_human_muscle = Gorissen et al. 2018, Table 1, human muscle, g per 100 g raw material (the original Match Rate reference) | config/gorissen_2018_comparison.ini [values.human_muscle] | scored set gorissen_2018_essential (TMFHKVIL) | values: T 2.9, M 1.7, F 3.8, H 2.8, K 6.6, V 4.3, I 3.4, L 6.3
# reference.blood = blood: plasma + erythrocytes at the base split (haemoglobin share as measured), reference male | outputs/blood/standard/_calculated_amino_acid_standard.tsv column standard | scored set fao_2013_indispensable (HILKMFTWV) | values: H 5.41114, I 2.34354, L 11.308, K 8.29135, M 1.63704, F 6.03455, T 5.04357, W 1.91394, V 8.187
# reference.skeletal_muscle_with_non_protein_metabolite_pools_and_blood = skeletal muscle protein + non-protein metabolite pools (carnosine) and blood, mixed by protein mass (Layer C), reference male | outputs/composite/_calculated_amino_acid_standard_composite.tsv column composite | scored set fao_2013_indispensable (HILKMFTWV) | values: H 3.32649, I 4.60745, L 9.17611, K 9.13469, M 2.38384, F 4.56337, T 5.0595, W 1.64053, V 6.52979
# every scored food under reference gorissen_2018_human_muscle, best first; ties by description
rank	source	source_detail	food_id	description	match_rate_percent	limiting_amino_acid	protein_g_per_100g
1254	usda	sr_legacy_food 2018-04	174890	Lamb, Australian, imported, fresh, rack, roast, frenched, bone-in, separable lean only, trimmed to 1/8" fat, cooked, roasted	81.9138	H	28.01
1255	usda	sr_legacy_food 2018-04	174897	Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean and fat, trimmed to 1/8" fat, cooked, roasted	81.9127	H	30.87
1256	usda	sr_legacy_food 2018-04	172657	Lamb, Australian, imported, fresh, seam fat, raw	81.9092	H	15.65
1257	usda	sr_legacy_food 2018-04	174889	Lamb, Australian, imported, fresh, rack, roast, frenched, denuded, bone-in, separable lean only, trimmed to 0" fat, cooked, roasted	81.9076	H	26.52
1258	usda	sr_legacy_food 2018-04	174892	Lamb, Australian, imported, fresh, external fat, raw	81.9049	H	12.59
1259	usda	sr_legacy_food 2018-04	172660	Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean and fat, trimmed to 1/8" fat, raw	81.9031	H	23.23
1260	usda	sr_legacy_food 2018-04	172653	Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean only, trimmed to 1/8" fat, raw	81.8964	H	22.28
1261	usda	sr_legacy_food 2018-04	174416	Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean only, trimmed to 1/8" fat, raw	81.8943	H	24.07
1262	usda	sr_legacy_food 2018-04	172659	Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean and fat, trimmed to 1/8" fat, raw	81.8910	H	20.97
1263	usda	sr_legacy_food 2018-04	172652	Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean only, trimmed to 1/8" fat, raw	81.8870	H	23.42
1264	usda	sr_legacy_food 2018-04	172026	Pasta, gluten-free, brown rice flour, cooked, TINKYADA	81.8182	H	3.46
1265	usda	sr_legacy_food 2018-04	169430	Beef, carcass, separable lean and fat, choice, raw	81.8159	F	17.32
1266	usda	sr_legacy_food 2018-04	174575	Pepperoni, beef and pork, sliced	81.7816	F	19.25
1267	usda	sr_legacy_food 2018-04	172952	Sausage, Italian, sweet, links	81.7754	F	16.13
1268	usda	sr_legacy_food 2018-04	169431	Beef, carcass, separable lean and fat, select, raw	81.7729	F	17.48
1269	usda	sr_legacy_food 2018-04	169016	Restaurant, family style, sirloin steak	81.7597	F	29.8
1270	usda	sr_legacy_food 2018-04	174498	Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised	81.6810	H	22.57
1271	usda	sr_legacy_food 2018-04	168057	Elk, free range, roast, eye of round, cooked (Shoshone Bannock)	81.6703	F	30.56
1272	usda	sr_legacy_food 2018-04	172525	Lamb, variety meats and by-products, brain, raw	81.6507	H	10.4
1273	usda	sr_legacy_food 2018-04	168567	Tomatoes, sun-dried	81.6500	M	14.11
1274	usda	sr_legacy_food 2018-04	172526	Lamb, variety meats and by-products, brain, cooked, braised	81.6479	H	12.55
1275	usda	sr_legacy_food 2018-04	167652	Elk, free range, roast, eye of round, raw (Shoshone Bannock)	81.6478	F	19.74
1276	usda	sr_legacy_food 2018-04	173281	PIZZA HUT 12" Super Supreme Pizza, Hand-Tossed Crust	81.6446	K	10.9
1277	usda	sr_legacy_food 2018-04	169857	CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta	81.6233	H	19
1278	usda	sr_legacy_food 2018-04	173880	Sausage, chicken or turkey, Italian style,  lower sodium	81.6119	H	21.43
1279	usda	sr_legacy_food 2018-04	168850	Snacks, beef sticks, smoked	81.6064	H	21.5
1280	usda	sr_legacy_food 2018-04	174350	Lamb, variety meats and by-products, brain, cooked, pan-fried	81.6017	H	16.97
1281	usda	sr_legacy_food 2018-04	167875	Pork, cured, ham, whole, separable lean and fat, unheated	81.5976	V	18.49
1282	usda	sr_legacy_food 2018-04	173857	Bologna, turkey	81.5778	F	11.42
1283	usda	sr_legacy_food 2018-04	172419	Quail, meat only, raw	81.5588	F	21.76
1284	usda	sr_legacy_food 2018-04	171080	Squab, (pigeon), light meat without skin, raw	81.5588	F	21.76
1285	usda	sr_legacy_food 2018-04	172829	Quail, breast, meat only, raw	81.5457	F	22.59
1286	usda	sr_legacy_food 2018-04	171079	Squab, (pigeon), meat only, raw	81.5357	F	17.5
1287	usda	sr_legacy_food 2018-04	168044	Stew, mutton, corn, squash (Navajo)	81.5250	H	8.62
1288	usda	sr_legacy_food 2018-04	169162	Pork, cured, ham and water product, shank, bone-in, separable lean and fat, unheated	81.5162	F	14.28
1289	usda	sr_legacy_food 2018-04	174580	Sausage, turkey, reduced fat, brown and serve, cooked	81.4683	H	17
1290	usda	sr_legacy_food 2018-04	172961	Beerwurst, pork and beef	81.4637	F	14
1291	usda	sr_legacy_food 2018-04	172853	Chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised	81.3705	H	24.55
1292	usda	sr_legacy_food 2018-04	170600	Beef, sandwich steaks, flaked, chopped, formed and thinly sliced, raw	81.3650	F	16.5
1293	usda	sr_legacy_food 2018-04	168351	Pork, cured, ham and water product, shank, bone-in, separable lean and fat, heated, roasted	81.3644	F	18.17
1294	usda	sr_legacy_food 2018-04	174425	Game meat, elk, ground, raw	81.3568	F	21.76
1295	usda	sr_legacy_food 2018-04	169165	Pork, cured, ham -- water added, shank, bone-in, separable lean and fat, heated, roasted	81.3535	F	18.62
1296	usda	sr_legacy_food 2018-04	168344	Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, unheated	81.3395	F	19.7
1297	usda	sr_legacy_food 2018-04	174428	Game meat, elk, round, separable lean only, cooked, broiled	81.3367	F	30.94
1298	usda	sr_legacy_food 2018-04	174581	Poultry salad sandwich spread	81.3249	F	11.64
1299	usda	sr_legacy_food 2018-04	174427	Game meat, elk, loin, separable lean only, cooked, broiled	81.3129	F	31
1300	usda	sr_legacy_food 2018-04	168347	Pork, cured, ham -- water added, shank, bone-in, separable lean and fat, unheated	81.3017	F	16.65
1301	usda	sr_legacy_food 2018-04	174429	Game meat, elk, tenderloin, separable lean only, cooked, broiled	81.3015	F	30.76
1302	usda	sr_legacy_food 2018-04	168350	Pork, cured, ham and water product, rump, bone-in, separable lean and fat, heated, roasted	81.2926	F	19.46
1303	usda	sr_legacy_food 2018-04	174426	Game meat, elk, ground, cooked, pan-broiled	81.2913	F	26.64
1304	usda	sr_legacy_food 2018-04	168348	Pork, cured, ham -- water added, rump, bone-in, separable lean and fat, unheated	81.2824	F	13.99
1305	usda	sr_legacy_food 2018-04	168346	Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, unheated	81.2784	F	15.73
1306	usda	sr_legacy_food 2018-04	169171	Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, heated, roasted	81.2520	F	22.88
1307	usda	sr_legacy_food 2018-04	168356	Pork, cured, ham, rump, bone-in, separable lean and fat, heated, roasted	81.2509	F	23.95
1308	usda	sr_legacy_food 2018-04	169177	Pork, cured, ham, slice, bone-in, separable lean and fat, unheated	81.2450	F	22.45
1309	usda	sr_legacy_food 2018-04	169163	Pork, cured, ham and water product, rump, bone-in, separable lean and fat, unheated	81.2431	F	16.09
1310	usda	sr_legacy_food 2018-04	168352	Pork, cured, ham and water product, slice, bone-in, separable lean and fat, heated, pan-broil	81.2428	F	19.85
1311	usda	sr_legacy_food 2018-04	169161	Pork, cured, ham and water product, slice, bone-in, separable lean and fat, unheated	81.2396	F	13.69
1312	usda	sr_legacy_food 2018-04	168367	Pork, cured, ham, rump, bone-in, separable lean and fat, unheated	81.2326	F	22.27
1313	usda	sr_legacy_food 2018-04	168359	Pork, cured, ham, slice, bone-in, separable lean and fat, heated, pan-broil	81.2321	F	25.48
1314	usda	sr_legacy_food 2018-04	169170	Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, heated, roasted	81.2274	F	22.47
1315	usda	sr_legacy_food 2018-04	175085	Game meat, deer, cooked, roasted	81.2206	F	30.21
1316	usda	sr_legacy_food 2018-04	168342	Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, unheated	81.2148	F	22.82
1317	usda	sr_legacy_food 2018-04	168343	Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, unheated	81.2114	F	22.35
1318	usda	sr_legacy_food 2018-04	169164	Pork, cured, ham -- water added, rump, bone-in, separable lean and fat, heated, roasted	81.2104	F	20.1
1319	usda	sr_legacy_food 2018-04	168345	Pork, cured, ham -- water added, whole, boneless, separable lean and fat, unheated	81.2075	F	17.06
1320	usda	sr_legacy_food 2018-04	173855	Game meat, deer, raw	81.2056	F	22.96
1321	usda	sr_legacy_food 2018-04	168358	Pork, cured, ham, shank, bone-in, separable lean and fat, unheated	81.2038	F	21.61
1322	usda	sr_legacy_food 2018-04	168357	Pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted	81.2030	F	24.39
1323	usda	sr_legacy_food 2018-04	169172	Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, heated, pan-broil	81.1978	F	26.18
1324	usda	sr_legacy_food 2018-04	168354	Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, heated, roasted	81.1944	F	22.18
1325	usda	sr_legacy_food 2018-04	168335	Pork, cured, ham with natural juices, whole, boneless, separable lean only, unheated	81.1901	F	19.44
1326	usda	sr_legacy_food 2018-04	169166	Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, heated, pan-broil	81.1869	F	20.8
1327	usda	sr_legacy_food 2018-04	169150	Pork, cured, ham and water product, shank, bone-in, separable lean only, heated, roasted	81.1869	F	21.69
1328	usda	sr_legacy_food 2018-04	173881	Ham, smoked, extra lean, low sodium	81.1862	F	18.52
1329	usda	sr_legacy_food 2018-04	168326	Pork, cured, ham and water product, slice, boneless, separable lean only, heated, pan-broil	81.1842	F	15.09
1330	usda	sr_legacy_food 2018-04	169486	Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, choice, cooked	81.1833	F	25.85
1331	usda	sr_legacy_food 2018-04	169149	Pork, cured, ham -- water added, whole, boneless, separable lean only, unheated	81.1809	F	17.34
1332	usda	sr_legacy_food 2018-04	167919	Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted	81.1799	F	24.14
1333	usda	sr_legacy_food 2018-04	168355	Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted	81.1759	F	20.54
1334	usda	sr_legacy_food 2018-04	167915	Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted	81.1742	F	21.41
1335	usda	sr_legacy_food 2018-04	169173	Pork, cured, ham, rump, bone-in, separable lean only, heated, roasted	81.1734	F	26.02
1336	usda	sr_legacy_food 2018-04	171619	Bockwurst, pork, veal, raw	81.1731	F	14.03
1337	usda	sr_legacy_food 2018-04	167918	Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil	81.1718	F	22.04
1338	usda	sr_legacy_food 2018-04	174796	Snacks, vegetable chips, made from garden vegetables	81.1696	H	5.32
1339	usda	sr_legacy_food 2018-04	169176	Pork, cured, ham, shank, bone-in, separable lean only, unheated	81.1690	F	23.79
1340	usda	sr_legacy_food 2018-04	168331	Pork, cured, ham with natural juices, spiral slice, meat only, boneless, separable lean only, heated, roasted	81.1674	F	22.56
1341	usda	sr_legacy_food 2018-04	169175	Pork, cured, ham, shank, bone-in, separable lean only, heated, roasted	81.1650	F	26.49
1342	usda	sr_legacy_food 2018-04	168339	Pork, cured, ham with natural juices, slice, bone-in, separable lean only, unheated	81.1594	F	24.34
1343	usda	sr_legacy_food 2018-04	168340	Pork, cured, ham with natural juices, spiral slice, boneless, separable lean only, unheated	81.1547	F	19.25
1344	usda	sr_legacy_food 2018-04	168329	Pork, cured, ham -- water added, slice, boneless, separable lean only, heated, pan-broil	81.1516	F	18.82
1345	usda	sr_legacy_food 2018-04	168325	Pork, cured, ham and water product, slice, bone-in, separable lean only, heated, pan-broil	81.1507	F	20.9
1346	usda	sr_legacy_food 2018-04	168334	Pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted	81.1501	F	20.57
1347	usda	sr_legacy_food 2018-04	169153	Pork, cured, ham and water product, slice, bone-in, separable lean only, unheated	81.1475	F	14.47
1348	usda	sr_legacy_food 2018-04	168328	Pork, cured, ham and water product, whole, boneless, separable lean only, unheated	81.1475	F	14.07
1349	usda	sr_legacy_food 2018-04	168333	Pork, cured, ham with natural juices, slice, boneless, separable lean only, heated, pan-broil	81.1472	F	20.95
1350	usda	sr_legacy_food 2018-04	168330	Pork, cured, ham with natural juices, slice, bone-in, separable lean only, heated, pan-broil	81.1404	F	27.75
1351	usda	sr_legacy_food 2018-04	167920	Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted	81.1395	F	24.95
1352	usda	sr_legacy_food 2018-04	168336	Pork, cured, ham -- water added, shank, bone-in, separable lean only, unheated	81.1391	F	18.65
1353	usda	sr_legacy_food 2018-04	168332	Pork, cured, ham and water product, rump, bone-in, separable lean only, heated, roasted	81.1385	F	21.28
1354	usda	sr_legacy_food 2018-04	169152	Pork, cured, ham and water product, rump, bone-in, separable lean only, unheated	81.1380	F	17.93
1355	usda	sr_legacy_food 2018-04	168349	Pork, cured, ham -- water added, whole, boneless, separable lean and fat, heated, roasted	81.1359	F	17.77
1356	usda	sr_legacy_food 2018-04	168341	Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, unheated	81.1358	F	18.66
1357	usda	sr_legacy_food 2018-04	167917	Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted	81.1348	F	20.92
1358	usda	sr_legacy_food 2018-04	169167	Pork, cured, ham -- water added, slice, boneless, separable lean and fat, heated, pan-broil	81.1325	F	18.62
1359	usda	sr_legacy_food 2018-04	169158	Pork, cured, ham, slice, bone-in, separable lean only, heated, pan-broil	81.1316	F	27.18
1360	usda	sr_legacy_food 2018-04	169837	Restaurant, family style, chicken fingers, from kid's menu	81.1294	F	18.68
1361	usda	sr_legacy_food 2018-04	169174	Pork, cured, ham, rump, bone-in, separable lean only, unheated	81.1292	F	24.46
1362	usda	sr_legacy_food 2018-04	169160	Pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated	81.1291	F	14.05
1363	usda	sr_legacy_food 2018-04	172965	Macaroni and cheese loaf, chicken, pork and beef	81.1270	K	11.76
1364	usda	sr_legacy_food 2018-04	168338	Pork, cured, ham with natural juices, shank, bone-in, separable lean only, unheated	81.1229	F	25.11
1365	usda	sr_legacy_food 2018-04	170008	Onions, sweet, raw	81.1224	H	0.8
1366	usda	sr_legacy_food 2018-04	168337	Pork, cured, ham with natural juices, rump, bone-in, separable lean only, unheated	81.1202	F	22.71
1367	usda	sr_legacy_food 2018-04	169151	Pork, cured, ham -- water added, slice, bone-in, separable lean only, unheated	81.1165	F	17.38
1368	usda	sr_legacy_food 2018-04	169154	Pork, cured, ham and water product, shank, bone-in, unheated, separable lean only	81.1154	F	17.53
1369	usda	sr_legacy_food 2018-04	170157	Nuts, acorns, raw	81.1127	K	6.15
1370	usda	sr_legacy_food 2018-04	168360	Pork, cured, ham, slice, bone-in, separable lean only, unheated	81.1110	F	24.36
1371	usda	sr_legacy_food 2018-04	168353	Pork, cured, ham with natural juices, slice, boneless, separable lean and fat, heated, pan-broil	81.1101	F	20.89
1372	usda	sr_legacy_food 2018-04	169159	Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, unheated	81.1096	F	19.38
1373	usda	sr_legacy_food 2018-04	167916	Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated	81.1077	F	15.43
1374	usda	sr_legacy_food 2018-04	169168	Pork, cured, ham and water product, slice, boneless, separable lean and fat, heated, pan-broil	81.1019	F	15.08
1375	usda	sr_legacy_food 2018-04	169148	Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted	81.1012	F	17.99
1376	usda	sr_legacy_food 2018-04	169169	Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted	81.0978	F	13.88
1377	usda	sr_legacy_food 2018-04	168327	Pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted	81.0978	F	13.88
1378	usda	sr_legacy_food 2018-04	169485	Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, choice, raw	81.0922	F	19.79
1379	usda	sr_legacy_food 2018-04	172863	Chicken, dark meat, thigh, meat and skin, with added solution, raw	81.0836	H	16.56
1380	usda	sr_legacy_food 2018-04	169484	Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, all grades, cooked	81.0773	F	26.11
1381	usda	sr_legacy_food 2018-04	171122	Chicken, broilers or fryers, rotisserie, original seasoning, back, meat and skin, cooked	81.0667	F	23.23
1382	usda	sr_legacy_food 2018-04	172926	Olive loaf, pork	81.0432	H	11.8
1383	usda	sr_legacy_food 2018-04	172180	Cheese, cottage, creamed, with fruit	81.0405	H	10.69
1384	usda	sr_legacy_food 2018-04	173417	Cheese, cottage, lowfat, 1% milkfat	81.0382	H	12.39
1385	usda	sr_legacy_food 2018-04	173316	BURGER KING, CROISSAN'WICH with Sausage and Cheese	81.0286	K	13.73
1386	usda	sr_legacy_food 2018-04	174359	Lamb, variety meats and by-products, lungs, raw	81.0260	H	16.7
1387	usda	sr_legacy_food 2018-04	170566	Nuts, acorn flour, full fat	81.0244	K	7.49
1388	usda	sr_legacy_food 2018-04	174360	Lamb, variety meats and by-products, lungs, cooked, braised	81.0183	H	19.88
1389	usda	sr_legacy_food 2018-04	172378	Chicken, broilers or fryers, leg, meat and skin, raw	81.0013	F	16.37
1390	usda	sr_legacy_food 2018-04	169250	Lotus root, raw	80.9967	L	2.6
1391	usda	sr_legacy_food 2018-04	172565	Game meat, bison, ribeye, separable lean only, trimmed to 0" fat, raw	80.9941	H	22.1
1392	usda	sr_legacy_food 2018-04	167679	Restaurant, Chinese, orange chicken	80.9935	H	14.46
1393	usda	sr_legacy_food 2018-04	172090	Beef macaroni with tomato sauce, frozen entree, reduced fat	80.9901	K	5.89
1394	usda	sr_legacy_food 2018-04	167678	Restaurant, Chinese, chicken and vegetables	80.9609	H	8.18
1395	usda	sr_legacy_food 2018-04	174013	Beef composite, separable lean only, trimmed to 1/8" fat, choice, cooked	80.9554	F	28.73
1396	usda	sr_legacy_food 2018-04	173852	Game meat, bison, separable lean only, cooked, roasted	80.9537	H	28.44
1397	usda	sr_legacy_food 2018-04	173851	Game meat, bison, separable lean only, raw	80.9509	H	21.62
1398	usda	sr_legacy_food 2018-04	170565	Nuts, acorns, dried	80.9442	K	8.1
1399	usda	sr_legacy_food 2018-04	169483	Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, all grades, raw	80.9420	F	20.01
1400	usda	sr_legacy_food 2018-04	170728	BURGER KING, WHOPPER, with cheese	80.9418	H	11.19
1401	usda	sr_legacy_food 2018-04	172566	Game meat, bison, shoulder clod, separable lean only, trimmed to 0" fat, raw	80.9363	H	21.1
1402	usda	sr_legacy_food 2018-04	171146	Soup, cream of chicken, canned, condensed	80.9341	K	2.38
1403	usda	sr_legacy_food 2018-04	172564	Game meat, bison, top sirloin, separable lean only, trimmed to 0" fat, raw	80.9186	H	21.4
1404	usda	sr_legacy_food 2018-04	168536	Lotus root, cooked, boiled, drained, with salt	80.9160	L	1.58
1405	usda	sr_legacy_food 2018-04	168430	Lotus root, cooked, boiled, drained, without salt	80.9160	L	1.58
1406	usda	sr_legacy_food 2018-04	174553	Soup, cream of chicken, canned, prepared with equal volume water	80.9160	K	1.41
1407	usda	sr_legacy_food 2018-04	170323	WENDY'S, Jr. Hamburger, without cheese	80.9140	K	12.62
1408	usda	sr_legacy_food 2018-04	175300	Game meat, buffalo, water, cooked, roasted	80.9070	F	26.83
1409	usda	sr_legacy_food 2018-04	175299	Game meat, buffalo, water, raw	80.9017	F	20.39
1410	usda	sr_legacy_food 2018-04	171626	Ham, chopped, canned	80.9008	F	16.06
1411	usda	sr_legacy_food 2018-04	174012	Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8" fat, choice, raw	80.8963	F	22.01
1412	usda	sr_legacy_food 2018-04	169487	Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, select, raw	80.8958	F	19.06
1413	usda	sr_legacy_food 2018-04	168663	Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, select, cooked	80.8849	F	26.06
1414	usda	sr_legacy_food 2018-04	172385	Chicken, broilers or fryers, thigh, meat and skin, raw	80.8616	H	16.52
1415	usda	sr_legacy_food 2018-04	169078	Cheese, cottage, with vegetables	80.8316	H	10.9
1416	usda	sr_legacy_food 2018-04	169030	CARRABBA'S ITALIAN GRILL, lasagne	80.8076	H	10.48
1417	usda	sr_legacy_food 2018-04	171624	Frankfurter, chicken	80.7807	V	15.51
1418	usda	sr_legacy_food 2018-04	175207	Chili with beans, canned	80.7754	M	6.12
1419	usda	sr_legacy_food 2018-04	174759	Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8" fat, all grades, cooked	80.7438	F	28.95
1420	usda	sr_legacy_food 2018-04	174187	Fish, catfish, channel, cooked, breaded and fried	80.7199	H	18.09
1421	usda	sr_legacy_food 2018-04	171517	Chicken, broilers or fryers, rotisserie, original seasoning, back, meat only, cooked	80.7163	H	25.34
1422	usda	sr_legacy_food 2018-04	174579	Sausage, pork and beef, fresh, cooked	80.7124	F	13.8
1423	usda	sr_legacy_food 2018-04	171104	Poultry, mechanically deboned, from backs and necks with skin, raw	80.6890	V	11.39
1424	usda	sr_legacy_food 2018-04	167634	Mutton, cooked, roasted (Navajo)	80.6850	H	33.43
1425	usda	sr_legacy_food 2018-04	174506	Chicken, broiler, rotisserie, BBQ, back meat only	80.6839	H	21.85
1426	usda	sr_legacy_food 2018-04	174758	Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8" fat, all grades, raw	80.6829	F	22.15
1427	usda	sr_legacy_food 2018-04	172933	Picnic loaf, pork, beef	80.6794	F	14.92
1428	usda	sr_legacy_food 2018-04	171495	Turkey, all classes, wing, meat and skin, raw	80.6645	F	20.22
1429	usda	sr_legacy_food 2018-04	167885	Pork, cured, ham, extra lean and regular, canned, unheated	80.6469	F	17.97
1430	usda	sr_legacy_food 2018-04	171061	Chicken, liver, all classes, cooked, simmered	80.6464	H	24.46
1431	usda	sr_legacy_food 2018-04	170080	Peppers, jalapeno, canned, solids and liquids	80.6230	K	0.92
1432	usda	sr_legacy_food 2018-04	168280	Pork, cured, ham, extra lean (approximately 4% fat), canned, roasted	80.6214	F	21.16
1433	usda	sr_legacy_food 2018-04	171060	Chicken, liver, all classes, raw	80.6114	H	16.92
1434	usda	sr_legacy_food 2018-04	170731	BURGER KING, Chicken Strips	80.6084	V	18.2
1435	usda	sr_legacy_food 2018-04	168434	Mushrooms, brown, italian, or crimini, raw	80.6068	H	2.5
1436	usda	sr_legacy_food 2018-04	170143	Mushrooms, portabella, exposed to ultraviolet light, raw	80.6068	H	2.11
1437	usda	sr_legacy_food 2018-04	171455	Chicken, broilers or fryers, giblets, cooked, simmered	80.5908	H	27.15
1438	usda	sr_legacy_food 2018-04	167886	Pork, cured, ham, extra lean and regular, canned, roasted	80.5885	F	20.94
1439	usda	sr_legacy_food 2018-04	168279	Pork, cured, ham, extra lean (approximately 4% fat), canned, unheated	80.5873	F	18.49
1440	usda	sr_legacy_food 2018-04	174491	Chicken, liver, all classes, cooked, pan-fried	80.5866	H	25.78
1441	usda	sr_legacy_food 2018-04	171778	Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8" fat, select, cooked	80.5694	F	27.51
1442	usda	sr_legacy_food 2018-04	168281	Pork, cured, ham, regular (approximately 13% fat), canned, roasted	80.5674	F	20.53
1443	usda	sr_legacy_food 2018-04	168515	Cabbage, red, cooked, boiled, drained, with salt	80.5663	K	1.51
1444	usda	sr_legacy_food 2018-04	169978	Cabbage, red, cooked, boiled, drained, without salt	80.5663	K	1.51
1445	usda	sr_legacy_food 2018-04	173321	Fast foods, chicken tenders	80.5636	V	19.22
