accession	tier	subtree_annotations	evidence_codes
P61769	erythrocytes		
P61769	plasma		
P61803	erythrocytes		
P61923	erythrocytes		
P61956	erythrocytes		
P61960	erythrocytes		
P61966	erythrocytes		
P61970	erythrocytes		
P61978	erythrocytes		
P61981	erythrocytes		
P62070	erythrocytes		
P62081	erythrocytes		
P62136	erythrocytes		
P62140	erythrocytes		
P62191	erythrocytes		
P62195	erythrocytes		
P62241	erythrocytes		
P62244	erythrocytes		
P62249	erythrocytes		
P62256	erythrocytes		
P62258	erythrocytes		
P62263	erythrocytes		
P62266	erythrocytes		
P62269	erythrocytes		
P62273	erythrocytes		
P62277	erythrocytes		
P62280	erythrocytes		
P62330	erythrocytes		
P62333	erythrocytes		
P62424	erythrocytes		
P62491	erythrocytes		
P62495	erythrocytes		
P62701	erythrocytes		
P62714	erythrocytes		
P62750	erythrocytes		
P62753	erythrocytes		
P62805	erythrocytes		
P62820	erythrocytes		
P62826	erythrocytes		
P62829	erythrocytes		
P62834	erythrocytes		
P62837	erythrocytes		
P62841	erythrocytes		
P62847	erythrocytes		
P62851	erythrocytes		
P62854	erythrocytes		
P62857	erythrocytes		
P62861	erythrocytes		
P62873	erythrocytes		
P62877	erythrocytes		
P62879	erythrocytes		
P62888	erythrocytes		
P62891	erythrocytes		
P62899	erythrocytes		
P62906	erythrocytes		
P62910	erythrocytes		
P62913	erythrocytes		
P62917	erythrocytes		
P62937	erythrocytes		
P62942	erythrocytes		
P62979	erythrocytes		
P63000	erythrocytes		
P63010	erythrocytes		
P63027	erythrocytes		
P63092	erythrocytes		
P63096	erythrocytes		
P63104	erythrocytes		
P63173	erythrocytes		
P63208	erythrocytes		
P63218	erythrocytes		
P63241	erythrocytes		
P63261	erythrocytes		
P63267	plasma		
P63279	erythrocytes		
P67775	erythrocytes		
P67809	erythrocytes		
P67812	erythrocytes		
P67870	erythrocytes		
P67936	erythrocytes		
P68032	erythrocytes		
P68036	erythrocytes		
P68104	erythrocytes		
P68363	erythrocytes		
P68371	erythrocytes		
P68400	erythrocytes		
P68402	erythrocytes		
P68431	erythrocytes		
P68871	erythrocytes		
P69891	erythrocytes		
P69892	erythrocytes		
P69892	plasma		
P69905	erythrocytes		
P78310	erythrocytes		
P78318	erythrocytes		
P78330	erythrocytes		
P78356	erythrocytes		
P78368	erythrocytes		
P78371	erythrocytes		
P78382	erythrocytes		
P78417	erythrocytes		
P78527	erythrocytes		
P80108	plasma		
P80188	erythrocytes		
P80217	erythrocytes		
P80303	erythrocytes		
P80723	erythrocytes		
P80748	plasma		
P81605	erythrocytes		
P81605	plasma		
P83731	erythrocytes		
P84077	erythrocytes		
P84085	erythrocytes		
P84095	erythrocytes		
P84098	erythrocytes		
P98160	erythrocytes		
P98161	erythrocytes		
P98171	erythrocytes		
P98172	erythrocytes		
P98179	erythrocytes		
P98196	erythrocytes		
Q00013	erythrocytes		
Q00169	erythrocytes		
Q00325	erythrocytes		
Q00535	erythrocytes		
Q00577	erythrocytes		
Q00610	erythrocytes		
Q00688	erythrocytes		
Q00765	erythrocytes		
Q00796	erythrocytes		
Q01082	erythrocytes		
Q01432	erythrocytes		
Q01433	erythrocytes		
Q01459	plasma		
Q01469	erythrocytes		
Q01469	plasma		
Q01484	erythrocytes		
Q01518	erythrocytes		
Q01813	erythrocytes		
Q01970	erythrocytes		
Q02094	erythrocytes		
Q02161	erythrocytes		
Q02218	erythrocytes		
Q02224	erythrocytes		
Q02413	erythrocytes		
Q02543	erythrocytes		
Q02750	erythrocytes		
Q02790	erythrocytes		
Q02878	erythrocytes		
Q02985	plasma		
Q04206	erythrocytes		
Q04323	erythrocytes		
Q04446	erythrocytes		
Q04637	erythrocytes		
Q04656	erythrocytes		
Q04756	plasma		
Q04760	erythrocytes		
Q04917	erythrocytes		
Q04941	erythrocytes		
Q05193	erythrocytes		
Q05397	erythrocytes		
Q05469	erythrocytes		
Q06033	plasma		
Q06124	erythrocytes		
Q06203	erythrocytes		
Q06323	erythrocytes		
Q06830	erythrocytes		
Q06830	plasma		
Q07020	erythrocytes		
Q07021	erythrocytes		
Q07065	erythrocytes		
Q07812	erythrocytes		
Q07817	erythrocytes		
Q07864	erythrocytes		
Q07866	erythrocytes		
Q07960	erythrocytes		
Q08174	erythrocytes		
Q08188	erythrocytes		
Q08211	erythrocytes		
Q08380	plasma		
Q08426	erythrocytes		
Q08495	erythrocytes		
Q08554	erythrocytes		
Q08623	erythrocytes		
Q08722	erythrocytes		
Q08830	plasma		
Q08AM6	erythrocytes		
Q08J23	erythrocytes		
Q09161	erythrocytes		
Q0JRZ9	erythrocytes		
Q0VGL1	erythrocytes		
Q0ZGT2	erythrocytes		
Q10471	erythrocytes		
Q10567	erythrocytes		
Q10981	erythrocytes		
Q12765	erythrocytes		
Q12767	erythrocytes		
Q12768	erythrocytes		
Q12805	plasma		
Q12846	erythrocytes		
Q12857	erythrocytes		
Q12860	plasma		
Q12872	erythrocytes		
Q12905	erythrocytes		
Q12906	erythrocytes		
Q12907	erythrocytes		
Q12912	erythrocytes		
Q12913	plasma		
Q12933	erythrocytes		
Q12955	erythrocytes		
Q12959	erythrocytes		
Q12981	erythrocytes		
Q13011	erythrocytes		
Q13033	erythrocytes		
Q13057	erythrocytes		
Q13093	plasma		
Q13098	erythrocytes		
Q13107	erythrocytes		
Q13113	erythrocytes		
Q13123	erythrocytes		
Q13126	erythrocytes		
Q13144	erythrocytes		
Q13148	erythrocytes		
Q13155	erythrocytes		
Q13158	erythrocytes		
Q13162	erythrocytes		
Q13164	erythrocytes		
Q13177	erythrocytes		
Q13190	erythrocytes		
Q13200	erythrocytes		
Q13228	erythrocytes		
Q13232	erythrocytes		
Q13283	erythrocytes		
Q13303	erythrocytes		
Q13308	erythrocytes		
Q13325	erythrocytes		
Q13336	erythrocytes		
Q13356	erythrocytes		
Q13393	erythrocytes		
Q13404	erythrocytes		
Q13442	erythrocytes		
Q13443	erythrocytes		
Q13445	erythrocytes		
Q13459	erythrocytes		
Q13464	erythrocytes		
Q13492	erythrocytes		
Q13496	erythrocytes		
Q13526	erythrocytes		
Q13530	erythrocytes		
Q13535	erythrocytes		
Q13541	erythrocytes		
Q13561	erythrocytes		
Q13564	erythrocytes		
Q13576	erythrocytes		
Q13608	erythrocytes		
Q13610	erythrocytes		
Q13616	erythrocytes		
Q13617	erythrocytes		
Q13618	erythrocytes		
Q13619	erythrocytes		
Q13630	erythrocytes		
Q13724	erythrocytes		
Q13733	erythrocytes		
Q13740	plasma		
Q13790	plasma		
Q13813	erythrocytes		
Q13822	plasma		
Q13835	erythrocytes		
Q13838	erythrocytes		
Q13867	erythrocytes		
Q14008	erythrocytes		
Q14103	erythrocytes		
Q14126	plasma		
Q14139	erythrocytes		
Q14141	erythrocytes		
Q14152	erythrocytes		
Q14155	erythrocytes		
Q14156	erythrocytes		
Q14165	erythrocytes		
Q14166	erythrocytes		
Q14203	erythrocytes		
Q14209	erythrocytes		
Q14232	erythrocytes		
Q14240	erythrocytes		
Q14247	erythrocytes		
Q14254	erythrocytes		
Q14258	erythrocytes		
Q14344	erythrocytes		
Q14376	erythrocytes		
Q14515	plasma		
Q14520	plasma		
Q14558	erythrocytes		
Q14588	erythrocytes		
Q14624	plasma		
Q14642	erythrocytes		
Q14653	erythrocytes		
Q14667	erythrocytes		
Q14677	erythrocytes		
Q14679	erythrocytes		
Q14689	erythrocytes		
Q14693	erythrocytes		
Q14696	erythrocytes		
Q14697	erythrocytes		
Q14738	erythrocytes		
Q14764	erythrocytes		
Q14773	erythrocytes		
Q14814	erythrocytes		
Q14847	erythrocytes		
Q14964	erythrocytes		
Q14974	erythrocytes		
Q14980	erythrocytes		
Q14C86	erythrocytes		
Q14CX7	erythrocytes		
Q15003	erythrocytes		
Q15005	erythrocytes		
Q15008	erythrocytes		
Q15018	erythrocytes		
Q15019	erythrocytes		
Q15021	erythrocytes		
Q15040	erythrocytes		
Q15041	erythrocytes		
Q15042	erythrocytes		
Q15046	erythrocytes		
Q15057	erythrocytes		
Q15075	erythrocytes		
Q15084	erythrocytes		
Q15102	erythrocytes		
Q15125	erythrocytes		
Q15155	erythrocytes		
Q15166	plasma		
Q15173	erythrocytes		
Q15181	erythrocytes		
Q15185	erythrocytes		
Q15223	erythrocytes		
Q15257	erythrocytes		
Q15276	erythrocytes		
Q15286	erythrocytes		
Q15293	erythrocytes		
Q15334	erythrocytes		
Q15363	erythrocytes		
Q15365	erythrocytes		
Q15366	erythrocytes		
Q15369	erythrocytes		
Q15370	erythrocytes		
Q15386	erythrocytes		
Q15404	erythrocytes		
Q15435	erythrocytes		
Q15436	erythrocytes		
Q15437	erythrocytes		
Q15477	erythrocytes		
Q15485	plasma		
Q15582	plasma		
Q15631	erythrocytes		
Q15691	erythrocytes		
Q15738	erythrocytes		
Q15750	erythrocytes		
Q15796	erythrocytes		
Q15811	erythrocytes		
Q15819	erythrocytes		
Q15831	erythrocytes		
Q15833	erythrocytes		
Q15836	erythrocytes		
Q15843	erythrocytes		
Q15848	plasma		
Q15904	erythrocytes		
Q15907	erythrocytes		
Q16181	erythrocytes		
Q16186	erythrocytes		
Q16204	erythrocytes		
Q16401	erythrocytes		
Q16531	erythrocytes		
Q16539	erythrocytes		
Q16543	erythrocytes		
Q16555	erythrocytes		
Q16563	erythrocytes		
Q16570	erythrocytes		
Q16610	plasma		
Q16658	erythrocytes		
Q16698	erythrocytes		
Q16720	erythrocytes		
Q16774	erythrocytes		
Q16775	erythrocytes		
Q16799	erythrocytes		
Q16851	erythrocytes		
Q16853	plasma		
Q16864	erythrocytes		
Q16878	erythrocytes		
Q27J81	erythrocytes		
Q2KHT3	erythrocytes		
Q2LD37	erythrocytes		
Q2M218	erythrocytes		
Q2M2I8	erythrocytes		
Q2M3G0	erythrocytes		
Q2TAA2	erythrocytes		
Q2TAZ0	erythrocytes		
Q2TBE0	erythrocytes		
Q32M84	erythrocytes		
Q32MH5	erythrocytes		
Q3B8N5	erythrocytes		
Q3LXA3	erythrocytes		
Q3SY69	erythrocytes		
Q3YEC7	erythrocytes		
Q3ZAQ7	erythrocytes		
Q3ZCM7	erythrocytes		
Q4AC94	erythrocytes		
Q4G0F5	erythrocytes		
Q4G0P3	erythrocytes		
Q4KMP7	erythrocytes		
Q4KMQ2	erythrocytes		
Q504Q3	erythrocytes		
Q53FA7	erythrocytes		
Q53FT3	erythrocytes		
Q53GL7	erythrocytes		
Q53GQ0	erythrocytes		
Q53H82	erythrocytes		
Q53H96	erythrocytes		
Q53R41	erythrocytes		
Q53T94	erythrocytes		
Q53TN4	erythrocytes		
Q562E7	erythrocytes		
Q562R1	erythrocytes		
Q58FF6	erythrocytes		
Q58FF8	erythrocytes		
Q58WW2	erythrocytes		
Q5BJD5	erythrocytes		
Q5BJE1	erythrocytes		
Q5BJH7	erythrocytes		
Q5D862	erythrocytes		
Q5H9R4	erythrocytes		
Q5H9R7	erythrocytes		
Q5H9T9	erythrocytes		
Q5HYI8	erythrocytes		
Q5HYK7	erythrocytes		
Q5JR98	erythrocytes		
Q5JS54	erythrocytes		
Q5JSH3	erythrocytes		
Q5JSL3	erythrocytes		
Q5JTH9	erythrocytes		
Q5JU69	erythrocytes		
Q5JX71	erythrocytes		
Q5QJ38	erythrocytes		
Q5QJ74	erythrocytes		
Q5R372	erythrocytes		
Q5R3I4	erythrocytes		
Q5SZB4	erythrocytes		
Q5T0D9	erythrocytes		
Q5T0T0	erythrocytes		
Q5T1M5	erythrocytes		
Q5T1R4	erythrocytes		
Q5T2T1	erythrocytes		
Q5T3F8	erythrocytes		
Q5T3U5	erythrocytes		
Q5T447	erythrocytes		
Q5T4F4	erythrocytes		
Q5T4S7	erythrocytes		
Q5T6V5	erythrocytes		
Q5T6X5	erythrocytes		
Q5T749	erythrocytes		
Q5T750	erythrocytes		
Q5TA77	erythrocytes		
Q5TAQ9	erythrocytes		
Q5TC63	erythrocytes		
Q5TCY1	erythrocytes		
Q5TDH0	erythrocytes		
Q5VST6	erythrocytes		
Q5VV17	erythrocytes		
Q5VV41	erythrocytes		
Q5VVQ6	erythrocytes		
Q5VW32	erythrocytes		
Q5VW36	erythrocytes		
Q5VWZ2	erythrocytes		
Q5VYK3	erythrocytes		
Q5VYM1	erythrocytes		
Q5W0Q7	erythrocytes		
Q5W0Z9	erythrocytes		
Q5W111	erythrocytes		
Q5XPI4	erythrocytes		
Q63HN8	erythrocytes		
Q658P3	erythrocytes		
Q66K74	erythrocytes		
Q68CZ1	erythrocytes		
Q68D91	erythrocytes		
Q68DQ2	erythrocytes		
Q68EM7	erythrocytes		
Q69YN4	erythrocytes		
Q6AHZ1	erythrocytes		
Q6AI08	erythrocytes		
Q6B0K9	erythrocytes		
Q6DD88	erythrocytes		
Q6DN12	erythrocytes		
Q6DN90	erythrocytes		
Q6EMK4	plasma		
Q6FI13	erythrocytes		
Q6FI81	erythrocytes		
Q6GMV2	erythrocytes		
Q6GMV3	erythrocytes		
Q6IA69	erythrocytes		
Q6IAA8	erythrocytes		
Q6IAN0	erythrocytes		
Q6IBS0	erythrocytes		
Q6ICG6	erythrocytes		
Q6ICL3	erythrocytes		
Q6IQ20	erythrocytes		
Q6IQ22	erythrocytes		
Q6L8Q7	erythrocytes		
Q6N021	erythrocytes		
Q6NUQ1	erythrocytes		
Q6NXT1	erythrocytes		
Q6NXT6	erythrocytes		
Q6NYC1	erythrocytes		
Q6P179	erythrocytes		
Q6P1A2	erythrocytes		
Q6P1M0	erythrocytes		
Q6P1N0	erythrocytes		
Q6P1N9	erythrocytes		
Q6P2E9	erythrocytes		
Q6P387	plasma		
Q6P3W7	erythrocytes		
Q6PCE3	erythrocytes		
Q6PGP7	erythrocytes		
Q6PIU2	erythrocytes		
Q6PKG0	erythrocytes		
Q6QEF8	erythrocytes		
Q6R327	erythrocytes		
Q6RW13	erythrocytes		
Q6S8J3	erythrocytes		
Q6UB35	erythrocytes		
Q6UW02	erythrocytes		
Q6UW68	erythrocytes		
Q6UWP2	erythrocytes		
Q6UWP7	erythrocytes		
Q6UWP8	erythrocytes		
Q6UXB8	plasma		
Q6VN20	erythrocytes		
Q6XQN6	erythrocytes		
Q6ZMI0	erythrocytes		
Q6ZQQ6	erythrocytes		
Q6ZRP7	erythrocytes		
Q6ZT21	erythrocytes		
Q6ZTQ4	erythrocytes		
Q6ZUJ8	erythrocytes		
Q6ZUX7	erythrocytes		
Q6ZV73	erythrocytes		
Q6ZVL6	erythrocytes		
Q6ZVX7	erythrocytes		
Q6ZWT7	erythrocytes		
Q709C8	erythrocytes		
Q70CQ2	erythrocytes		
Q70IA8	erythrocytes		
Q70UQ0	erythrocytes		
Q71RC9	erythrocytes		
Q76LX8	plasma		
Q7KYR7	erythrocytes		
Q7KZ85	plasma		
Q7KZF4	erythrocytes		
Q7KZI7	erythrocytes		
Q7L2H7	erythrocytes		
Q7L576	erythrocytes		
Q7L590	erythrocytes		
Q7L5D6	erythrocytes		
Q7L5N1	erythrocytes		
Q7L5Y1	erythrocytes		
Q7L5Y9	erythrocytes		
Q7L7X3	erythrocytes		
Q7L9B9	erythrocytes		
Q7L9L4	erythrocytes		
Q7LBR1	erythrocytes		
Q7RTP6	erythrocytes		
Q7Z2H8	erythrocytes		
Q7Z2K6	erythrocytes		
Q7Z2W4	erythrocytes		
Q7Z3C6	erythrocytes		
Q7Z3J2	erythrocytes		
Q7Z3U7	erythrocytes		
Q7Z403	erythrocytes		
Q7Z406	erythrocytes		
Q7Z429	erythrocytes		
Q7Z478	erythrocytes		
Q7Z4H3	erythrocytes		
Q7Z4H8	erythrocytes		
Q7Z4Q2	erythrocytes		
Q7Z4W1	erythrocytes		
Q7Z5G4	erythrocytes		
Q7Z5M5	erythrocytes		
Q7Z628	erythrocytes		
Q7Z6L1	erythrocytes		
Q7Z6Z7	erythrocytes		
Q7Z7A1	erythrocytes		
Q7Z7H5	erythrocytes		
Q7Z7N9	erythrocytes		
Q86SK9	erythrocytes		
Q86SX6	erythrocytes		
Q86T03	erythrocytes		
Q86TI2	erythrocytes		
Q86TP1	erythrocytes		
Q86UX7	erythrocytes		
Q86V81	erythrocytes		
Q86V85	erythrocytes		
Q86VN1	erythrocytes		
Q86VP6	erythrocytes		
Q86VR2	erythrocytes		
Q86VX9	erythrocytes		
Q86WI3	erythrocytes		
Q86WQ0	erythrocytes		
Q86X10	erythrocytes		
Q86X55	erythrocytes		
Q86X76	erythrocytes		
Q86XH1	erythrocytes		
Q86Y82	erythrocytes		
Q86YN1	erythrocytes		
Q86YS7	erythrocytes		
Q86YZ3	erythrocytes		
Q8IU68	erythrocytes		
Q8IUI8	erythrocytes		
Q8IUR0	erythrocytes		
Q8IUR5	erythrocytes		
Q8IUR7	erythrocytes		
Q8IUW5	erythrocytes		
Q8IVU9	erythrocytes		
Q8IW45	erythrocytes		
Q8IWA5	erythrocytes		
Q8IWB7	erythrocytes		
Q8IWB9	erythrocytes		
Q8IWT3	erythrocytes		
Q8IWT6	erythrocytes		
Q8IXJ6	erythrocytes		
Q8IXQ3	erythrocytes		
Q8IY17	erythrocytes		
Q8IY33	erythrocytes		
Q8IYB7	erythrocytes		
Q8IYS2	erythrocytes		
Q8IYT4	erythrocytes		
Q8IYU2	erythrocytes		
Q8IZ07	erythrocytes		
Q8IZ21	erythrocytes		
Q8IZ81	erythrocytes		
Q8IZ83	erythrocytes		
Q8IZD9	erythrocytes		
Q8IZN3	erythrocytes		
Q8IZQ1	erythrocytes		
Q8IZY2	erythrocytes		
Q8N0U8	erythrocytes		
Q8N0W3	erythrocytes		
Q8N114	erythrocytes		
Q8N122	erythrocytes		
Q8N129	erythrocytes		
Q8N138	erythrocytes		
Q8N1G4	erythrocytes		
Q8N1S5	erythrocytes		
Q8N2C7	erythrocytes		
Q8N2U9	erythrocytes		
Q8N370	erythrocytes		
Q8N3D4	erythrocytes		
Q8N3F0	erythrocytes		
Q8N3Y1	erythrocytes		
Q8N442	erythrocytes		
Q8N4A0	erythrocytes		
Q8N4C8	erythrocytes		
Q8N4P3	erythrocytes		
Q8N4S9	erythrocytes		
Q8N4V1	erythrocytes		
Q8N5K1	erythrocytes		
Q8N5M9	erythrocytes		
Q8N720	erythrocytes		
Q8N752	erythrocytes		
Q8N766	erythrocytes		
Q8N9F7	erythrocytes		
Q8N9N7	erythrocytes		
Q8NA23	erythrocytes		
Q8NAA5	erythrocytes		
Q8NAT1	erythrocytes		
Q8NB15	erythrocytes		
Q8NB25	erythrocytes		
Q8NB37	erythrocytes		
Q8NB49	erythrocytes		
Q8NBF2	erythrocytes		
Q8NBI5	erythrocytes		
Q8NBI6	erythrocytes		
Q8NBJ5	erythrocytes		
Q8NBJ7	erythrocytes		
Q8NBK3	erythrocytes		
Q8NBL1	erythrocytes		
Q8NBM8	erythrocytes		
Q8NBP7	plasma		
Q8NBQ5	erythrocytes		
Q8NBS9	erythrocytes		
Q8NBX0	erythrocytes		
Q8NC44	erythrocytes		
Q8NC51	erythrocytes		
Q8NC56	erythrocytes		
Q8NC96	erythrocytes		
Q8NCD3	erythrocytes		
Q8NCG7	erythrocytes		
Q8NCL4	erythrocytes		
Q8NCT1	erythrocytes		
Q8NCW5	erythrocytes		
Q8ND76	erythrocytes		
Q8NDC0	erythrocytes		
Q8NDH3	erythrocytes		
Q8NDI1	erythrocytes		
Q8NE71	erythrocytes		
Q8NEB9	erythrocytes		
Q8NEN9	erythrocytes		
Q8NEV8	erythrocytes		
Q8NEW0	erythrocytes		
Q8NEZ3	erythrocytes		
Q8NF67	erythrocytes		
Q8NFU3	erythrocytes		
Q8NG06	erythrocytes		
Q8NGR2	erythrocytes		
Q8NH50	erythrocytes		
Q8NHG7	erythrocytes		
Q8NHH9	erythrocytes		
Q8NHM5	erythrocytes		
Q8NHP6	erythrocytes		
Q8NHY3	erythrocytes		
Q8NI22	erythrocytes		
Q8TAC1	erythrocytes		
Q8TAF3	erythrocytes		
Q8TAT6	erythrocytes		
Q8TAV4	erythrocytes		
Q8TAX7	erythrocytes		
Q8TBC4	erythrocytes		
Q8TBE9	erythrocytes		
Q8TBF2	erythrocytes		
Q8TBN0	erythrocytes		
Q8TBQ9	erythrocytes		
Q8TBZ3	erythrocytes		
Q8TC12	erythrocytes		
Q8TCA0	erythrocytes		
Q8TCD5	erythrocytes		
Q8TCT1	erythrocytes		
Q8TCT8	erythrocytes		
Q8TCT9	erythrocytes		
Q8TCU6	erythrocytes		
Q8TDB8	erythrocytes		
Q8TDC3	erythrocytes		
Q8TDQ7	erythrocytes		
Q8TDW7	erythrocytes		
Q8TEA8	erythrocytes		
Q8TEB1	erythrocytes		
Q8TEB9	erythrocytes		
Q8TEH3	erythrocytes		
Q8TEQ6	erythrocytes		
Q8TEX9	erythrocytes		
Q8TF05	erythrocytes		
Q8TF66	erythrocytes		
Q8TF71	erythrocytes		
Q8TF72	erythrocytes		
Q8WU76	erythrocytes		
Q8WUA2	erythrocytes		
Q8WUD1	erythrocytes		
Q8WUM4	erythrocytes		
Q8WUR7	erythrocytes		
Q8WUX2	erythrocytes		
Q8WUY1	erythrocytes		
Q8WV19	erythrocytes		
Q8WVJ2	erythrocytes		
Q8WVM8	erythrocytes		
Q8WVT3	erythrocytes		
Q8WVV4	erythrocytes		
Q8WW12	erythrocytes		
Q8WW22	erythrocytes		
Q8WWI1	erythrocytes		
Q8WWI5	erythrocytes		
Q8WXC6	erythrocytes		
Q8WXG9	erythrocytes		
Q8WXX5	erythrocytes		
Q8WYN0	erythrocytes		
Q8WZ42	erythrocytes		
Q8WZ73	erythrocytes		
Q8WZA0	erythrocytes		
Q8WZA9	erythrocytes		
Q92482	erythrocytes		
Q92485	erythrocytes		
Q92504	erythrocytes		
Q92508	erythrocytes		
Q92526	erythrocytes		
Q92530	erythrocytes		
Q92538	erythrocytes		
Q92539	erythrocytes		
Q92542	erythrocytes		
Q92544	erythrocytes		
Q92562	erythrocytes		
Q92581	erythrocytes		
Q92598	erythrocytes		
Q92599	erythrocytes		
Q92609	erythrocytes		
Q92614	erythrocytes		
Q92619	erythrocytes		
Q92620	erythrocytes		
Q92643	erythrocytes		
Q92685	erythrocytes		
Q92688	erythrocytes		
Q92696	erythrocytes		
Q92734	erythrocytes		
Q92738	erythrocytes		
Q92747	erythrocytes		
Q92750	erythrocytes		
Q92783	erythrocytes		
Q92796	erythrocytes		
Q92797	erythrocytes		
Q92800	erythrocytes		
Q92804	erythrocytes		
Q92817	erythrocytes		
Q92820	plasma		
Q92835	erythrocytes		
Q92841	erythrocytes		
Q92878	erythrocytes		
Q92882	erythrocytes		
Q92890	erythrocytes		
Q92905	erythrocytes		
Q92930	erythrocytes		
Q92954	plasma		
Q92973	erythrocytes		
Q92985	erythrocytes		
Q92990	erythrocytes		
Q93008	erythrocytes		
Q93009	erythrocytes		
Q93034	erythrocytes		
Q93045	erythrocytes		
Q93050	erythrocytes		
Q93070	erythrocytes		
Q93084	erythrocytes		
Q93100	erythrocytes		
Q969E2	erythrocytes		
Q969G3	erythrocytes		
Q969H8	erythrocytes		
Q969M3	erythrocytes		
Q969R2	erythrocytes		
Q969T9	erythrocytes		
Q969U7	erythrocytes		
Q969V3	erythrocytes		
Q969V4	erythrocytes		
Q969X1	erythrocytes		
Q969X5	erythrocytes		
Q969Z3	erythrocytes		
Q96A33	erythrocytes		
Q96A49	erythrocytes		
Q96A65	erythrocytes		
Q96AA3	erythrocytes		
Q96AB3	erythrocytes		
Q96AG4	erythrocytes		
Q96AJ1	erythrocytes		
Q96AJ9	erythrocytes		
Q96AT9	erythrocytes		
Q96AY4	erythrocytes		
Q96AZ6	erythrocytes		
Q96B36	erythrocytes		
Q96BI3	erythrocytes		
Q96BJ3	erythrocytes		
Q96BM9	erythrocytes		
Q96BN8	erythrocytes		
Q96BT3	erythrocytes		
Q96BW5	erythrocytes		
Q96CD2	erythrocytes		
Q96CN7	erythrocytes		
Q96CP7	erythrocytes		
Q96CS3	erythrocytes		
Q96CT7	erythrocytes		
Q96CV9	erythrocytes		
Q96CV9	plasma		
Q96CW1	erythrocytes		
Q96D71	erythrocytes		
Q96DD7	erythrocytes		
Q96DG6	erythrocytes		
Q96DT5	erythrocytes		
Q96DX4	erythrocytes		
Q96DY2	erythrocytes		
Q96EC8	erythrocytes		
Q96EK7	erythrocytes		
Q96EP5	erythrocytes		
Q96F05	erythrocytes		
Q96F24	erythrocytes		
Q96F85	erythrocytes		
Q96FJ2	erythrocytes		
Q96FN9	erythrocytes		
Q96FV2	erythrocytes		
Q96FW1	erythrocytes		
Q96FZ7	erythrocytes		
Q96G03	erythrocytes		
Q96GD0	erythrocytes		
Q96GG9	erythrocytes		
Q96GK7	erythrocytes		
Q96GX9	erythrocytes		
Q96GZ6	erythrocytes		
Q96H79	erythrocytes		
Q96HR9	erythrocytes		
Q96HY6	erythrocytes		
Q96IG2	erythrocytes		
Q96IJ6	erythrocytes		
Q96IK0	erythrocytes		
Q96IU4	erythrocytes		
Q96IV0	erythrocytes		
Q96IW7	erythrocytes		
Q96IY4	plasma		
Q96J92	erythrocytes		
Q96JC1	erythrocytes		
Q96JF6	erythrocytes		
Q96JH7	erythrocytes		
Q96JJ7	erythrocytes		
Q96K17	erythrocytes		
Q96K31	erythrocytes		
Q96K76	erythrocytes		
Q96KG9	erythrocytes		
Q96KN2	plasma		
Q96KP1	erythrocytes		
Q96KP4	erythrocytes		
Q96L94	erythrocytes		
Q96LD8	erythrocytes		
Q96M27	erythrocytes		
Q96MC5	erythrocytes		
Q96MN5	erythrocytes		
Q96MV1	erythrocytes		
Q96N06	erythrocytes		
Q96N21	erythrocytes		
Q96NA2	erythrocytes		
Q96NT3	erythrocytes		
Q96NW7	erythrocytes		
Q96P70	erythrocytes		
Q96PD5	plasma		
Q96PL5	erythrocytes		
Q96PU5	erythrocytes		
Q96Q45	erythrocytes		
Q96QK1	erythrocytes		
Q96QR8	erythrocytes		
Q96RD7	erythrocytes		
Q96RL7	erythrocytes		
Q96RQ1	erythrocytes		
Q96RS6	erythrocytes		
Q96RT1	erythrocytes		
Q96S52	erythrocytes		
Q96S97	erythrocytes		
Q96S99	erythrocytes		
Q96T51	erythrocytes		
Q96T66	erythrocytes		
Q96T76	erythrocytes		
Q96TA1	erythrocytes		
Q96TC7	erythrocytes		
Q99436	erythrocytes		
Q99442	erythrocytes		
Q99460	erythrocytes		
Q99471	erythrocytes		
Q99497	erythrocytes		
Q99536	erythrocytes		
Q99547	erythrocytes		
Q99549	erythrocytes		
Q99570	erythrocytes		
Q99572	erythrocytes		
Q99575	erythrocytes		
Q99598	erythrocytes		
Q99613	erythrocytes		
Q99618	erythrocytes		
Q99623	erythrocytes		
Q99627	erythrocytes		
Q99698	erythrocytes		
Q99712	erythrocytes		
Q99720	erythrocytes		
Q99729	erythrocytes		
Q99733	erythrocytes		
Q99735	erythrocytes		
Q99741	erythrocytes		
Q99747	erythrocytes		
Q99755	erythrocytes		
Q99784	plasma		
Q99805	erythrocytes		
Q99808	erythrocytes		
Q99816	erythrocytes		
Q99828	erythrocytes		
Q99829	erythrocytes		
Q99832	erythrocytes		
Q99873	erythrocytes		
Q99880	erythrocytes		
Q99933	erythrocytes		
Q99943	erythrocytes		
Q99952	erythrocytes		
Q99963	erythrocytes		
Q99969	erythrocytes		
Q99969	plasma		
Q99973	erythrocytes		
Q9BPX3	erythrocytes		
Q9BPY8	erythrocytes		
Q9BPZ7	erythrocytes		
Q9BQA1	erythrocytes		
Q9BRA2	erythrocytes		
Q9BRB3	erythrocytes		
Q9BRF8	erythrocytes		
Q9BRG1	erythrocytes		
Q9BRP4	erythrocytes		
Q9BRP8	erythrocytes		
Q9BRR6	erythrocytes		
Q9BRT2	erythrocytes		
Q9BRZ2	erythrocytes		
Q9BS26	erythrocytes		
