# GENERATED by match.py. DO NOT EDIT BY HAND.
# generated = 2026-09-19T01:21:41Z
# Match Rate version = 1.0
# formula = M1 (D87), docs/formula.md 'Match Rate'; primary reference = skeletal_muscle_protein_with_non_protein_metabolite_pools
# input.config = config/match_rate.ini sha256 f1fe894b4ab9a9876bbb4b1fcbad73a45f4c6211ee9718d272dea6f658ca24bf
# input.symbols = data/iupac/amino_acid_symbols.ini sha256 380d3d047c0f67df507df76a4cdd51f1b7fcde30ce050c7975b947884f8a8f0e
# input.usda_foods = outputs/usda/amino_acids_per_food.tsv sha256 c99df4b9f16a1ee722461b25563658e2665aaa45acadc37a971f7f46d5b49579
# input.other_sources = config/food_amino_acids_other_sources.csv sha256 c75262d6098376c55d0f4bf38e176c5793357d28d24958ab394813c26ddb6696
# input.reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv sha256 550dece6515abc11e21096616e7446fdf4c836134beaf5b2bbba516136e90db7
# input.reference.skeletal_muscle_protein = outputs/standard/_calculated_amino_acid_standard.tsv sha256 a378ac611584c370ed4fdb18d705ab6e94f0d05943bc9b9b3dbe5fa4567a3b87
# input.reference.gorissen_2018_human_muscle = config/gorissen_2018_comparison.ini sha256 8fe77d578b408361750c0a2e67c2a657c5af42e934c3f731b09659908074a701
# input.scored_set.fao_2013_indispensable = config/fao_2013_indispensable_amino_acids.ini sha256 ab2eccf9d1dbc559e0fa37a8d214b388ed65e04a062c85d2a7167d1b8e113644
# reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = skeletal muscle protein + non-protein metabolite pools (carnosine), fiber-type mix | outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv column standard_with_non_protein_metabolite_pools | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.5676, I 5.4316, L 8.4, K 9.4417, M 2.6557, F 4.0278, T 5.0653, W 1.541, V 5.9265
# reference.skeletal_muscle_protein = skeletal muscle protein (protein only), fiber-type mix | outputs/standard/_calculated_amino_acid_standard.tsv column standard | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.2267, I 5.4506, L 8.4293, K 9.4748, M 2.6649, F 4.0419, T 5.0831, W 1.5464, V 5.9473
# reference.gorissen_2018_human_muscle = Gorissen et al. 2018, Table 1, human muscle, g per 100 g raw material (the original Match Rate reference) | config/gorissen_2018_comparison.ini [values.human_muscle] | scored set gorissen_2018_essential (TMFHKVIL) | values: T 2.9, M 1.7, F 3.8, H 2.8, K 6.6, V 4.3, I 3.4, L 6.3
# every scored food under reference skeletal_muscle_protein, best first; ties by description
rank	source	source_detail	food_id	description	match_rate_percent	limiting_amino_acid	protein_g_per_100g
2230	usda	sr_legacy_food 2018-04	169313	Asparagus, cooked, boiled, drained, with salt	71.3436	K	2.4
2231	usda	sr_legacy_food 2018-04	171558	Soup, turkey, chunky, canned, ready-to-serve	71.3423	W	4.33
2232	usda	sr_legacy_food 2018-04	170502	Tomatoes, orange, raw	71.3370	M	1.16
2233	usda	sr_legacy_food 2018-04	168524	Collards, frozen, chopped, cooked, boiled, drained, with salt	71.3314	K	2.97
2234	usda	sr_legacy_food 2018-04	169996	Collards, frozen, chopped, cooked, boiled, drained, without salt	71.3314	K	2.97
2235	usda	sr_legacy_food 2018-04	169289	Squash, summer, scallop, raw	71.2989	T	1.2
2236	usda	sr_legacy_food 2018-04	169384	Tomatoes, sun-dried, packed in oil, drained	71.2958	M	5.06
2237	usda	sr_legacy_food 2018-04	172200	Cheese sauce, prepared from recipe	71.2933	T	10.33
2238	usda	sr_legacy_food 2018-04	174251	Fish, roughy, orange, cooked, dry heat	71.2839	W	22.64
2239	usda	sr_legacy_food 2018-04	168469	Squash, summer, zucchini, includes skin, frozen, unprepared	71.2209	T	1.16
2240	usda	sr_legacy_food 2018-04	170941	Babyfood, vegetables, spinach, creamed, strained	71.2204	K	2.5
2241	usda	sr_legacy_food 2018-04	170047	Potato puffs, frozen, unprepared	71.2007	M	1.93
2242	usda	sr_legacy_food 2018-04	169373	Peppers, sweet, red, freeze-dried	71.1407	M	17.9
2243	usda	sr_legacy_food 2018-04	174951	Cookies, fudge, cake-type (includes trolley cakes)	71.1227	K	5
2244	usda	sr_legacy_food 2018-04	168570	Peppers, hot chile, sun-dried	71.1045	M	10.58
2245	usda	sr_legacy_food 2018-04	173287	PAPA JOHN'S 14" Cheese Pizza, Thin Crust	71.0903	K	12.29
2246	usda	sr_legacy_food 2018-04	174934	Cake, chocolate, commercially prepared with chocolate frosting, in-store bakery	71.0881	K	3.48
2247	usda	sr_legacy_food 2018-04	172699	Cake, coffeecake, cheese	71.0102	K	7
2248	usda	sr_legacy_food 2018-04	173491	Babyfood, dinner, macaroni and tomato and beef, junior	70.9822	M	2.5
2249	usda	sr_legacy_food 2018-04	172041	PIZZA HUT 12" Cheese Pizza, Pan Crust	70.9664	K	11.73
2250	usda	sr_legacy_food 2018-04	174573	Mortadella, beef, pork	70.9559	W	16.37
2251	usda	sr_legacy_food 2018-04	170209	Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0" fat, choice, cooked	70.9462	W	29.51
2252	usda	sr_legacy_food 2018-04	173281	PIZZA HUT 12" Super Supreme Pizza, Hand-Tossed Crust	70.9271	W	10.9
2253	usda	sr_legacy_food 2018-04	169013	T.G.I. FRIDAY'S, chicken fingers, from kids' menu	70.9069	T	18.11
2254	usda	sr_legacy_food 2018-04	170497	Peppers, hot chili, green, raw	70.8864	M	2
2255	usda	sr_legacy_food 2018-04	170106	Peppers, hot chili, red, raw	70.8864	M	1.87
2256	usda	sr_legacy_food 2018-04	168523	Collards, cooked, boiled, drained, with salt	70.8864	M	2.71
2257	usda	sr_legacy_food 2018-04	170407	Collards, cooked, boiled, drained, without salt	70.8864	M	2.71
2258	usda	sr_legacy_food 2018-04	170918	Spices, caraway seed	70.8561	K	19.77
2259	usda	sr_legacy_food 2018-04	168567	Tomatoes, sun-dried	70.8498	M	14.11
2260	usda	sr_legacy_food 2018-04	170048	Potato puffs, frozen, oven-heated	70.8426	M	2.13
2261	usda	sr_legacy_food 2018-04	168591	Seeds, lotus seeds, raw	70.7623	M	4.13
2262	usda	sr_legacy_food 2018-04	170606	Sausage, beef, cured, cooked, smoked	70.7088	W	14.11
2263	usda	sr_legacy_food 2018-04	169291	Squash, summer, zucchini, includes skin, raw	70.7080	T	1.21
2264	usda	sr_legacy_food 2018-04	170008	Onions, sweet, raw	70.6975	I	0.8
2265	usda	sr_legacy_food 2018-04	174014	Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0" fat, choice, raw	70.6292	W	21.34
2266	usda	sr_legacy_food 2018-04	174278	Soy sauce made from soy (tamari)	70.6238	M	10.51
2267	usda	sr_legacy_food 2018-04	168850	Snacks, beef sticks, smoked	70.6125	W	21.5
2268	usda	sr_legacy_food 2018-04	172956	Bratwurst, beef and pork, smoked	70.5853	W	12.2
2269	usda	sr_legacy_food 2018-04	171617	Sausage, Berliner, pork, beef	70.5853	W	15.27
2270	usda	sr_legacy_food 2018-04	172954	Sausage, Polish, pork and beef, smoked	70.5853	W	12.07
2271	usda	sr_legacy_food 2018-04	170199	Beef, cured, corned beef, brisket, raw	70.5824	W	14.68
2272	usda	sr_legacy_food 2018-04	170693	Fast foods, hamburger; single, regular patty; plain	70.5739	K	16.52
2273	usda	sr_legacy_food 2018-04	168511	Broccoli, frozen, chopped, cooked, boiled, drained, with salt	70.5452	M	3.1
2274	usda	sr_legacy_food 2018-04	169969	Broccoli, frozen, chopped, cooked, boiled, drained, without salt	70.5452	M	3.1
2275	usda	sr_legacy_food 2018-04	168512	Broccoli, frozen, spears, cooked, boiled, drained, with salt	70.5452	M	3.1
2276	usda	sr_legacy_food 2018-04	170380	Broccoli, frozen, spears, cooked, boiled, drained, without salt	70.5452	M	3.1
2277	usda	sr_legacy_food 2018-04	171162	Soup, chunky beef, canned, ready-to-serve	70.5427	W	3.97
2278	usda	sr_legacy_food 2018-04	170197	Beef, cured, breakfast strips, raw or unheated	70.5209	W	12.5
2279	usda	sr_legacy_food 2018-04	170602	Beef, cured, corned beef, canned	70.4978	W	27.1
2280	usda	sr_legacy_food 2018-04	175207	Chili with beans, canned	70.4881	M	6.12
2281	usda	sr_legacy_food 2018-04	171533	Turkey, retail parts, thigh, meat and skin, raw	70.4725	V	19.54
2282	usda	foundation_food 2026-04	790508	Butter, stick, salted	70.4617	I	
2283	usda	sr_legacy_food 2018-04	172935	Salami, cooked, beef	70.4488	W	12.6
2284	usda	sr_legacy_food 2018-04	170042	Potatoes, mashed, dehydrated, prepared from granules with milk, water and margarine added	70.4208	K	2.13
2285	usda	sr_legacy_food 2018-04	174757	Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0" fat, all grades, raw	70.4188	W	20.95
2286	usda	sr_legacy_food 2018-04	170109	Peppers, sweet, green, cooked, boiled, drained, with salt	70.4148	M	0.92
2287	usda	sr_legacy_food 2018-04	170428	Peppers, sweet, green, cooked, boiled, drained, without salt	70.4148	M	0.92
2288	usda	sr_legacy_food 2018-04	170515	Peppers, sweet, red, cooked, boiled, drained, with salt	70.4148	M	0.92
2289	usda	sr_legacy_food 2018-04	170110	Peppers, sweet, red, cooked, boiled, drained, without salt	70.4148	M	0.92
2290	usda	sr_legacy_food 2018-04	170487	Squash, summer, all varieties, raw	70.4093	T	1.21
2291	usda	sr_legacy_food 2018-04	170198	Beef, cured, breakfast strips, cooked	70.4068	W	31.3
2292	usda	sr_legacy_food 2018-04	172959	Pastrami, beef, 98% fat-free	70.4014	W	19.6
2293	usda	sr_legacy_food 2018-04	170514	Peas and onions, frozen, cooked, boiled, drained, with salt	70.4008	W	2.54
2294	usda	sr_legacy_food 2018-04	170021	Peas and onions, frozen, cooked, boiled, drained, without salt	70.4008	W	2.54
2295	usda	sr_legacy_food 2018-04	169461	Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0" fat, USDA select, cooked, broiled	70.3930	W	24.47
2296	usda	sr_legacy_food 2018-04	171661	Cereals, oats, instant, fortified, plain, dry	70.3866	K	11.92
2297	usda	sr_legacy_food 2018-04	174587	Luncheon sausage, pork and beef	70.3703	W	15.38
2298	usda	sr_legacy_food 2018-04	170149	Seeds, lotus seeds, dried	70.3677	M	15.41
2299	usda	sr_legacy_food 2018-04	170044	Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil	70.3574	M	2.65
2300	usda	sr_legacy_food 2018-04	171528	Turkey, retail parts, breast, meat and skin, raw	70.2921	V	21.88
2301	usda	sr_legacy_food 2018-04	169466	Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0" fat, USDA select, cooked, broiled	70.2560	W	24.38
2302	usda	sr_legacy_food 2018-04	169459	Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, broiled	70.2201	W	23.96
2303	usda	sr_legacy_food 2018-04	174882	Veal, external fat only, raw	70.2105	W	8.85
2304	usda	sr_legacy_food 2018-04	170331	BURGER KING, Original Chicken Sandwich	70.2049	T	12.14
2305	usda	sr_legacy_food 2018-04	169465	Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0" fat, USDA choice, cooked, broiled	70.2025	W	24.05
2306	usda	sr_legacy_food 2018-04	171529	Turkey, retail parts, breast, meat and skin, cooked, roasted	70.1943	V	29.01
2307	usda	sr_legacy_food 2018-04	170299	Fast foods, submarine sandwich, tuna on white bread with lettuce and tomato	70.1677	W	12.33
2308	usda	sr_legacy_food 2018-04	170316	SUBWAY, tuna sub on white bread with lettuce and tomato	70.1677	W	12.33
2309	usda	sr_legacy_food 2018-04	168274	Pork, fresh, variety meats and by-products, pancreas, cooked, braised	70.1605	M	28.5
2310	usda	sr_legacy_food 2018-04	170846	Cheese, mozzarella, whole milk, low moisture	70.1502	T	21.6
2311	usda	sr_legacy_food 2018-04	168559	Pimento, canned	70.1480	M	1.1
2312	usda	sr_legacy_food 2018-04	169460	Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0" fat, USDA choice, cooked, broiled	70.1451	W	23.61
2313	usda	sr_legacy_food 2018-04	171135	Turkey, retail parts, drumstick, meat and skin, cooked, roasted	70.1444	V	28.21
2314	usda	sr_legacy_food 2018-04	168273	Pork, fresh, variety meats and by-products, pancreas, raw	70.1385	M	18.56
2315	usda	sr_legacy_food 2018-04	170847	Cheese, mozzarella, part skim milk	70.1308	T	24.26
2316	usda	sr_legacy_food 2018-04	175167	Fish, salmon, Atlantic, farmed, raw	70.1078	W	20.42
2317	usda	sr_legacy_food 2018-04	172782	Pie, coconut custard, commercially prepared	70.0967	K	5.9
2318	usda	sr_legacy_food 2018-04	174027	Beef, chuck, clod roast, separable lean and fat, trimmed to 0" fat, all grades, cooked, roasted	70.0798	W	25.7
2319	usda	sr_legacy_food 2018-04	174023	Beef, chuck, clod roast, separable lean and fat, trimmed to 0" fat, choice, cooked, roasted	70.0748	W	24.61
2320	usda	sr_legacy_food 2018-04	174550	Soup, cheese, canned, prepared with equal volume water	70.0645	T	2.19
2321	usda	sr_legacy_food 2018-04	174595	Bratwurst, veal, cooked	70.0643	W	13.99
2322	usda	sr_legacy_food 2018-04	169464	Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, broiled	70.0618	W	24.18
2323	usda	sr_legacy_food 2018-04	175033	Sweet rolls, cheese	70.0173	K	7.1
2324	usda	sr_legacy_food 2018-04	173827	Veal, rib, separable lean and fat, cooked, roasted	70.0035	W	23.96
2325	usda	sr_legacy_food 2018-04	168628	Beef, variety meats and by-products, lungs, raw	70.0009	W	16.2
2326	usda	sr_legacy_food 2018-04	174883	Veal, external fat only, cooked	69.9914	W	15.28
2327	usda	sr_legacy_food 2018-04	175284	Veal, shoulder, arm, separable lean only, cooked, roasted	69.9893	W	26.13
2328	usda	sr_legacy_food 2018-04	173837	Veal, shoulder, blade, separable lean and fat, cooked, roasted	69.9858	W	25.15
2329	usda	sr_legacy_food 2018-04	175266	Veal, composite of trimmed retail cuts, separable fat, raw	69.9789	W	6.02
2330	usda	sr_legacy_food 2018-04	173824	Veal, loin, separable lean and fat, cooked, braised	69.9704	W	30.19
2331	usda	sr_legacy_food 2018-04	175278	Veal, shoulder, whole (arm and blade), separable lean and fat, cooked, braised	69.9642	W	32.06
2332	usda	sr_legacy_food 2018-04	173839	Veal, shoulder, blade, separable lean only, cooked, braised	69.9632	W	32.66
2333	usda	sr_legacy_food 2018-04	173816	Veal, composite of trimmed retail cuts, separable lean and fat, cooked	69.9567	W	30.1
2334	usda	sr_legacy_food 2018-04	174884	Veal, seam fat only, raw	69.9562	W	12.53
2335	usda	sr_legacy_food 2018-04	174881	Veal, shoulder, blade chop, separable lean only, cooked, grilled	69.9554	W	27.33
2336	usda	sr_legacy_food 2018-04	174808	Soup, hot and sour, Chinese restaurant	69.9541	W	2.58
2337	usda	sr_legacy_food 2018-04	173833	Veal, shoulder, arm, separable lean and fat, raw	69.9527	W	19.34
2338	usda	sr_legacy_food 2018-04	173829	Veal, rib, separable lean only, cooked, braised	69.9508	W	34.44
2339	usda	sr_legacy_food 2018-04	171784	Beef, chuck, clod roast, separable lean and fat, trimmed to 0" fat, select, cooked, roasted	69.9469	W	27.3
2340	usda	sr_legacy_food 2018-04	175270	Veal, leg (top round), separable lean only, cooked, braised	69.9460	W	36.71
2341	usda	sr_legacy_food 2018-04	173830	Veal, rib, separable lean only, cooked, roasted	69.9453	W	25.76
2342	usda	sr_legacy_food 2018-04	171788	Beef, plate, outside skirt steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, broiled	69.9429	W	23.51
2343	usda	sr_legacy_food 2018-04	175281	Veal, shoulder, arm, separable lean and fat, cooked, roasted	69.9424	W	25.46
2344	usda	sr_legacy_food 2018-04	174024	Beef, loin, bottom sirloin butt, tri-tip steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, broiled	69.9358	W	29.97
2345	usda	sr_legacy_food 2018-04	172104	Egg rolls, chicken, refrigerated, heated	69.9351	K	10.44
2346	usda	sr_legacy_food 2018-04	175291	Veal, ground, cooked, broiled	69.9336	W	24.38
2347	usda	sr_legacy_food 2018-04	175289	Veal, cubed for stew (leg and shoulder), separable lean only, cooked, braised	69.9335	W	34.94
2348	usda	sr_legacy_food 2018-04	172647	Veal, seam fat only, cooked	69.9321	W	11.16
2349	usda	sr_legacy_food 2018-04	175283	Veal, shoulder, arm, separable lean only, cooked, braised	69.9284	W	35.73
2350	usda	sr_legacy_food 2018-04	171137	Turkey, retail parts, thigh, meat and skin, cooked, roasted	69.9274	V	23.95
2351	usda	sr_legacy_food 2018-04	173815	Veal, composite of trimmed retail cuts, separable lean and fat, raw	69.9269	W	19.35
2352	usda	sr_legacy_food 2018-04	173841	Veal, sirloin, separable lean only, cooked, braised	69.9244	W	33.96
2353	usda	sr_legacy_food 2018-04	172646	Veal, foreshank, osso buco, separable lean only, cooked, braised	69.9240	W	29.12
2354	usda	sr_legacy_food 2018-04	175273	Veal, loin, separable lean only, cooked, braised	69.9197	W	33.57
2355	usda	sr_legacy_food 2018-04	172650	Veal, loin, chop, separable lean and fat, cooked, grilled	69.9157	W	28.04
2356	usda	sr_legacy_food 2018-04	175275	Veal, rib, separable lean and fat, raw	69.9142	W	18.86
2357	usda	sr_legacy_food 2018-04	175272	Veal, leg (top round), separable lean only, cooked, pan-fried, not breaded	69.9097	W	33.17
2358	usda	sr_legacy_food 2018-04	174880	Veal, leg, top round, cap off, cutlet, boneless, cooked, grilled	69.9071	W	31.89
2359	usda	sr_legacy_food 2018-04	172695	Cake, angelfood, dry mix, prepared	69.9057	K	6.1
2360	usda	sr_legacy_food 2018-04	175282	Veal, shoulder, arm, separable lean only, raw	69.9056	W	20.04
2361	usda	sr_legacy_food 2018-04	169273	Pumpkin pie mix, canned	69.9053	M	1.09
2362	usda	sr_legacy_food 2018-04	173831	Veal, shoulder, whole (arm and blade), separable lean only, cooked, braised	69.9023	W	33.68
2363	usda	sr_legacy_food 2018-04	172968	Frankfurter, meat	69.9022	W	10.26
2364	usda	sr_legacy_food 2018-04	175265	Veal, composite of trimmed retail cuts, separable lean only, cooked	69.9019	W	31.9
2365	usda	sr_legacy_food 2018-04	172649	Veal, foreshank, osso buco, separable lean and fat, cooked, braised	69.9008	W	27.94
2366	usda	sr_legacy_food 2018-04	172780	Pie, cherry, commercially prepared	69.8921	K	2
2367	usda	sr_legacy_food 2018-04	174026	Beef, chuck, top blade, separable lean and fat, trimmed to 0" fat, all grades, cooked, broiled	69.8916	W	25.73
2368	usda	sr_legacy_food 2018-04	175286	Veal, sirloin, separable lean and fat, raw	69.8792	W	19.07
2369	usda	sr_legacy_food 2018-04	169372	Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and margarine added	69.8751	M	1.9
2370	usda	sr_legacy_food 2018-04	171405	Salad dressing, italian dressing, commercial, reduced fat	69.8635	K	0.39
2371	usda	sr_legacy_food 2018-04	174016	Beef, chuck, mock tender steak, separable lean only, trimmed to 0" fat, all grades, cooked, broiled	69.8617	W	25.9
2372	usda	sr_legacy_food 2018-04	173825	Veal, loin, separable lean and fat, cooked, roasted	69.8594	W	24.8
2373	usda	sr_legacy_food 2018-04	173818	Veal, leg (top round), separable lean and fat, cooked, braised	69.8592	W	36.16
2374	usda	sr_legacy_food 2018-04	175290	Veal, ground, raw	69.8560	W	18.58
2375	usda	sr_legacy_food 2018-04	171780	Beef, chuck, clod roast, separable lean only, trimmed to 1/4" fat, all grades, cooked, roasted	69.8536	W	26.36
2376	usda	sr_legacy_food 2018-04	171939	Beverages, Meal supplement drink, canned, peanut flavor	69.8485	T	3.5
2377	usda	sr_legacy_food 2018-04	168629	Beef, variety meats and by-products, lungs, cooked, braised	69.8464	W	20.4
2378	usda	sr_legacy_food 2018-04	175277	Veal, shoulder, whole (arm and blade), separable lean and fat, raw	69.8450	W	19.27
2379	usda	sr_legacy_food 2018-04	173822	Veal, leg (top round), separable lean only, cooked, roasted	69.8386	W	28.07
2380	usda	sr_legacy_food 2018-04	171061	Chicken, liver, all classes, cooked, simmered	69.8351	W	24.46
2381	usda	sr_legacy_food 2018-04	172644	Veal, loin, chop, separable lean only, cooked, grilled	69.8343	W	29.75
2382	usda	sr_legacy_food 2018-04	174022	Beef, chuck, top blade, separable lean and fat, trimmed to 0" fat, select, cooked, broiled	69.8338	W	25.67
2383	usda	sr_legacy_food 2018-04	172645	Veal, shank, separable lean only, raw	69.8256	W	19.77
2384	usda	sr_legacy_food 2018-04	173843	Veal, cubed for stew (leg and shoulder), separable lean only, raw	69.8236	W	20.27
2385	usda	sr_legacy_food 2018-04	173823	Veal, loin, separable lean and fat, raw	69.8227	W	20.07
2386	usda	sr_legacy_food 2018-04	171787	Beef, plate, inside skirt steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, broiled	69.8203	W	26.13
2387	usda	sr_legacy_food 2018-04	168744	Beef, plate, inside skirt steak, separable lean only, trimmed to 0" fat, all grades, cooked, broiled	69.8105	W	26.66
2388	usda	sr_legacy_food 2018-04	175276	Veal, rib, separable lean and fat, cooked, braised	69.8072	W	32.43
2389	usda	sr_legacy_food 2018-04	173826	Veal, loin, separable lean only, raw	69.8070	W	21.85
2390	usda	sr_legacy_food 2018-04	171783	Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0" fat, USDA choice, cooked, broiled	69.8069	W	25.73
2391	usda	sr_legacy_food 2018-04	172648	Veal, shank, separable lean and fat, raw	69.8019	W	19.28
2392	usda	sr_legacy_food 2018-04	173828	Veal, rib, separable lean only, raw	69.8015	W	19.97
2393	usda	sr_legacy_food 2018-04	168738	Beef, chuck, top blade, separable lean only, trimmed to 0" fat, choice, cooked, broiled	69.7964	W	26.11
2394	usda	sr_legacy_food 2018-04	173834	Veal, shoulder, arm, separable lean and fat, cooked, braised	69.7960	W	33.63
2395	usda	sr_legacy_food 2018-04	172606	Veal, Australian, shank, hind, bone-in, separable lean only, raw	69.7954	W	20.37
2396	usda	sr_legacy_food 2018-04	174432	Veal, Australian, shank, fore, bone-in, separable lean only, raw	69.7943	W	20.18
2397	usda	sr_legacy_food 2018-04	173820	Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded	69.7919	W	31.75
2398	usda	sr_legacy_food 2018-04	174018	Beef, chuck, clod roast, separable lean only, trimmed to 1/4" fat, all grades, raw	69.7908	W	19.63
2399	usda	sr_legacy_food 2018-04	173832	Veal, shoulder, whole (arm and blade), separable lean only, cooked, roasted	69.7905	W	25.81
2400	usda	sr_legacy_food 2018-04	169561	Beef, chuck, mock tender steak, separable lean only, trimmed to 0" fat, choice, cooked, broiled	69.7888	W	25.74
2401	usda	sr_legacy_food 2018-04	174394	Veal, breast, plate half, boneless, separable lean and fat, cooked, braised	69.7878	W	25.93
2402	usda	sr_legacy_food 2018-04	175279	Veal, shoulder, whole (arm and blade), separable lean and fat, cooked, roasted	69.7849	W	25.32
2403	usda	sr_legacy_food 2018-04	170526	Pumpkin, cooked, boiled, drained, with salt	69.7846	M	0.72
2404	usda	sr_legacy_food 2018-04	168449	Pumpkin, cooked, boiled, drained, without salt	69.7846	M	0.72
2405	usda	sr_legacy_food 2018-04	173821	Veal, leg (top round), separable lean and fat, cooked, roasted	69.7836	W	27.7
2406	usda	sr_legacy_food 2018-04	172567	Veal, breast, separable fat, cooked	69.7770	W	9.4
2407	usda	sr_legacy_food 2018-04	175287	Veal, sirloin, separable lean and fat, cooked, braised	69.7767	W	31.26
2408	usda	sr_legacy_food 2018-04	175280	Veal, shoulder, whole (arm and blade), separable lean only, raw	69.7752	W	19.79
2409	usda	sr_legacy_food 2018-04	172651	Veal, shoulder, blade chop, separable lean and fat, cooked, grilled	69.7740	W	25.72
2410	usda	sr_legacy_food 2018-04	174021	Beef, chuck, top blade, separable lean and fat, trimmed to 0" fat, choice, cooked, broiled	69.7707	W	25.77
2411	usda	sr_legacy_food 2018-04	171060	Chicken, liver, all classes, raw	69.7665	W	16.92
2412	usda	sr_legacy_food 2018-04	173836	Veal, shoulder, blade, separable lean and fat, cooked, braised	69.7661	W	31.26
2413	usda	sr_legacy_food 2018-04	171776	Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0" fat, select, raw	69.7646	W	22.03
2414	usda	sr_legacy_food 2018-04	175274	Veal, loin, separable lean only, cooked, roasted	69.7644	W	26.32
2415	usda	sr_legacy_food 2018-04	175268	Veal, leg (top round), separable lean and fat, raw	69.7591	W	20.98
2416	usda	sr_legacy_food 2018-04	173842	Veal, sirloin, separable lean only, cooked, roasted	69.7581	W	26.32
2417	usda	sr_legacy_food 2018-04	170208	Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0" fat, all grades, cooked	69.7572	W	29.9
2418	usda	sr_legacy_food 2018-04	168745	Beef, plate, outside skirt steak, separable lean only, trimmed to 0" fat, all grades, cooked, broiled	69.7520	W	24.18
2419	usda	sr_legacy_food 2018-04	169562	Beef, chuck, mock tender steak, separable lean only, trimmed to 0" fat, select, cooked, broiled	69.7488	W	26.13
2420	usda	sr_legacy_food 2018-04	174017	Beef, chuck, top blade, separable lean only, trimmed to 0" fat, all grades, cooked, broiled	69.7488	W	26.13
2421	usda	sr_legacy_food 2018-04	171455	Chicken, broilers or fryers, giblets, cooked, simmered	69.7478	W	27.15
2422	usda	sr_legacy_food 2018-04	172643	Veal, leg, top round, cap off, cutlet, boneless, raw	69.7477	W	22.07
2423	usda	sr_legacy_food 2018-04	175285	Veal, shoulder, blade, separable lean only, cooked, roasted	69.7443	W	25.64
2424	usda	sr_legacy_food 2018-04	174879	Veal, ground, cooked, pan-fried	69.7391	W	25.83
2425	usda	sr_legacy_food 2018-04	169553	Beef, chuck, clod roast, separable lean only, trimmed to 0" fat, choice, cooked, roasted	69.7357	W	25.95
2426	usda	sr_legacy_food 2018-04	174433	Veal, Australian, shank, fore, bone-in, separable lean and fat, raw	69.7347	W	19.58
2427	usda	sr_legacy_food 2018-04	174491	Chicken, liver, all classes, cooked, pan-fried	69.7327	W	25.78
2428	usda	sr_legacy_food 2018-04	175288	Veal, sirloin, separable lean and fat, cooked, roasted	69.7311	W	25.14
2429	usda	sr_legacy_food 2018-04	173817	Veal, composite of trimmed retail cuts, separable lean only, raw	69.7285	W	20.2
2430	usda	sr_legacy_food 2018-04	175269	Veal, leg (top round), separable lean only, raw	69.7261	W	21.28
2431	usda	sr_legacy_food 2018-04	173840	Veal, sirloin, separable lean only, raw	69.7203	W	20.2
2432	usda	sr_legacy_food 2018-04	172607	Veal, Australian, shank, hind, bone-in, separable lean and fat, raw	69.7192	W	19.78
2433	usda	sr_legacy_food 2018-04	174395	Veal, breast, point half, boneless, separable lean and fat, cooked, braised	69.7123	W	28.23
2434	usda	sr_legacy_food 2018-04	168730	Beef, chuck, clod roast, separable lean only, trimmed to 0" fat, select, cooked, roasted	69.7074	W	28.09
2435	usda	sr_legacy_food 2018-04	173838	Veal, shoulder, blade chop, separable lean only, raw	69.6977	W	19.6
2436	usda	sr_legacy_food 2018-04	174396	Veal, breast, whole, boneless, separable lean only, cooked, braised	69.6957	W	30.32
2437	usda	sr_legacy_food 2018-04	170970	Babyfood, cereal, rice, with applesauce and bananas, strained	69.6955	K	1.2
2438	usda	sr_legacy_food 2018-04	173835	Veal, shoulder, blade chop, separable lean and fat, raw	69.6921	W	18.72
2439	usda	sr_legacy_food 2018-04	174025	Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, broiled	69.6901	W	25.87
2440	usda	sr_legacy_food 2018-04	169022	DENNY'S, chicken strips	69.6814	T	19.17
2441	usda	sr_legacy_food 2018-04	170534	Squash, summer, zucchini, includes skin, cooked, boiled, drained, with salt	69.6814	T	1.14
