# GENERATED by match.py. DO NOT EDIT BY HAND.
# generated = 2026-09-19T01:21:41Z
# Match Rate version = 1.0
# formula = M1 (D87), docs/formula.md 'Match Rate'; primary reference = skeletal_muscle_protein_with_non_protein_metabolite_pools
# input.config = config/match_rate.ini sha256 f1fe894b4ab9a9876bbb4b1fcbad73a45f4c6211ee9718d272dea6f658ca24bf
# input.symbols = data/iupac/amino_acid_symbols.ini sha256 380d3d047c0f67df507df76a4cdd51f1b7fcde30ce050c7975b947884f8a8f0e
# input.usda_foods = outputs/usda/amino_acids_per_food.tsv sha256 c99df4b9f16a1ee722461b25563658e2665aaa45acadc37a971f7f46d5b49579
# input.other_sources = config/food_amino_acids_other_sources.csv sha256 c75262d6098376c55d0f4bf38e176c5793357d28d24958ab394813c26ddb6696
# input.reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv sha256 550dece6515abc11e21096616e7446fdf4c836134beaf5b2bbba516136e90db7
# input.reference.skeletal_muscle_protein = outputs/standard/_calculated_amino_acid_standard.tsv sha256 a378ac611584c370ed4fdb18d705ab6e94f0d05943bc9b9b3dbe5fa4567a3b87
# input.reference.gorissen_2018_human_muscle = config/gorissen_2018_comparison.ini sha256 8fe77d578b408361750c0a2e67c2a657c5af42e934c3f731b09659908074a701
# input.scored_set.fao_2013_indispensable = config/fao_2013_indispensable_amino_acids.ini sha256 ab2eccf9d1dbc559e0fa37a8d214b388ed65e04a062c85d2a7167d1b8e113644
# reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = skeletal muscle protein + non-protein metabolite pools (carnosine), fiber-type mix | outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv column standard_with_non_protein_metabolite_pools | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.5676, I 5.4316, L 8.4, K 9.4417, M 2.6557, F 4.0278, T 5.0653, W 1.541, V 5.9265
# reference.skeletal_muscle_protein = skeletal muscle protein (protein only), fiber-type mix | outputs/standard/_calculated_amino_acid_standard.tsv column standard | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.2267, I 5.4506, L 8.4293, K 9.4748, M 2.6649, F 4.0419, T 5.0831, W 1.5464, V 5.9473
# reference.gorissen_2018_human_muscle = Gorissen et al. 2018, Table 1, human muscle, g per 100 g raw material (the original Match Rate reference) | config/gorissen_2018_comparison.ini [values.human_muscle] | scored set gorissen_2018_essential (TMFHKVIL) | values: T 2.9, M 1.7, F 3.8, H 2.8, K 6.6, V 4.3, I 3.4, L 6.3
# every scored food under reference skeletal_muscle_protein, best first; ties by description
rank	source	source_detail	food_id	description	match_rate_percent	limiting_amino_acid	protein_g_per_100g
881	usda	sr_legacy_food 2018-04	167868	Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried	79.4793	W	26.38
882	usda	sr_legacy_food 2018-04	168237	Pork, fresh, loin, blade (roasts), bone-in, separable lean only, cooked, roasted	79.4793	W	25.7
883	usda	sr_legacy_food 2018-04	168300	Pork, fresh, backribs, separable lean and fat, cooked, roasted	79.4785	W	23.01
884	usda	sr_legacy_food 2018-04	169506	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	79.4771	W	20.86
885	usda	sr_legacy_food 2018-04	169188	Pork, Shoulder breast, boneless, separable lean and fat, cooked, broiled	79.4768	W	28.47
886	usda	sr_legacy_food 2018-04	168292	Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, pan-fried	79.4765	W	27.63
887	usda	sr_legacy_food 2018-04	168678	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, select, raw	79.4748	W	16.75
888	usda	sr_legacy_food 2018-04	169501	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, select, cooked, broiled	79.4736	W	22.73
889	usda	sr_legacy_food 2018-04	167869	Canadian bacon, unprepared	79.4729	W	20.31
890	usda	sr_legacy_food 2018-04	167834	Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised	79.4642	W	28.81
891	usda	sr_legacy_food 2018-04	168665	Beef, brisket, whole, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, braised	79.4564	W	25.85
892	usda	sr_legacy_food 2018-04	169441	Beef, shank crosscuts, separable lean only, trimmed to 1/4" fat, choice, raw	79.4507	W	21.75
893	usda	sr_legacy_food 2018-04	169189	Pork, shoulder, petite tender, boneless, separable lean and fat, cooked, broiled	79.4498	W	27.47
894	usda	sr_legacy_food 2018-04	168322	Pork, cured, bacon, pre-sliced, cooked, pan-fried	79.4463	W	33.92
895	usda	sr_legacy_food 2018-04	167823	Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised	79.4451	W	26.54
896	usda	sr_legacy_food 2018-04	169489	Beef, brisket, point half, separable lean and fat, trimmed to 1/8" fat, all grades, raw	79.4425	W	17.65
897	usda	sr_legacy_food 2018-04	167838	Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised	79.4422	W	31
898	usda	sr_legacy_food 2018-04	168682	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, all grades, cooked, roasted	79.4358	W	23.01
899	usda	sr_legacy_food 2018-04	168227	Pork, fresh, leg (ham), shank half, separable lean and fat, cooked, roasted	79.4336	W	25.96
900	usda	sr_legacy_food 2018-04	168219	Pork, fresh, carcass, separable lean and fat, raw	79.4320	W	13.91
901	usda	sr_legacy_food 2018-04	168711	Beef, round, top round, separable lean and fat, trimmed to 1/8" fat, choice, cooked, pan-fried	79.4276	W	32.99
902	usda	sr_legacy_food 2018-04	167673	DENNY'S, top sirloin steak	79.4242	K	28.9
903	usda	sr_legacy_food 2018-04	168293	Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, pan-fried	79.4216	W	26.81
904	usda	sr_legacy_food 2018-04	168245	Pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted	79.4198	W	28.82
905	usda	sr_legacy_food 2018-04	167898	Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised	79.4156	W	28.41
906	usda	sr_legacy_food 2018-04	167825	Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted	79.4149	W	24.29
907	usda	sr_legacy_food 2018-04	168617	Beef, round, full cut, separable lean only, trimmed to 1/4" fat, select, cooked, broiled	79.4135	W	29.25
908	usda	sr_legacy_food 2018-04	169544	Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, roasted	79.4134	W	23.9
909	usda	sr_legacy_food 2018-04	168723	Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	79.4134	W	23.9
910	usda	sr_legacy_food 2018-04	169546	Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8" fat, select, cooked, roasted	79.4134	W	23.9
911	usda	sr_legacy_food 2018-04	169530	Beef, round, top round, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, braised	79.4101	W	34.34
912	usda	sr_legacy_food 2018-04	168721	Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8" fat, prime, raw	79.4098	W	19
913	usda	sr_legacy_food 2018-04	168221	Pork, fresh, separable fat, cooked	79.4087	W	7.06
914	usda	sr_legacy_food 2018-04	170235	Beef, round, top round, separable lean only, trimmed to 0" fat, choice, cooked, braised	79.4085	W	36.12
915	usda	sr_legacy_food 2018-04	170236	Beef, round, top round, separable lean only, trimmed to 0" fat, select, cooked, braised	79.4085	W	36.12
916	usda	sr_legacy_food 2018-04	169503	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, prime, raw	79.4083	W	16.15
917	usda	sr_legacy_food 2018-04	169198	Pork, fresh, loin, blade (roasts), boneless, separable lean and fat, cooked, roasted	79.4070	W	26.48
918	usda	sr_legacy_food 2018-04	169502	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, select, cooked, roasted	79.4066	W	23.1
919	usda	sr_legacy_food 2018-04	168309	Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, braised	79.4037	W	28.75
920	usda	sr_legacy_food 2018-04	168368	Pork, loin, leg cap steak, boneless, separable lean and fat, cooked, broiled	79.4002	W	27.57
921	usda	sr_legacy_food 2018-04	169196	Pork, fresh, loin, blade (chops), boneless, separable lean only, boneless, cooked, broiled	79.3990	W	26.14
922	usda	sr_legacy_food 2018-04	168376	Pork loin, fresh, backribs, bone-in, raw, lean only	79.3987	W	20.85
923	usda	sr_legacy_food 2018-04	168256	Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised	79.3982	W	24.88
924	usda	sr_legacy_food 2018-04	170547	Turnips, cooked, boiled, drained, with salt	79.3924	K	0.71
925	usda	sr_legacy_food 2018-04	170058	Turnips, cooked, boiled, drained, without salt	79.3924	K	0.71
926	usda	sr_legacy_food 2018-04	168370	Pork, Leg sirloin tip roast, boneless, separable lean and fat, cooked, braised	79.3924	W	31.11
927	usda	sr_legacy_food 2018-04	169194	Pork, fresh, loin, blade (chops or roasts), boneless, separable lean only, raw	79.3922	W	21.35
928	usda	sr_legacy_food 2018-04	168258	Pork, fresh, shoulder, arm picnic, separable lean only, raw	79.3917	W	20.26
929	usda	sr_legacy_food 2018-04	168241	Pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted	79.3905	W	28.58
930	usda	sr_legacy_food 2018-04	167832	Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted	79.3882	W	26.99
931	usda	sr_legacy_food 2018-04	168679	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, prime, cooked, roasted	79.3876	W	22.57
932	usda	sr_legacy_food 2018-04	168321	Pork, cured, bacon, cooked, microwaved	79.3833	W	39.01
933	usda	sr_legacy_food 2018-04	169201	Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, roasted	79.3825	W	26.4
934	usda	sr_legacy_food 2018-04	167883	Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried	79.3818	W	28.84
935	usda	sr_legacy_food 2018-04	168378	Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, broiled	79.3780	W	27.83
936	usda	sr_legacy_food 2018-04	169197	Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, broiled	79.3780	W	27.83
937	usda	sr_legacy_food 2018-04	168382	Bacon, pre-sliced, reduced/low sodium, unprepared	79.3770	W	12.53
938	usda	sr_legacy_food 2018-04	174562	Soup, turkey noodle, canned, prepared with equal volume water	79.3761	K	1.6
939	usda	sr_legacy_food 2018-04	169195	Pork, fresh, loin, blade (roasts), boneless, separable lean only, cooked, roasted	79.3737	W	27.58
940	usda	sr_legacy_food 2018-04	168709	Beef, round, top round, separable lean and fat, trimmed to 1/8" fat, choice, cooked, braised	79.3726	W	34.09
941	usda	sr_legacy_food 2018-04	169504	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, prime, cooked, broiled	79.3715	W	21.95
942	usda	sr_legacy_food 2018-04	167813	Pork, fresh, separable fat, raw	79.3678	W	9.25
943	usda	sr_legacy_food 2018-04	169494	Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, braised	79.3632	W	26.78
944	usda	sr_legacy_food 2018-04	167824	Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled	79.3631	W	23.72
945	usda	sr_legacy_food 2018-04	169548	Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8" fat, prime, cooked, broiled	79.3597	W	25.26
946	usda	sr_legacy_food 2018-04	170639	Beef, round, top round, separable lean and fat, trimmed to 0" fat, choice, cooked, braised	79.3584	W	35.62
947	usda	sr_legacy_food 2018-04	170234	Beef, round, top round, separable lean and fat, trimmed to 0" fat, select, cooked, braised	79.3584	W	35.62
948	usda	sr_legacy_food 2018-04	169518	Beef, round, full cut, separable lean and fat, trimmed to 1/8" fat, select, cooked, broiled	79.3563	W	27.58
949	usda	sr_legacy_food 2018-04	169513	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, select, cooked, roasted	79.3543	W	22.76
950	usda	sr_legacy_food 2018-04	167830	Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised	79.3527	W	26.66
951	usda	sr_legacy_food 2018-04	168675	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, choice, raw	79.3498	W	16.34
952	usda	sr_legacy_food 2018-04	168377	Pork loin, fresh, backribs, bone-in, cooked-roasted, lean only	79.3463	W	24.15
953	usda	sr_legacy_food 2018-04	168310	Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, broiled	79.3458	W	28.6
954	usda	sr_legacy_food 2018-04	168229	Pork, fresh, leg (ham), shank half, separable lean only, cooked, roasted	79.3430	W	28.69
955	usda	sr_legacy_food 2018-04	168371	Pork, Leg sirloin tip roast, boneless, separable lean and fat, raw	79.3426	W	22.88
956	usda	sr_legacy_food 2018-04	169187	Pork, Shoulder breast, boneless, separable lean and fat, raw	79.3404	W	22.54
957	usda	sr_legacy_food 2018-04	169507	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	79.3398	W	22.5
958	usda	sr_legacy_food 2018-04	168252	Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised	79.3397	W	30.54
959	usda	sr_legacy_food 2018-04	168380	Pork, fresh, blade, (chops), boneless, separable lean and fat, cooked, broiled	79.3386	W	24.73
960	usda	sr_legacy_food 2018-04	167814	Pork, fresh, leg (ham), rump half, separable lean and fat, raw	79.3376	W	20.27
961	usda	sr_legacy_food 2018-04	167884	Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried	79.3365	W	25.02
962	usda	sr_legacy_food 2018-04	170221	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0" fat, select, cooked, broiled	79.3345	W	24.91
963	usda	sr_legacy_food 2018-04	168299	Pork, fresh, backribs, separable lean and fat, raw	79.3340	W	19.07
964	usda	sr_legacy_food 2018-04	167887	Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried	79.3338	W	29.36
965	usda	sr_legacy_food 2018-04	168687	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, prime, cooked, roasted	79.3336	W	22.86
966	usda	sr_legacy_food 2018-04	168239	Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised	79.3320	W	30.2
967	usda	sr_legacy_food 2018-04	168294	Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, pan-fried	79.3303	W	30.46
968	usda	sr_legacy_food 2018-04	169200	Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, broiled	79.3291	W	25.58
969	usda	sr_legacy_food 2018-04	168684	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, select, cooked, roasted	79.3288	W	23.4
970	usda	sr_legacy_food 2018-04	169500	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, all grades, cooked, roasted	79.3287	W	22.77
971	usda	sr_legacy_food 2018-04	167828	Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted	79.3273	W	27.01
972	usda	sr_legacy_food 2018-04	168607	Beef, brisket, whole, separable lean only, all grades, raw	79.3272	W	20.72
973	usda	sr_legacy_food 2018-04	168235	Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, braised	79.3265	W	28.02
974	usda	sr_legacy_food 2018-04	170220	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0" fat, choice, cooked, broiled	79.3256	W	24.73
975	usda	sr_legacy_food 2018-04	170620	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0" fat, select, cooked, roasted	79.3253	W	23.48
976	usda	sr_legacy_food 2018-04	168236	Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, broiled	79.3218	W	24.99
977	usda	sr_legacy_food 2018-04	169534	Beef, round, top round, separable lean and fat, trimmed to 1/8" fat, prime, raw	79.3162	W	22.24
978	usda	sr_legacy_food 2018-04	169508	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, select, raw	79.3161	W	16.52
979	usda	sr_legacy_food 2018-04	170624	Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0" fat, choice, cooked, broiled	79.3134	W	28.04
980	usda	sr_legacy_food 2018-04	170625	Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0" fat, select, cooked, broiled	79.3134	W	28.04
981	usda	sr_legacy_food 2018-04	169499	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, all grades, cooked, broiled	79.3090	W	22.42
982	usda	sr_legacy_food 2018-04	167901	Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw	79.3060	W	22.81
983	usda	sr_legacy_food 2018-04	168673	Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8" fat, select, cooked, braised	79.3018	W	27.33
984	usda	sr_legacy_food 2018-04	168677	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	79.3018	W	22.6
985	usda	sr_legacy_food 2018-04	170212	Beef, brisket, point half, separable lean only, trimmed to 0" fat, all grades, cooked, braised	79.2996	W	28.05
986	usda	sr_legacy_food 2018-04	169434	Beef, flank, steak, separable lean and fat, trimmed to 0" fat, choice, cooked, braised	79.2994	W	26.98
987	usda	sr_legacy_food 2018-04	169030	CARRABBA'S ITALIAN GRILL, lasagne	79.2980	T	10.48
988	usda	sr_legacy_food 2018-04	168705	Beef, round, tip round, separable lean and fat, trimmed to 1/8" fat, select, raw	79.2947	W	19.74
989	usda	sr_legacy_food 2018-04	169516	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, prime, cooked, roasted	79.2937	W	22.15
990	usda	sr_legacy_food 2018-04	169442	Beef, shank crosscuts, separable lean only, trimmed to 1/4" fat, choice, cooked, simmered	79.2934	W	33.68
991	usda	sr_legacy_food 2018-04	169498	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, all grades, raw	79.2927	W	16.53
992	usda	sr_legacy_food 2018-04	170618	Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0" fat, choice, cooked, braised	79.2922	W	26.39
993	usda	sr_legacy_food 2018-04	168621	Beef, rib eye, small end (ribs 10-12), separable lean only, trimmed to 0" fat, select, raw	79.2894	W	21.17
994	usda	sr_legacy_food 2018-04	169535	Beef, round, top round, steak, separable lean and fat, trimmed to 1/8" fat, prime, cooked, broiled	79.2878	W	31.27
995	usda	sr_legacy_food 2018-04	169527	Beef, round, tip round, separable lean and fat, trimmed to 1/8" fat, choice, raw	79.2871	W	19.48
996	usda	sr_legacy_food 2018-04	169550	Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8" fat, choice, cooked, pan-fried	79.2840	W	28.77
997	usda	sr_legacy_food 2018-04	168680	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, all grades, raw	79.2835	W	16.26
998	usda	sr_legacy_food 2018-04	168381	Pork, fresh, loin, blade (chops or roasts), boneless, separable lean and fat only, raw	79.2817	W	20.54
999	usda	sr_legacy_food 2018-04	168612	Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0" fat, choice, raw	79.2759	W	17.51
1000	usda	sr_legacy_food 2018-04	169515	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, prime, cooked, broiled	79.2692	W	24.13
1001	usda	sr_legacy_food 2018-04	169549	Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8" fat, prime, cooked, roasted	79.2644	W	24.04
1002	usda	sr_legacy_food 2018-04	171160	Soup, tomato beef with noodle, canned, condensed	79.2621	K	3.55
1003	usda	sr_legacy_food 2018-04	169517	Beef, round, full cut, separable lean and fat, trimmed to 1/8" fat, select, raw	79.2598	W	20.56
1004	usda	sr_legacy_food 2018-04	169490	Beef, brisket, point half, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, braised	79.2597	W	24.4
1005	usda	sr_legacy_food 2018-04	168671	Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8" fat, choice, cooked, braised	79.2472	W	26.37
1006	usda	sr_legacy_food 2018-04	169495	Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8" fat, choice, raw	79.2465	W	16.98
1007	usda	sr_legacy_food 2018-04	170608	Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0" fat, choice, raw	79.2457	W	19.23
1008	usda	sr_legacy_food 2018-04	169477	Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0" fat, all grades, raw	79.2452	W	20.36
1009	usda	sr_legacy_food 2018-04	171741	Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw	79.2436	W	14.54
1010	usda	sr_legacy_food 2018-04	173966	Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw	79.2431	W	20.19
1011	usda	sr_legacy_food 2018-04	168694	Beef, round, full cut, separable lean and fat, trimmed to 1/8" fat, choice, raw	79.2410	W	20.56
1012	usda	sr_legacy_food 2018-04	171733	Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean and fat, raw	79.2359	W	19.9
1013	usda	sr_legacy_food 2018-04	168664	Beef, brisket, whole, separable lean and fat, trimmed to 1/8" fat, all grades, raw	79.2335	W	18.42
1014	usda	sr_legacy_food 2018-04	170622	Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0" fat, choice, cooked, roasted	79.2327	W	27.53
1015	usda	sr_legacy_food 2018-04	170218	Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0" fat, select, cooked, roasted	79.2327	W	27.53
1016	usda	sr_legacy_food 2018-04	169541	Beef, short loin, top loin, separable lean and fat, trimmed to 1/8" fat, prime, cooked, broiled	79.2319	W	25.92
1017	usda	sr_legacy_food 2018-04	168713	Beef, round, top round, separable lean and fat, trimmed to 1/8" fat, select, cooked, braised	79.2312	W	34.6
1018	usda	sr_legacy_food 2018-04	168676	Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	79.2293	W	22.26
1019	usda	sr_legacy_food 2018-04	168686	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, prime, cooked, broiled	79.2280	W	20.65
1020	usda	sr_legacy_food 2018-04	169528	Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	79.2267	W	27.27
1021	usda	sr_legacy_food 2018-04	169493	Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8" fat, all grades, raw	79.2264	W	17.16
1022	usda	sr_legacy_food 2018-04	168695	Beef, round, full cut, separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	79.2257	W	27.54
1023	usda	sr_legacy_food 2018-04	169439	Beef, rib, shortribs, separable lean and fat, choice, raw	79.2235	W	14.4
1024	usda	sr_legacy_food 2018-04	169526	Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, roasted	79.2213	W	27.45
1025	usda	sr_legacy_food 2018-04	170619	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0" fat, choice, cooked, roasted	79.2183	W	22.8
1026	usda	sr_legacy_food 2018-04	168706	Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8" fat, select, cooked, roasted	79.2160	W	27.63
1027	usda	sr_legacy_food 2018-04	173979	Beef, Australian, imported, Wagyu, loin, top loin steak/roast, separable lean and fat, Aust. marble score 9, raw	79.2134	W	14.58
1028	usda	sr_legacy_food 2018-04	168681	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, all grades, cooked, broiled	79.2118	W	21.55
1029	usda	sr_legacy_food 2018-04	168683	Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8" fat, select, cooked, broiled	79.2118	W	21.55
1030	usda	sr_legacy_food 2018-04	169511	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, all grades, cooked, roasted	79.2108	W	22.54
1031	usda	sr_legacy_food 2018-04	169037	OLIVE GARDEN, cheese ravioli with marinara sauce	79.2063	K	7.44
1032	usda	sr_legacy_food 2018-04	169547	Beef, tenderloin, separable lean and fat, trimmed to 1/8" fat, prime, raw	79.2032	W	18.15
1033	usda	sr_legacy_food 2018-04	170811	Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0" fat, choice, cooked, braised	79.2022	W	30.91
1034	usda	sr_legacy_food 2018-04	170190	Nuts, chestnuts, european, roasted	79.2007	K	3.17
1035	usda	sr_legacy_food 2018-04	170205	Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0" fat, all grades, raw	79.1994	W	19.42
1036	usda	sr_legacy_food 2018-04	170574	Nuts, chestnuts, european, raw, unpeeled	79.1968	K	2.42
1037	usda	sr_legacy_food 2018-04	168614	Beef, rib, shortribs, separable lean only, choice, raw	79.1961	W	19.05
1038	usda	sr_legacy_food 2018-04	169569	Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0" fat, all grades, cooked, braised	79.1947	W	28.82
1039	usda	sr_legacy_food 2018-04	168283	Pork, cured, ham, center slice, separable lean and fat, unheated	79.1936	V	20.17
1040	usda	sr_legacy_food 2018-04	170211	Beef, brisket, point half, separable lean and fat, trimmed to 0" fat, all grades, cooked, braised	79.1936	W	23.53
1041	usda	sr_legacy_food 2018-04	169476	Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0" fat, select, cooked, grilled	79.1924	W	27.96
1042	usda	sr_legacy_food 2018-04	171207	Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0" fat, all grades, cooked, braised	79.1911	W	31.35
1043	usda	sr_legacy_food 2018-04	173978	Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw	79.1895	W	17.67
1044	usda	sr_legacy_food 2018-04	170796	Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0" fat, all grades, raw	79.1888	W	19.68
1045	usda	sr_legacy_food 2018-04	171205	Beef, chuck for stew, separable lean and fat, choice, cooked, braised	79.1869	W	32.49
1046	usda	sr_legacy_food 2018-04	170167	Nuts, chestnuts, european, dried, peeled	79.1865	K	5.01
1047	usda	sr_legacy_food 2018-04	169437	Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0" fat, choice, raw	79.1827	W	20.13
1048	usda	sr_legacy_food 2018-04	168674	Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0" fat, all grades, cooked, roasted	79.1816	W	26.65
1049	usda	sr_legacy_food 2018-04	167871	Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted	79.1785	V	20.93
1050	usda	sr_legacy_food 2018-04	168689	Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	79.1772	W	22.28
1051	usda	sr_legacy_food 2018-04	171203	Beef, chuck for stew, separable lean and fat, all grades, cooked, braised	79.1716	W	32.41
1052	usda	sr_legacy_food 2018-04	170161	Nuts, beechnuts, dried	79.1716	K	6.2
1053	usda	sr_legacy_food 2018-04	167880	Pork, cured, shoulder, arm picnic, separable lean only, roasted	79.1692	V	24.94
1054	usda	sr_legacy_food 2018-04	174537	Soup, cream of chicken, canned, prepared with equal volume milk	79.1653	K	3.01
1055	usda	sr_legacy_food 2018-04	171199	Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0" fat, select, cooked, braised	79.1647	W	31.71
