row_index	identity_cell	gene_cell	entry	entry_token_rank	outcome	tokens_checked	published_share_percent
1433	Q99733-2;Q99733;C9J6D1;H0YCI4;A8MXH2;E9PS34;E9PNJ7;E9PJJ2;E9PP22;E9PNW0;E9PKI2	NAP1L4	Q99733	1	member_duplicate_entry	1:Q99733:reviewed_human	0.013718
1434	P54920;M0R0Y2;M0R2M1;M0R058;M0R0I4;M0R213;M0R027;Q9H115;A0A087WZQ7;Q9H115-3;Q9H115-2;M0QZM9;M0QZN5;M0R031	NAPA	P54920	1	member	1:P54920:reviewed_human	0.021964
1435	Q6IQ20;H0Y4Y2;C9JGB1	NAPEPLD	Q6IQ20	1	member	1:Q6IQ20:reviewed_human	0.000262
1436	Q99747;Q99747-2;J3KTJ6;J3QS28;J3QKW4	NAPG	Q99747	1	member	1:Q99747:reviewed_human	0.000043
1437	Q6XQN6;Q6XQN6-2;G5E977;Q6XQN6-3;C9J8U2;H0YF31;A0A087WUT5;H0YDA6	NAPRT	Q6XQN6	1	member	1:Q6XQN6:reviewed_human	0.025463
1438	E9PJQ2	NASP	P49321	gene	member_via_gene	1:E9PJQ2:unreviewed/9606; gene:NASP:P49321	0.000000
1439	P49321;P49321-2;P49321-4;Q5T624;P49321-3;E9PI86;E9PRH9;E9PPQ8;H0YF33;E9PPR5;E9PQG5;E9PAU3;E9PKR5;E9PNB5;H0YDS9	NASP	P49321	1	member_duplicate_entry	1:P49321:reviewed_human	0.000887
1440	A2RRP1;A2RRP1-2;H0Y5G7;H7C007;H7BZR3;H7C1Y9;C9JCM7;H7BZU5;H7C1U4	NBAS	A2RRP1	1	member	1:A2RRP1:reviewed_human	0.002156
1441	Q15021;E7EN77;F5GZK7	NCAPD2	Q15021	1	member	1:Q15021:reviewed_human	0.000219
1442	Q9BPX3;D6RA93;H0Y9Z8	NCAPG	Q9BPX3	1	member	1:Q9BPX3:reviewed_human	0.000143
1443	Q15003;E9PHA2;C9J470;Q15003-2;C9JZP1;H7C415	NCAPH	Q15003	1	member	1:Q15003:reviewed_human	0.000734
1444	Q09161;X6R941	NCBP1	Q09161	1	member	1:Q09161:reviewed_human	0.001500
1445	P52298;P52298-3;F8WE41	NCBP2	P52298	1	member	1:P52298:reviewed_human	0.000000
1446	Q6ZVX7	NCCRP1	Q6ZVX7	1	member	1:Q6ZVX7:reviewed_human	0.000061
1447	Q6PIU2;A0A0A0MTJ9;Q6PIU2-2;Q6PIU2-3;H7C046;F8WE33	NCEH1	Q6PIU2	1	member	1:Q6PIU2:reviewed_human	0.000404
1448	P14598;A6NI72;A8MVU1;P14598-2	NCF1;NCF1B;NCF1C	P14598	1	member	1:P14598:reviewed_human	0.000000
1449	P55160;F8W050;P55160-2	NCKAP1L	P55160	1	member	1:P55160:reviewed_human	0.000086
1450	Q969V3;Q969V3-2;K7EMW4;K7ELZ9;K7ENM2;A0A0C4DGP7;K7EQ66;K7EN96	NCLN	Q969V3	1	member	1:Q969V3:reviewed_human	0.000249
1451	O75376;A0A088AWL3;O75376-2;E7EVK1;O75376-3	NCOR1	O75376	1	member	1:O75376:reviewed_human	0.000053
1452	Q92542;Q92542-2;H0Y3Z4;Q5T205;Q5T209;H0Y6T7;Q5T210;Q5T211	NCSTN	Q92542	1	member	1:Q92542:reviewed_human	0.002081
1453	Q9NXR1;Q9NXR1-2;X5DR54;I3L2R9;I3L533;I3L522;I3L2T8;I3L2R3;Q9GZM8;J3QSD2;J3QRZ1;A6NIZ0;Q9GZM8-3;Q9GZM8-2	NDE1	Q9NXR1	1	member	1:Q9NXR1:reviewed_human	0.000124
1454	Q8NC96;F5GYH1;Q8NC96-2;F5H2U7	NECAP1	Q8NC96	1	member	1:Q8NC96:reviewed_human	0.000679
1455	Q9NVZ3;Q9NVZ3-2;F6SKB8;Q9NVZ3-3;Q9NVZ3-4;D6RAN6;D6RB24;H0Y970	NECAP2	Q9NVZ3	1	member	1:Q9NVZ3:reviewed_human	0.001252
1456	P46934-4;P46934;P46934-2;P46934-3;H0Y8X6;H0Y8H4;H0Y9L1;K7EKL1	NEDD4	P46934	1	member	1:P46934:reviewed_human	0.000083
1457	Q96PU5;Q96PU5-5;Q96PU5-2;Q96PU5-6;Q96PU5-7;Q96PU5-9;Q96PU5-4;Q96PU5-3;K7ERN1	NEDD4L	Q96PU5	1	member	1:Q96PU5:reviewed_human	0.000006
1458	E9PL57;Q15843;F8VSA6;E9PS38;S4R3E9;Q86V88;Q86V88-3;Q86V88-2	NEDD8-MDP1;NEDD8	Q15843	2	member_via_later_token	1:E9PL57:unreviewed/9606; 2:Q15843:reviewed_human	0.002203
1459	Q9UMX5	NENF	Q9UMX5	1	member	1:Q9UMX5:reviewed_human	0.000006
1460	Q7Z628;Q7Z628-2	NET1	Q7Z628	1	member	1:Q7Z628:reviewed_human	0.000000
1461	Q0ZGT2;H7BXY5;Q0ZGT2-4;Q0ZGT2-3;Q0ZGT2-2	NEXN	Q0ZGT2	1	member	1:Q0ZGT2:reviewed_human	0.000153
1462	P35240;P35240-3;P35240-2;P35240-8;P35240-6;P35240-5;P35240-4;P35240-7;P35240-10;P35240-9;Q14680;A0A0D9SGI4;Q14680-2;Q14680-8;Q14680-7;Q14680-6	NF2	P35240	1	member	1:P35240:reviewed_human	0.000222
1463	Q12857;Q12857-2;B1AKN7;B1AKN5;B1AKN8;Q12857-3;Q12857-4;S4R3K4;B1AKN6;S4R308;P08651;O00712;Q14938;Q5VW26;K7ESG9;K7EKH0;U3KPY9;K7EJB0;A0A087WXP2;Q5W0Y9;C9JWJ8;A0A0A0MRX8;K7EN08;Q5VW27;Q5VW30;O00712-2;P08651-4;P08651-5;P08651-3;Q14938-6;P08651-6;Q14938-5;Q14938-3;Q14938-2;O00712-4;Q14938-4;O00712-5;P08651-2;K7EMQ5;S4R3W2	NFIA	Q12857	1	member	1:Q12857:reviewed_human	0.000025
1464	Q96IV0;A0A0C4DFP4;Q96IV0-5;Q96IV0-2;Q96IV0-3;H0Y2P2;Q96IV0-4	NGLY1	Q96IV0	1	member	1:Q96IV0:reviewed_human	0.000007
1465	Q9H9Q4;H7C0G7;C9JWV4;G5E9Q8;Q9H9Q4-2	NHEJ1	Q9H9Q4	1	member	1:Q9H9Q4:reviewed_human	0.000000
1466	Q8NBF2	NHLRC2	Q8NBF2	1	member	1:Q8NBF2:reviewed_human	0.000036
1467	P14543;P14543-2	NID1	P14543	1	member	1:P14543:reviewed_human	0.000000
1468	Q9GZT8-2;Q9GZT8;E7EXA3;Q9GZT8-3;Q6X734;B8ZZI0;C9JN42;H7C1A8	NIF3L1	Q9GZT8	1	member	1:Q9GZT8:reviewed_human	0.041392
1469	Q86X76;Q86X76-2;Q86X76-4;Q86X76-3;Q86X76-5	NIT1	Q86X76	1	member	1:Q86X76:reviewed_human	0.004622
1470	Q9NQR4	NIT2	Q9NQR4	1	member	1:Q9NQR4:reviewed_human	0.000173
1471	O15226;O15226-2	NKRF	O15226	1	member	1:O15226:reviewed_human	0.000000
1472	Q9NPP4	NLRC4	Q9NPP4	1	member	1:Q9NPP4:reviewed_human	0.000000
1473	Q86WI3;H0YFT3;H0YF88;H0YFG4;H0YFT1;H0YGT6;H0YG32;H0YGE2;Q86WI3-5;Q86WI3-6;Q86WI3-4	NLRC5	Q86WI3	1	member	1:Q86WI3:reviewed_human	0.000000
1474	P15531;P15531-2	NME1	P15531	1	member	1:P15531:reviewed_human	0.044018
1475	P22392;F6XY72	NME2	P22392	1	member	1:P22392:reviewed_human	0.000000
1476	P22392-2;Q32Q12;J3KPD9;E7ERL0;E5RHP0;O60361;C9K028	NME2;NME1-NME2;NME1	P22392	1	member_duplicate_entry	1:P22392:reviewed_human	0.150346
1477	Q13232;H3BPR2	NME3	Q13232	1	member	1:Q13232:reviewed_human	0.002036
1478	Q96T66;Q96T66-3;Q96T66-2	NMNAT3	Q96T66	1	member	1:Q96T66:reviewed_human	0.000000
1479	Q15155;Q5JPE7;P69849;J3KN36;A0A0G2JN29;A0A087X117;Q5JPE7-2;A0A0G2JP90;A0A0G2JM40;A0A087WW46;Q5JPE7-3;A0A087WTD5;H3BUC9	NOMO1;NOMO2;NOMO3	Q15155	1	member	1:Q15155:reviewed_human	0.000035
1480	Q9UM47	NOTCH3	Q9UM47	1	member	1:Q9UM47:reviewed_human	0.000000
1481	Q8NDH3;Q8NDH3-5;Q8NDH3-4;Q8NDH3-2;Q8NDH3-3;H0YEP3	NPEPL1	Q8NDH3	1	member	1:Q8NDH3:reviewed_human	0.000109
1482	P55786;E9PLK3;P55786-2;A6NEC2;E9PP11;A6NEC2-2;H0YDG0;E9PJY4;E9PJ74;E9PPD4;A6NEC2-3;H0YCQ5;E9PRQ5;E9PI82;E9PPZ2;Q9P266;P15144;E9PJF9	NPEPPS	P55786	1	member	1:P55786:reviewed_human	0.012063
1483	Q9BXD5;Q9BXD5-2;Q9BXD5-3;Q9BXD5-4;A0A087WZ70;Q9BXD5-5	NPL	Q9BXD5	1	member	1:Q9BXD5:reviewed_human	0.000548
1484	Q8TAT6;Q8TAT6-2;A0A0D9SFI9;I3L4U9;I3L3I1	NPLOC4	Q8TAT6	1	member	1:Q8TAT6:reviewed_human	0.000065
1485	Q9Y639;Q9Y639-1;Q9UFM8;Q9Y639-3;Q9Y639-4;Q9Y639-5;H3BU51;H3BQ94	NPTN;DKFZp566H1924	Q9Y639	1	member	1:Q9Y639:reviewed_human	0.000127
1486	P16083;Q5TD07;Q5TD05;A2A2U4	NQO2	P16083	1	member	1:P16083:reviewed_human	0.000965
1487	Q86WQ0;Q86WQ0-2;U3KQ53;F5H0B6	NR2C2AP	Q86WQ0	1	member	1:Q86WQ0:reviewed_human	0.000355
1488	P08235;B0ZBF8;B0ZBF6;A0A0D9SFL9;P08235-2;P08235-4;P08235-3	NR3C2	P08235	1	member	1:P08235:reviewed_human	0.000434
1489	F5GXF0;P22736;P22736-2	NR4A1	P22736	2	member_via_later_token	1:F5GXF0:unreviewed/9606; 2:P22736:reviewed_human	0.000000
1490	P01111	NRAS	P01111	1	member	1:P01111:reviewed_human	0.000520
1491	Q96F24;Q96F24-2;Q96F24-3	NRBF2	Q96F24	1	member	1:Q96F24:reviewed_human	0.000000
1492	Q9UHY1;F8W6G1;C9JHZ6;C9JDW7	NRBP1	Q9UHY1	1	member	1:Q9UHY1:reviewed_human	0.000626
1493	O43847;O43847-2;B1AKJ5;G3V1R5;A0A087WYK8;H0Y5G9;F5H7V1	NRD1	O43847	1	member	1:O43847:reviewed_human	0.000012
1494	Q15738	NSDHL	Q15738	1	member	1:Q15738:reviewed_human	0.000000
1495	P46459;I3L0N3;I3L0L3;I3L4Q9;I3L338	NSF	P46459	1	member	1:P46459:reviewed_human	0.020285
1496	P46459-2;I3L2G1;K7EQD6	NSF	P46459	1	member_duplicate_entry	1:P46459:reviewed_human	0.000000
1497	Q9UNZ2;Q9UNZ2-5;Q9UNZ2-4;F2Z2K0;R4GNE6;R4GMY2;G3V4V8	NSFL1C	Q9UNZ2	1	member	1:Q9UNZ2:reviewed_human	0.063458
1498	Q9UNZ2-6	NSFL1C	Q9UNZ2	1	member_duplicate_entry	1:Q9UNZ2:reviewed_human	0.000604
1499	Q08J23;Q08J23-3;Q08J23-2	NSUN2	Q08J23	1	member	1:Q08J23:reviewed_human	0.000000
1500	Q8TCD5;J3KRC4;Q8TCD5-2;J3KSX6;J3KSY6	NT5C	Q8TCD5	1	member	1:Q8TCD5:reviewed_human	0.001901
1501	Q9H0P0-1;Q9H0P0;B9A035;X6RM59;Q9H0P0-3;Q9H0P0-2	NT5C3A	Q9H0P0	1	member	1:Q9H0P0:reviewed_human	0.000570
1502	Q9BV86;Q9BV86-2;S4R344;S4R3J7	NTMT1	Q9BV86	1	member	1:Q9BV86:reviewed_human	0.000000
1503	P53384;P53384-2	NUBP1	P53384	1	member	1:P53384:reviewed_human	0.000000
1504	Q9Y5Y2;H3BQR2;B7Z6P0;H3BRE1;H3BNF0;H3BNS4	NUBP2	Q9Y5Y2	1	member	1:Q9Y5Y2:reviewed_human	0.000503
1505	P80303;V9HW75;A0A087WSV8;P80303-2;Q2L696;E9PKG6;E9PLR0;E9PLE9;E9PM22;E9PJP3;H0YEG8;H0YD18	NUCB2;HEL-S-109;Nucb2	P80303	1	member	1:P80303:reviewed_human	0.000295
1506	Q96RS6;Q96RS6-2;Q96RS6-3	NUDCD1	Q96RS6	1	member	1:Q96RS6:reviewed_human	0.000120
1507	Q8WVJ2;E5RFP0	NUDCD2	Q8WVJ2	1	member	1:Q8WVJ2:reviewed_human	0.003619
1508	P36639-4;P36639;C9J361;P36639-3;P36639-2	NUDT1	P36639	1	member	1:P36639:reviewed_human	0.000330
1509	Q9NZJ9;Q9NZJ9-2;Q96G61;Q8NFP7;F8VRL4;F8VRR0;A0A0C4DGJ4;Q9NZJ9-3	NUDT4;NUDT11;NUDT10	Q9NZJ9	1	member	1:Q9NZJ9:reviewed_human	0.000880
1510	Q9UKK9;A6NFX8;A6NJU6;A6NCQ0;H0YEY4;C9JYY9	NUDT5	Q9UKK9	1	member	1:Q9UKK9:reviewed_human	0.004594
1511	A0A087WY61;Q14980-2;Q14980;Q14980-4;Q14980-3;F5H6Y5;F5H4J1;Q14980-5;F5H1L0;F5GZW1;F5H2F3;F5H3L6;F5H0Z7;F5H763;K4DIE0;H0YFY6;F8W6T3	NUMA1	Q14980	2	member_via_later_token	1:A0A087WY61:?/?; 2:Q14980:reviewed_human	0.000000
1512	Q9UKX7;Q9UKX7-2	NUP50	Q9UKX7	1	member	1:Q9UKX7:reviewed_human	0.000000
1513	Q9BXS6;Q9BXS6-4;Q9BXS6-6;Q9BXS6-3;Q9BXS6-5;Q9BXS6-2	NUSAP1	Q9BXS6	1	member	1:Q9BXS6:reviewed_human	0.000000
1514	P61970;H3BRV9	NUTF2	P61970	1	member	1:P61970:reviewed_human	0.039001
1515	P04181;P04181-2	OAT	P04181	1	member	1:P04181:reviewed_human	0.000000
1516	Q02218;E9PFG7;E9PDF2;E9PCR7;Q02218-2;Q9ULD0;A0A0D9SFS3;Q9ULD0-3;Q9ULD0-2	OGDH;OGDHL	Q02218	1	member	1:Q02218:reviewed_human	0.000000
1517	Q9NZT2;A0A0A0MRN5;Q9NZT2-2;A0A087X028	OGFR	Q9NZT2	1	member	1:Q9NZT2:reviewed_human	0.000018
1518	Q9NTK5;J3KQ32;Q9NTK5-2;Q9NTK5-3;C9JTK6;C9JCJ9	OLA1	Q9NTK5	1	member	1:Q9NTK5:reviewed_human	0.045200
1519	Q96CV9;Q96CV9-3;H7C1H4	OPTN	Q96CV9	1	member	1:Q96CV9:reviewed_human	0.010193
1520	Q96CV9-2;A0A087WY28;A0A087X2G2;X6RKL2	OPTN	Q96CV9	1	member_duplicate_entry	1:Q96CV9:reviewed_human	0.000000
1521	Q8NGR2	OR1L6	Q8NGR2	1	member	1:Q8NGR2:reviewed_human	0.000000
1522	P0C645	OR4E1	P0C645	1	member	1:P0C645:reviewed_human	0.000000
1523	Q8NH50	OR8K5	Q8NH50	1	member	1:Q8NH50:reviewed_human	0.000000
1524	P02763;P19652	ORM1;ORM2	P02763	1	member	1:P02763:reviewed_human	0.000024
1525	Q8N138;Q8N138-4;J3KTF9;Q9P0S3;J3QRM9;Q53FV1;F6WST4;F8VXD5	ORMDL3;ORMDL1	Q8N138	1	member	1:Q8N138:reviewed_human	0.000000
1526	P22059;H0YCV6	OSBP	P22059	1	member	1:P22059:reviewed_human	0.000000
1527	Q969R2;Q969R2-2;Q6ZN50;Q969R2-3;A0A0A0MSB4;Q969R2-6;H7C428;Q969R2-4;Q969R2-5;H7C368;H7C1R2;H7C001;C9JS84;H7C313;C9J7J0	OSBP2	Q969R2	1	member	1:Q969R2:reviewed_human	0.005757
1528	Q9BZF1;Q9BZF1-3;Q9BZF1-2;F8VQX7;F8VUA7;Q9H0X9;F8VZ43;Q9H0X9-3;Q9H0X9-2;Q96SU4;Q96SU4-5;Q96SU4-4;Q96SU4-3;Q96SU4-7;Q96SU4-2;Q96SU4-6	OSBPL8	Q9BZF1	1	member	1:Q9BZF1:reviewed_human	0.000502
1529	Q9NRP0;A0A087WUD3;Q9NRP0-2	OSTC	Q9NRP0	1	member	1:Q9NRP0:reviewed_human	0.000014
1530	Q92882	OSTF1	Q92882	1	member	1:Q92882:reviewed_human	0.000215
1531	Q96FW1;J3KR44;F5GYN4;F5H6Q1;F5GYJ8;Q96FW1-2;F5H3F0	OTUB1	Q96FW1	1	member	1:Q96FW1:reviewed_human	0.004953
1532	Q5VV17	OTUD1	Q5VV17	1	member	1:Q5VV17:reviewed_human	0.000000
1533	Q96BN8;D6RD57;H0Y8S4;H0Y9T0	OTULIN	Q96BN8	1	member	1:Q96BN8:reviewed_human	0.000224
1534	O95747;C9JIG9;Q9UEW8;Q9UEW8-2;F8WBK9	OXSR1	O95747	1	member	1:O95747:reviewed_human	0.016968
1535	Q99572;Q99572-7;Q99572-2;Q99572-4;Q99572-8	P2RX7	Q99572	1	member	1:Q99572:reviewed_human	0.000000
1536	P07237;H7BZ94;H0Y3Z3;I3L312;I3L398;I3NI03;I3L3U6;I3L3P5;I3L0S0;I3L4M2;I3L514;I3L1Y5	P4HB	P07237	1	member	1:P07237:reviewed_human	0.016897
1537	Q9UQ80;Q9UQ80-2;F8VR77;F8W0A3;H0YIN7;F8VZ69	PA2G4	Q9UQ80	1	member	1:Q9UQ80:reviewed_human	0.019038
1538	Q9BRP4;F5H0C4;Q9BRP4-2;F5H3I1;F5H103;Q9BRP4-3;F5H5D4;F5H3E9;F5H0F7;H0YGB1	PAAF1	Q9BRP4	1	member	1:Q9BRP4:reviewed_human	0.001119
1539	P11940;A0A087WTT1;P11940-2;E7ERJ7;E7EQV3;H0YAR2;Q9H361;H0YBN4;E5RH24;E5RJB9;H0YB86;H0YAS6;H0YB75;Q13310;Q13310-2;H0YAP2;H0YAS7;B1ANR0;Q13310-3;Q4VXU2;H0YC10;E5RHG7;E5RGH3;Q4VXU2-2;Q5JQF8;E5RGC4;E5RFD8;B1ANR1;H0Y5F5;Q96DU9;H0YER0;H0YEQ8;H0Y6X6;H0YCC8;Q96DU9-2	PABPC1	P11940	1	member	1:P11940:reviewed_human	0.000764
1540	Q9UNF0;Q9UNF0-2;B0QYG7;B0QYG8	PACSIN2	Q9UNF0	1	member	1:Q9UNF0:reviewed_human	0.000401
1541	P43034;I3L3N5;I3L495;P43034-2	PAFAH1B1	P43034	1	member	1:P43034:reviewed_human	0.010208
1542	P68402;P68402-4;P68402-3;P68402-2;J3KNE3	PAFAH1B2	P68402	1	member	1:P68402:reviewed_human	0.009116
1543	Q15102;M0R389;M0R1K3;M0QZT2;M0QXS6;M0R323	PAFAH1B3	Q15102	1	member	1:Q15102:reviewed_human	0.017765
1544	P22234;E9PBS1;P22234-2;D6RF62	PAICS	P22234	1	member	1:P22234:reviewed_human	0.023695
1545	Q9H074;D6REB4;Q9H074-3;Q9H074-2;D6RJF2	PAIP1	Q9H074	1	member	1:Q9H074:reviewed_human	0.000181
1546	Q13177;O75914;O75914-3;A0A087X294;O75914-2;O75914-4;B1AKS5;Q13153;H0YCG5;E9PM17;B3KNX7;Q13153-2	PAK2	Q13177	1	member	1:Q13177:reviewed_human	0.000232
1547	Q504Q3;Q504Q3-2;Q504Q3-3	PAN2	Q504Q3	1	member	1:Q504Q3:reviewed_human	0.000000
1548	Q9BZ23;Q9BZ23-3;Q9BZ23-4;V9GYZ0;V9GYH1;Q9BZ23-2	PANK2	Q9BZ23	1	member	1:Q9BZ23:reviewed_human	0.000102
1549	Q96RD7;Q96RD7-2	PANX1	Q96RD7	1	member	1:Q96RD7:reviewed_human	0.000001
1550	Q9BWT3;A0A0C4DH56;Q9BWT3-2	PAPOLG	Q9BWT3	1	member	1:Q9BWT3:reviewed_human	0.000000
1551	Q99497;K7ELW0;K7EN27	PARK7	Q99497	1	member	1:Q99497:reviewed_human	0.133702
1552	Q53GL7;E9PK67;E9PNI7;E9PPE7;E9PM86;E9PSE7;E9PIA6;E9PIK9;E9PJI2;E9PPV8;E9PQQ6;E9PPU2;E9PSG8;E9PLE8;F8W8G7	PARP10	Q53GL7	1	member	1:Q53GL7:reviewed_human	0.003525
1553	Q9H0J9;G5E9U9	PARP12	Q9H0J9	1	member	1:Q9H0J9:reviewed_human	0.000007
1554	P61457	PCBD1	P61457	1	member	1:P61457:reviewed_human	0.000396
1555	Q9H0N5;H0YA52	PCBD2	Q9H0N5	1	member	1:Q9H0N5:reviewed_human	0.000086
1556	Q15365;F8VTZ0;P57723;H3BSP4;C9K0A2;F8WC71;C9IZV9;C9J7A9;C9JSA6;C9J5V4;C9JTY5;C9JZY3;C9J0A4;F6TJN8;P57723-2	PCBP1	Q15365	1	member	1:Q15365:reviewed_human	0.008554
1557	Q15366;Q15366-4;Q15366-5;H3BRU6;F8VZX2;Q15366-7;Q15366-8;Q15366-6;Q15366-3;Q15366-2;F8W0G4;F8W1G6;F8VXH9;P57721;J3QT27;E9PFP8;P57721-2;P57721-3;P57721-5;P57721-4;H3BND9;H3BSS4;F8VRH0	PCBP2	Q15366	1	member	1:Q15366:reviewed_human	0.001360
1558	Q08174;Q08174-2	PCDH1	Q08174	1	member	1:Q08174:reviewed_human	0.000521
1559	Q9Y5H0;Q9Y5H0-2	PCDHGA3	Q9Y5H0	1	member	1:Q9Y5H0:reviewed_human	0.000000
1560	Q9Y6V0;Q9Y6V0-2;Q9Y6V0-6;Q9Y6V0-5	PCLO	Q9Y6V0	1	member	1:Q9Y6V0:reviewed_human	0.000000
1561	P22061;P22061-2;A0A0A0MRJ6;H7BY58;F6S8N6;C9J0F2;F8WDT3;F8WAV5;F8WAX2;H7C4X2	PCMT1	P22061	1	member	1:P22061:reviewed_human	0.061076
1562	Q8WW12;Q8WW12-2	PCNP	Q8WW12	1	member	1:Q8WW12:reviewed_human	0.000243
1563	Q9H6A9;Q9H6A9-2	PCNXL3	Q9H6A9	1	member	1:Q9H6A9:reviewed_human	0.000000
1564	Q9UHG3;Q9UHG3-2;C9JM55;C9K055;F8W8W4;C9JGT6	PCYOX1	Q9UHG3	1	member	1:Q9UHG3:reviewed_human	0.000000
1565	Q8NBM8;E7EVZ5;D6R9J0	PCYOX1L	Q8NBM8	1	member	1:Q8NBM8:reviewed_human	0.000038
1566	Q13442	PDAP1	Q13442	1	member	1:Q13442:reviewed_human	0.000041
1567	Q9BUL8;C9J6F3;C9J5C3;C9J363;H7C5M9;C9JSA3;C9JND6;C9J932;F8WDF3	PDCD10	Q9BUL8	1	member	1:Q9BUL8:reviewed_human	0.000392
1568	O14737;O14737-2;K7EQA1;K7ESJ4;Q3HM38;X6R2P6	PDCD5	O14737	1	member	1:O14737:reviewed_human	0.001070
1569	O75340;O75340-2;A0A024QZ42;H0Y9X3;E7EPW6;A0A087WZ38;O75340-3	PDCD6	O75340	1	member	1:O75340:reviewed_human	0.001075
1570	Q8WUM4;Q8WUM4-2;Q8WUM4-3;C9IZF9;F8WEQ7;F8WBR8;F8WDK9	PDCD6IP	Q8WUM4	1	member	1:Q8WUM4:reviewed_human	0.028265
1571	Q8NB37;H0YE25;H0YF25;Q8NB37-2;H0YER3;E9PLI5;Q8NB37-3	PDDC1	Q8NB37	1	member	1:Q8NB37:reviewed_human	0.000023
1572	Q6L8Q7;F6T1Q0;Q6L8Q7-2	PDE12	Q6L8Q7	1	member	1:Q6L8Q7:reviewed_human	0.000667
1573	H7BZJ3;F8WBS6;F8WBW5	PDIA3	P30101	gene	member_via_gene	1:H7BZJ3:unreviewed/9606; 2:F8WBS6:unreviewed/9606; 3:F8WBW5:unreviewed/9606; gene:PDIA3:P30101	0.000016
1574	P30101	PDIA3	P30101	1	member_duplicate_entry	1:P30101:reviewed_human	0.001763
1575	P13667	PDIA4	P13667	1	member	1:P13667:reviewed_human	0.003200
1576	Q15084;Q15084-3;Q15084-4;Q15084-5;Q15084-2	PDIA6	Q15084	1	member	1:Q15084:reviewed_human	0.001125
1577	O00764;F2Z2Y4;O00764-3;O00764-2;A8MV33	PDXK	O00764	1	member	1:O00764:reviewed_human	0.001127
1578	Q96GD0;B1AHD3	PDXP	Q96GD0	1	member	1:Q96GD0:reviewed_human	0.019694
1579	Q8NEN9	PDZD8	Q8NEN9	1	member	1:Q8NEN9:reviewed_human	0.000001
1580	Q13113	PDZK1IP1	Q13113	1	member	1:Q13113:reviewed_human	0.000000
1581	P30086	PEBP1	P30086	1	member	1:P30086:reviewed_human	0.064609
1582	Q9UBV8	PEF1	Q9UBV8	1	member	1:Q9UBV8:reviewed_human	0.000552
1583	P12955;P12955-3;P12955-2;K7ES25;V9GYE4;V9GY89;V9GYL0	PEPD	P12955	1	member	1:P12955:reviewed_human	0.011391
1584	P56589	PEX3	P56589	1	member	1:P56589:reviewed_human	0.000000
1585	Q13608;Q13608-3	PEX6	Q13608	1	member	1:Q13608:reviewed_human	0.000692
1586	O15067;H0YGH1;J3QSG0;J3QSH6;J3KT98;J3KTQ5;J3KTL4;J3QL39	PFAS	O15067	1	member	1:O15067:reviewed_human	0.029126
1587	O60925;E5RGS4;D6RGG5	PFDN1	O60925	1	member	1:O60925:reviewed_human	0.000309
1588	Q9UHV9	PFDN2	Q9UHV9	1	member	1:Q9UHV9:reviewed_human	0.000329
1589	Q9NQP4;E9PQY2	PFDN4	Q9NQP4	1	member	1:Q9NQP4:reviewed_human	0.000222
1590	Q99471;H3BPF6;H3BMQ1;Q99471-3;Q99471-2;F8VNW6;F8VQZ2	PFDN5	Q99471	1	member	1:Q99471:reviewed_human	0.000485
1591	O15212;A2AB88	PFDN6	O15212	1	member	1:O15212:reviewed_human	0.001056
1592	P17858;P17858-2;F8WEU2	PFKL	P17858	1	member	1:P17858:reviewed_human	0.045089
1593	P08237;P08237-3;P08237-2;F8VNX2;F8VZQ1;F8VX13;F8VSL1;F8VW30;F8VZI0;F8VP00;F8W1J8;H0YIS9;F8VSF7;F8VUB8;F8VTQ3;F8VYK8;H0YHB8;F8VVE3	PFKM	P08237	1	member	1:P08237:reviewed_human	0.013374
1594	Q01813;Q01813-2;B1APP6;V9GY25;B1APP8;Q5VSR5;V9GYV7;H0Y757;H0Y3Y3	PFKP	Q01813	1	member	1:Q01813:reviewed_human	0.000149
1595	P07737;I3L3D5;K7EJ44;CON__P02584	PFN1	P07737	1	member	1:P07737:reviewed_human	0.000445
1596	P18669;Q8N0Y7;P15259	PGAM1	P18669	1	member	1:P18669:reviewed_human	0.028844
1597	P52209;P52209-2;K7EPF6;K7EM49;K7EMN2;K7ELN9	PGD	P52209	1	member	1:P52209:reviewed_human	0.078661
1598	P00558;P00558-2;P07205	PGK1	P00558	1	member	1:P00558:reviewed_human	0.233342
1599	O95336;M0R261;M0R1L2;M0R0U3	PGLS	O95336	1	member	1:O95336:reviewed_human	0.032162
1600	P36871;P36871-3;P36871-2	PGM1	P36871	1	member	1:P36871:reviewed_human	0.000279
1601	Q96G03;Q96G03-2;E7ENQ8;E9PD70;H0Y921	PGM2	Q96G03	1	member	1:Q96G03:reviewed_human	0.017379
1602	Q6PCE3	PGM2L1	Q6PCE3	1	member	1:Q6PCE3:reviewed_human	0.004421
1603	A6NDG6;H3BV17	PGP	A6NDG6	1	member	1:A6NDG6:reviewed_human	0.002783
1604	O00264;O00264-2	PGRMC1	O00264	1	member	1:O00264:reviewed_human	0.000107
1605	O15173;O15173-2;U3KQM0;D3DNX8	PGRMC2	O15173	1	member	1:O15173:reviewed_human	0.000401
1606	Q8IZ21;Q8IZ21-3;Q8IZ21-2;O75167;Q9C0D0;O75167-2;Q4VY12;H0Y518;J3KP75;O75167-5;O75167-4	PHACTR4	Q8IZ21	1	member	1:Q8IZ21:reviewed_human	0.000331
