row_index	identity_cell	gene_cell	entry	entry_token_rank	outcome	tokens_checked	published_share_percent
4	Q9NQ94;F8W9F8;Q9NQ94-5;Q9NQ94-3;Q9NQ94-2;Q9NQ94-4	A1CF	Q9NQ94	1	member	1:Q9NQ94:reviewed_human	0.000000
5	P01023;P20742;CON__ENSEMBL:ENSBTAP00000024146;P20742-2	A2M	P01023	1	member	1:P01023:reviewed_human	0.000186
6	Q2M2I8;Q2M2I8-2;E9PG46;A0A096LP60;A0A096LNZ0;A0A096LP25	AAK1	Q2M2I8	1	member	1:Q2M2I8:reviewed_human	0.000000
7	Q9H7C9;E9PNP3;E9PJP1;E9PLK9;K4DI89;Q9H7C9-3;Q9H7C9-2;E9PR47	AAMDC	Q9H7C9	1	member	1:Q9H7C9:reviewed_human	0.000210
8	P49588;P49588-2;H3BPK7	AARS	P49588	1	member	1:P49588:reviewed_human	0.001234
9	Q8IZY2;Q8IZY2-2;H0YCN5;A0A087WZX6;H0YF58;Q9BZC7;Q99758;Q9BZC7-3;E9PKG5;E9PL63;H0Y8E3;H0Y3H2;J3QSS3;A0A087WXK5	ABCA7	Q8IZY2	1	member	1:Q8IZY2:reviewed_human	0.003538
10	Q9NRK6	ABCB10	Q9NRK6	1	member	1:Q9NRK6:reviewed_human	0.000000
11	P21439;P21439-3;P21439-2	ABCB4	P21439	1	member	1:P21439:reviewed_human	0.000000
12	Q2M3G0	ABCB5	Q2M3G0	1	member	1:Q2M3G0:reviewed_human	0.000000
13	Q9NP58;Q9NP58-4;H7BXK9;H7C3Z0;H7C049;H7C245;O75027;H7C1R6;B4DGL8;A0A087WW65;O75027-3;O75027-2;Q2M3G0-1	ABCB6	Q9NP58	1	member	1:Q9NP58:reviewed_human	0.006923
14	P33527;P33527-9;I3L4X2;P33527-3;P33527-2;P33527-5;P33527-4;P33527-7;A0A0A0MS99;P33527-6;P33527-8;O15438;O15438-4;O15438-5;O15438-2	ABCC1	P33527	1	member	1:P33527:reviewed_human	0.015489
15	Q5T3U5;Q5T3U5-2;H0Y904	ABCC10	Q5T3U5	1	member	1:Q5T3U5:reviewed_human	0.000031
16	O15439;O15439-2;O15439-3;O15439-4	ABCC4	O15439	1	member	1:O15439:reviewed_human	0.005973
17	O15440;O15440-5;F8WCY8;A5PKY6;O15440-4;O15440-3;O15440-2;C9JZL5;Q96J66;F8WDH3;E9PET4;Q96J65;Q96J66-2	ABCC5	O15440	1	member	1:O15440:reviewed_human	0.000299
18	H0Y990	ABCE1	P61221	gene	member_via_gene	1:H0Y990:unreviewed/9606; gene:ABCE1:P61221	0.000000
19	P61221;D6R9I9;D6RGF4	ABCE1	P61221	1	member_duplicate_entry	1:P61221:reviewed_human	0.002002
20	F5GYK6	ABCF1	Q8NE71	gene	member_via_gene	1:F5GYK6:unreviewed/9606; gene:ABCF1:Q8NE71	0.000117
21	Q8NE71;Q8NE71-2;H0YGW7;A0A0G2JIC2;Q5STZ8	ABCF1	Q8NE71	1	member_duplicate_entry	1:Q8NE71:reviewed_human	0.002187
22	Q9UNQ0;Q9UNQ0-2;H0YAF3;H0YAF1	ABCG2	Q9UNQ0	1	member	1:Q9UNQ0:reviewed_human	0.000911
23	Q96IU4;B4DQI4;F8W9U3;Q96IU4-2	ABHD14B	Q96IU4	1	member	1:Q96IU4:reviewed_human	0.023228
24	O95870;A0A0G2JJD3;O95870-2;A0A0G2JI89;F2Z3H2;F2Z3G6	ABHD16A	O95870	1	member	1:O95870:reviewed_human	0.000394
25	Q5VST6;Q5VST6-2;Q96GS6;Q96GS6-2	ABHD17B	Q5VST6	1	member	1:Q5VST6:reviewed_human	0.002820
26	H0Y897;D3YTG3;H0YCP4;H0YF18;Q5JPC9	ABI3BP;DKFZp667H216	Q7Z7G0	gene	member_via_gene	1:H0Y897:unreviewed/9606; 2:D3YTG3:unreviewed/9606; 3:H0YCP4:unreviewed/9606; 4:H0YF18:unreviewed/9606; 5:Q5JPC9:unreviewed/9606; gene:ABI3BP;DKFZp667H216:Q7Z7G0	0.000000
27	Q9P1F3;Q5SZC9	ABRACL	Q9P1F3	1	member	1:Q9P1F3:reviewed_human	0.005450
28	O00763;O00763-3;O00763-2;Q13085;Q13085-4;S4R3S7;Q13085-3;Q13085-2	ACACB	O00763	1	member	1:O00763:reviewed_human	0.000029
29	Q15057;A0A087X1H5;H7C3Q8;H7C3K3	ACAP2	Q15057	1	member	1:Q15057:reviewed_human	0.000207
30	Q9BWD1;Q9BWD1-2	ACAT2	Q9BWD1	1	member	1:Q9BWD1:reviewed_human	0.025464
31	P22303;P22303-4;P22303-2;P22303-3;F8WD68;C9JZL6;F8WAR7;C9J2S3;C9JD78;O00748;Q5XG92;J3QSC0;A0A0C4DGH1;A0A024R6X1;Q5XG92-4;Q5XG92-6;Q5XG92-2;O00748-2	ACHE	P22303	1	member	1:P22303:reviewed_human	0.002020
32	Q16570;Q16570-2	ACKR1	Q16570	1	member	1:Q16570:reviewed_human	0.001392
33	P53396;P53396-2;P53396-3;K7EIE7;K7ESG8	ACLY	P53396	1	member	1:P53396:reviewed_human	0.138103
34	P21399	ACO1	P21399	1	member	1:P21399:reviewed_human	0.000756
35	O00154;O00154-6;O00154-4;O00154-7;O00154-5;K7EKP8;O00154-2;O00154-3;Q6ZUV0	ACOT7	O00154	1	member	1:O00154:reviewed_human	0.002537
36	P24666;G5E9R5;P24666-4;P24666-3;F2Z2Q9	ACP1	P24666	1	member	1:P24666:reviewed_human	0.048939
37	P24666-2;D3YTI2	ACP1	P24666	1	member_duplicate_entry	1:P24666:reviewed_human	0.001039
38	P33121;E7EPM6;P33121-2;P33121-3;B7Z3Z9;D6RER0;H0Y9U7;H0Y9Z9;D6RG07	ACSL1	P33121	1	member	1:P33121:reviewed_human	0.000000
39	O95573;F5GWH2	ACSL3	O95573	1	member	1:O95573:reviewed_human	0.000472
40	D6RD96	ACSL4	O60488	gene	member_via_gene	1:D6RD96:?/?; gene:ACSL4:O60488	0.000000
41	O60488;O60488-2;H0Y9A0;D6RF95;D6RFW9;D6RDA8	ACSL4	O60488	1	member_duplicate_entry	1:O60488:reviewed_human	0.004525
42	Q9ULC5;Q9ULC5-3;Q9ULC5-4	ACSL5	Q9ULC5	1	member	1:Q9ULC5:reviewed_human	0.000280
43	Q9UKU0;Q9UKU0-9;Q9UKU0-1;Q9UKU0-5;Q9UKU0-6;E7ERD7;Q9UKU0-7;C9JPA5;C9JT10	ACSL6	Q9UKU0	1	member	1:Q9UKU0:reviewed_human	0.000000
44	Q9UKU0-3;Q9UKU0-8;Q9UKU0-2;C9J8C7;C9J3Z0;C9J4I1;C9JK59	ACSL6	Q9UKU0	1	member_duplicate_entry	1:Q9UKU0:reviewed_human	0.002743
45	P60709;E7EVS6;G5E9R0;C9JZR7;C9JTX5;F8WCH0	ACTB	P60709	1	member	1:P60709:reviewed_human	0.682402
46	Q562R1	ACTBL2	Q562R1	1	member	1:Q562R1:reviewed_human	0.002089
47	P68032;P68133;P62736;P63267;A6NL76;P63267-2;F6UVQ4;F6QUT6;C9JFL5;F8WB63;B8ZZJ2	ACTC1;ACTA1;ACTA2;ACTG2	P68032	1	member	1:P68032:reviewed_human	0.037572
48	K7EM38	ACTG1	P63261	gene	member_via_gene	1:K7EM38:unreviewed/9606; gene:ACTG1:P63261	0.000048
49	P63261;I3L3I0;I3L1U9;I3L4N8;I3L3R2;J3KT65;C9JUM1	ACTG1	P63261	1	member_duplicate_entry	1:P63261:reviewed_human	0.000000
50	O43707;O43707-2;F5GXS2;O43707-3;H7C144;P12814;H9KV75;P12814-2;P12814-3;P12814-4;K7EJH8;P35609;G3V2W4;H7C5W8;P35609-2;Q08043;H0YJ11;H0YJW3;A0A087WSZ2;G3V2N5;F6THM6;G3V2X9;G3V2E8;K7EP19;G3V5M4	ACTN4	O43707	1	member	1:O43707:reviewed_human	0.000798
51	Q9NZ32;V9GYX7;G3V2Q5;G3V5Y4;F6S9Y6;G3V524;G3V4K6;H0YJE8;H0YJD9	ACTR10	Q9NZ32	1	member	1:Q9NZ32:reviewed_human	0.000051
52	P61163;R4GMT0	ACTR1A	P61163	1	member	1:P61163:reviewed_human	0.004517
53	P42025	ACTR1B	P42025	1	member	1:P42025:reviewed_human	0.000447
54	P61160;P61160-2;F5H6T1	ACTR2	P61160	1	member	1:P61160:reviewed_human	0.001047
55	P61158;B4DXW1;Q9P1U1;F8WDR7;Q9P1U1-2;Q9P1U1-3;Q9C0K3;A0A0A0MTI9;H7C4J1;C9IZN3;Q9C0K3-2	ACTR3	P61158	1	member	1:P61158:reviewed_human	0.000239
56	P07311;G3V2U7;G3V3F8;G3V597;P07311-2	ACYP1	P07311	1	member	1:P07311:reviewed_human	0.002602
57	P00813;F5GXW0;F5GYD4;F5GWI4	ADA	P00813	1	member	1:P00813:reviewed_human	0.000403
58	Q13443;F8WC54;A0AVL1;Q13443-2	ADAM9	Q13443	1	member	1:Q13443:reviewed_human	0.000000
59	P35611;E7EV99	ADD1	P35611	1	member	1:P35611:reviewed_human	0.000000
60	P35611-3;E7ENY0;P35611-5;H0Y9H2;A0A0A0MSR2;D6RF25;D6RAH3;D6RJE2;H0YG19;H0YFD8	ADD1	P35611	1	member_duplicate_entry	1:P35611:reviewed_human	0.054528
61	P35611-4	ADD1	P35611	1	member_duplicate_entry	1:P35611:reviewed_human	0.000000
62	P35611-6	ADD1	P35611	1	member_duplicate_entry	1:P35611:reviewed_human	0.000063
63	P35612;P35612-4;P35612-3;C9JTM0;C9J080;C9J299;P35612-7	ADD2	P35612	1	member	1:P35612:reviewed_human	0.099365
64	P35612-2;P35612-8;P35612-9	ADD2	P35612	1	member_duplicate_entry	1:P35612:reviewed_human	0.000070
65	P35612-5;P35612-6	ADD2	P35612	1	member_duplicate_entry	1:P35612:reviewed_human	0.000000
66	Q9UEY8	ADD3	Q9UEY8	1	member	1:Q9UEY8:reviewed_human	0.076242
67	Q9UEY8-2;A0A087WX08	ADD3	Q9UEY8	1	member_duplicate_entry	1:Q9UEY8:reviewed_human	0.000000
68	P11766;H0YAG8;D6RAY0;D6R9G2;D6RFE4	ADH5	P11766	1	member	1:P11766:reviewed_human	0.001276
69	P55263-4;P55263-2;P55263;P55263-3	ADK	P55263	1	member	1:P55263:reviewed_human	0.004758
70	Q9BRR6;Q9BRR6-2;Q9BRR6-4;H3BRS6;Q9BRR6-5;H3BU35;H3BTH4;H3BN66;Q9BRR6-6	ADPGK	Q9BRR6	1	member	1:Q9BRR6:reviewed_human	0.000286
71	Q9BRR6-3	ADPGK	Q9BRR6	1	member_duplicate_entry	1:Q9BRR6:reviewed_human	0.000000
72	Q9NX46	ADPRHL2	Q9NX46	1	member	1:Q9NX46:reviewed_human	0.001827
73	Q16186;A0A087WX59;A0A087WUX6	ADRM1	Q16186	1	member	1:Q16186:reviewed_human	0.001461
74	A0A096LPA2	ADSL	P30566	gene	member_via_gene	1:A0A096LPA2:unreviewed/9606; gene:ADSL:P30566	0.000017
75	P30566;A0A0A6YY92;P30566-2;A0A096LNY6;A0A096LNY5;A0A096LNY4;B4DEP1;A0A096LP72;A0A096LP92;A0A096LNT4;A0A096LP76;V9GY96;A0A096LNT0	ADSL	P30566	1	member_duplicate_entry	1:P30566:reviewed_human	0.048995
76	P52594;P52594-2;P52594-3;P52594-4;B8ZZY2;C9J2I0	AGFG1	P52594	1	member	1:P52594:reviewed_human	0.000153
77	O95081;A0A0C4DG34;O95081-2	AGFG2	O95081	1	member	1:O95081:reviewed_human	0.000000
78	Q9UKV8;Q9UKV8-2;E5RJY2	AGO2	Q9UKV8	1	member	1:Q9UKV8:reviewed_human	0.013170
79	Q9H9G7;Q9H9G7-2;Q5TA56	AGO3	Q9H9G7	1	member	1:Q9H9G7:reviewed_human	0.000055
80	Q99943	AGPAT1	Q99943	1	member	1:Q99943:reviewed_human	0.001166
81	Q9NRZ7;Q9NRZ7-2;Q9NRZ7-3;C9JL26;C9J184	AGPAT3	Q9NRZ7	1	member	1:Q9NRZ7:reviewed_human	0.000135
82	Q9NRZ5;Q9NRZ5-2;H0Y5R3;Q6AI25;G3XAF1;Q5TEE8	AGPAT4	Q9NRZ5	1	member	1:Q9NRZ5:reviewed_human	0.000000
83	Q6RW13;Q6RW13-2;D6RB40;D6RBK6;X6R9H3;Q6RW13-4;Q6RW13-3;Q6RW13-5	AGTRAP	Q6RW13	1	member	1:Q6RW13:reviewed_human	0.000000
84	P23526;P23526-2	AHCY	P23526	1	member	1:P23526:reviewed_human	0.080374
85	O95433;H0YJG7;O95433-2;G3V3W9;G3V438;H0YJ63;H0YJU2	AHSA1	O95433	1	member	1:O95433:reviewed_human	0.000502
86	P02765;C9JV77	AHSG	P02765	1	member	1:P02765:reviewed_human	0.000000
87	Q9NZD4;H3BSK6	AHSP	Q9NZD4	1	member	1:Q9NZD4:reviewed_human	0.108869
88	Q96BJ3;Q96BJ3-3;Q96BJ3-2	AIDA	Q96BJ3	1	member	1:Q96BJ3:reviewed_human	0.000311
89	Q13155;A8MU58;F8W950	AIMP2	Q13155	1	member	1:Q13155:reviewed_human	0.000015
90	P00568;Q5T9B7;H0Y4J6;H0YID2;Q9Y6K8;Q9Y6K8-2;Q9Y6K8-3	AK1	P00568	1	member	1:P00568:reviewed_human	0.166160
91	Q9P0M2;F5GXD1;O43687;J3KN37;O43687-2	AKAP7	Q9P0M2	1	member	1:Q9P0M2:reviewed_human	0.000000
92	P14550;V9GYG2;V9GYP9;Q5T621	AKR1A1	P14550	1	member	1:P14550:reviewed_human	0.006403
93	P15121;E9PCX2;E9PEF9	AKR1B1	P15121	1	member	1:P15121:reviewed_human	0.000302
94	P42330;S4R3Z2;A0A0A0MSS8;Q04828;S4R3D5;A0A0A0MT30;P52895;A6NHU4;H0Y804;B4DK69;A0A0A0MSD5;P42330-2	AKR1C3;AKR1C1	P42330	1	member	1:P42330:reviewed_human	0.000501
95	O43488;H3BLU7;H7C5H7;Q8NHP1;O95154;H7C4Q7	AKR7A2	O43488	1	member	1:O43488:reviewed_human	0.010276
96	Q96B36;Q96B36-3;H9KV91;M0R2V8;Q96B36-2	AKT1S1	Q96B36	1	member	1:Q96B36:reviewed_human	0.000019
97	B7ZBK6;B7ZBK7	ALAD	P13716	gene	member_via_gene	1:B7ZBK6:unreviewed/9606; 2:B7ZBK7:unreviewed/9606; gene:ALAD:P13716	0.000000
98	P13716	ALAD	P13716	1	member_duplicate_entry	1:P13716:reviewed_human	0.270522
99	P13716-2	ALAD	P13716	1	member_duplicate_entry	1:P13716:reviewed_human	0.000000
100	P02768;CON__P02768-1;A0A0C4DGB6;B7WNR0;H0YA55;D6RHD5;C9JKR2;P02768-3;P02768-2;A0A087WWT3;H7C013	ALB	P02768	1	named_contaminant	1:P02768:reviewed_human	0.015586
101	Q8IZ83;Q8IZ83-3;F5H4B6;Q8IZ83-2;M0QY06	ALDH16A1	Q8IZ83	1	member	1:Q8IZ83:reviewed_human	0.047879
102	P00352;Q5SYQ9;Q5SYQ8;P05091;P47895;O94788;P30837;F8VP50;H0Y2X5;H0YMG7;O94788-4;P05091-2;O94788-2;O94788-3	ALDH1A1	P00352	1	member	1:P00352:reviewed_human	0.139745
103	Q5SYQ7	ALDH1A1	P00352	gene	member_duplicate_entry	1:Q5SYQ7:unreviewed/9606; gene:ALDH1A1:P00352	0.000000
104	Q3SY69;Q3SY69-3;Q3SY69-2	ALDH1L2	Q3SY69	1	member	1:Q3SY69:reviewed_human	0.000000
105	P43353;P43353-2;A0A087X2D4;Q9BUJ8;A0A087WUF8;A0A087X192;P48448;A0A087WTE0;A0A087WU54;P30838;P51648;P51648-2;J3QS00;E9PJV0;I3L1M4;C9JKT2;REV__A0A087WTE9;C9JMC5;I3L3I9;A8MYB8;J3QRD1;E9PNN6	ALDH3B1	P43353	1	member	1:P43353:reviewed_human	0.000189
106	P49189;P49189-2	ALDH9A1	P49189	1	member	1:P49189:reviewed_human	0.012115
107	P04075;J3KPS3;P04075-2;H3BQN4;H3BPS8;H3BUH7;H3BU78;H3BR04;H3BMQ8;H3BR68	ALDOA	P04075	1	member	1:P04075:reviewed_human	0.294026
108	P05062;A0A087WXX2	ALDOB	P05062	1	member	1:P05062:reviewed_human	0.000000
109	P09972;A8MVZ9;J3KSV6;J3QKP5;C9J8F3;K7EKH5;J3QKK1	ALDOC	P09972	1	member	1:P09972:reviewed_human	0.012036
110	Q92685;H7C0X4;F8WF93;H7BZZ2;F8WE30;C9J7S5;Q92685-2	ALG3	Q92685	1	member	1:Q92685:reviewed_human	0.000015
111	Q9Y673;Q9Y673-2	ALG5	Q9Y673	1	member	1:Q9Y673:reviewed_human	0.000108
112	Q9H6U8;H0YCW6;A0A087WZ62;Q9H6U8-2;Q9H6U8-4;Q9H6U8-3	ALG9	Q9H6U8	1	member	1:Q9H6U8:reviewed_human	0.000014
113	Q86V81;E9PB61	ALYREF	Q86V81	1	member	1:Q86V81:reviewed_human	0.000015
114	P02760;S4R471;S4R3Y4	AMBP	P02760	1	member	1:P02760:reviewed_human	0.000062
115	Q01433;Q01433-2;H0Y360;Q01433-3;Q01433-5;Q01433-4;H0YF16	AMPD2	Q01433	1	member	1:Q01433:reviewed_human	0.000084
116	Q01432-5;Q01432;Q01432-4;Q01432-6;E9PKC5;Q01432-3;E9PLK6;E9PIR5;Q01432-2;E9PPG2;P23109;H0YDC3;P23109-2;H0YDY8	AMPD3	Q01432	1	member	1:Q01432:reviewed_human	0.004902
117	Q9H1A4;H0Y564	ANAPC1	Q9H1A4	1	member	1:Q9H1A4:reviewed_human	0.000000
118	Q9UJX5;Q9UJX5-2;Q9UJX5-3	ANAPC4	Q9UJX5	1	member	1:Q9UJX5:reviewed_human	0.000115
119	Q9UJX4;F5H0F9;F5H3S5	ANAPC5	Q9UJX4	1	member	1:Q9UJX4:reviewed_human	0.000000
120	P16157;P16157-2;H0YAY8;P16157-23;A0A087X0B4;C9JN86;D6RHY3;Q96HA7;A0A087X1F6;H0Y931;P16157-19;Q96HA7-2	ANK1	P16157	1	member	1:P16157:reviewed_human	0.001017
121	P16157-10	ANK1	P16157	1	member_duplicate_entry	1:P16157:reviewed_human	0.000000
122	P16157-12;P16157-14;P16157-16	ANK1	P16157	1	member_duplicate_entry	1:P16157:reviewed_human	1.309048
123	P16157-13;P16157-15;P16157-18;P16157-20	ANK1	P16157	1	member_duplicate_entry	1:P16157:reviewed_human	0.000032
124	P16157-21	ANK1	P16157	1	member_duplicate_entry	1:P16157:reviewed_human	0.000004
125	P16157-3;P16157-17	ANK1	P16157	1	member_duplicate_entry	1:P16157:reviewed_human	0.000013
126	P16157-5;Q6PK32	ANK1	P16157	1	member_duplicate_entry	1:P16157:reviewed_human	0.001788
127	P16157-8	ANK1	P16157	1	member_duplicate_entry	1:P16157:reviewed_human	0.000046
128	D6RHC5	ANK2	Q01484	gene	member_via_gene	1:D6RHC5:?/?; gene:ANK2:Q01484	0.000000
129	Q01484;I6L894;Q01484-2;B7Z651;D6RHE1;E9PHW9;Q01484-5;E9PCH6	ANK2	Q01484	1	member_duplicate_entry	1:Q01484:reviewed_human	0.000286
130	Q12955;Q12955-4;Q12955-5;Q12955-7;A0A087WTF3;A0A087WUY3;A0A087WZ65;Q12955-6;H0YA66;A0A087WTE8;A0A087WVC2;H0Y3A4	ANK3	Q12955	1	member	1:Q12955:reviewed_human	0.000909
131	I3L1Z9	ANKFY1	Q9P2R3	gene	member_via_gene	1:I3L1Z9:unreviewed/9606; gene:ANKFY1:Q9P2R3	0.000000
132	Q9P2R3;Q9P2R3-4;Q9P2R3-2;I3L3P8;K7EPT2	ANKFY1	Q9P2R3	1	member_duplicate_entry	1:Q9P2R3:reviewed_human	0.006519
133	Q9HCJ1;Q9HCJ1-2	ANKH	Q9HCJ1	1	member	1:Q9HCJ1:reviewed_human	0.000150
134	A0A0A0MQZ8	ANKHD1	Q8IWZ3	gene	member_via_gene	1:A0A0A0MQZ8:?/?; gene:ANKHD1:Q8IWZ3	0.000000
135	Q8IZ07;S4R3D2;H0YIN8	ANKRD13A	Q8IZ07	1	member	1:Q8IZ07:reviewed_human	0.000064
136	Q8NF67	ANKRD20A12P	Q8NF67	1	member	1:Q8NF67:reviewed_human	0.000138
137	O15084;O15084-1;O15084-4;O15084-2;B4DIW9;Q8N8A2;Q8N8A2-5;Q8N8A2-3;Q8N8A2-4;Q8N8A2-2;H7C4A0;H7C209;C9JY51	ANKRD28	O15084	1	member	1:O15084:reviewed_human	0.003454
138	A6NCL7	ANKRD33B	A6NCL7	1	member	1:A6NCL7:reviewed_human	0.000000
139	E9PP91;F8W6I9;E9PIL2	ANKRD42	Q8N9B4	gene	member_via_gene	1:E9PP91:unreviewed/9606; 2:F8W6I9:unreviewed/9606; 3:E9PIL2:unreviewed/9606; gene:ANKRD42:Q8N9B4	0.000000
140	Q6NXT1;D3YTC9;F8WB76;B5MCX7;C9JU48;C9JX82;H7C3L3;Q6NXT1-2	ANKRD54	Q6NXT1	1	member	1:Q6NXT1:reviewed_human	0.000081
141	Q9NW15;Q9NW15-2;Q9NW15-4;Q9NW15-3;C9IZD0;C9JA49;C9IYD3;C9JQC9;C9JPY2;H7C3N6;C9J670;Q9NW15-5;C9JJS5;C9JH90	ANO10	Q9NW15	1	member	1:Q9NW15:reviewed_human	0.000050
142	Q4KMQ2;Q4KMQ2-3;Q4KMQ2-4;Q4KMQ2-2	ANO6	Q4KMQ2	1	member	1:Q4KMQ2:reviewed_human	0.000088
143	P39687;H0YN26;H7BZ09;O43423;O95626	ANP32A	P39687	1	member	1:P39687:reviewed_human	0.002760
144	Q92688;Q92688-2	ANP32B	Q92688	1	member	1:Q92688:reviewed_human	0.000297
145	P04083	ANXA1	P04083	1	member	1:P04083:reviewed_human	0.000000
146	P07355;H0YKS4;H0YMD0;H0YMU9;H0YN42;H0YMM1;P07355-2;A6NMY6;H0YKZ7;H0YLV6;H0YMT9;H0YKX9;H0YKL9;H0YMW4;H0YM50;H0YNP5;H0YKV8;H0YMD9;H0YNB8;H0YKN4;H0YN52;H0YNA0;H0YN28;H0YL33;H0YLE2	ANXA2;ANXA2P2	P07355	1	member	1:P07355:reviewed_human	0.009419
147	P09525;Q6P452;P09525-2	ANXA4	P09525	1	member	1:P09525:reviewed_human	0.001015
148	P08758;E9PHT9;D6RBE9;D6RCN3;D6RBL5	ANXA5	P08758	1	member	1:P08758:reviewed_human	0.002361
149	P20073;P20073-2	ANXA7	P20073	1	member	1:P20073:reviewed_human	0.026062
150	Q10567;Q10567-2;C9J1E7;H7C034	AP1B1	Q10567	1	member	1:Q10567:reviewed_human	0.001641
151	Q10567-3;Q10567-4	AP1B1	Q10567	1	member_duplicate_entry	1:Q10567:reviewed_human	0.000144
152	O43747;O43747-2;H3BNR4;H3BN75;H3BNN2;H3BS13;H3BV30;H3BRM7;H3BN71;B4DGE1;H3BR36;H3BUN9;B3KNW1	AP1G1	O43747	1	member	1:O43747:reviewed_human	0.000060
153	Q9BXS5;Q9BXS5-2;K7EJL1;E7ENJ6;K7EPJ8;K7EQX3;Q9Y6Q5;Q9Y6Q5-2;K7ER75;A0A087WZX7;K7ENA7;K7EQ90;K7EPR4;K7EJJ1;K7EMG5;K7EK69;K7ERH5;K7EL08	AP1M1	Q9BXS5	1	member	1:Q9BXS5:reviewed_human	0.001327
154	P61966;H7C1E4;P61966-2	AP1S1	P61966	1	member	1:P61966:reviewed_human	0.000000
155	O95782-2;O95782;M0R2D9	AP2A1	O95782	1	member	1:O95782:reviewed_human	0.011072
156	E9PQP4	AP2A2	O94973	gene	member_via_gene	1:E9PQP4:unreviewed/9606; gene:AP2A2:O94973	0.000000
157	O94973;A0A0G2JS82;E9PR62;A0A0G2JRF9;A0A0G2JQA4;A0A0G2JRS3;E9PNC4	AP2A2	O94973	1	member_duplicate_entry	1:O94973:reviewed_human	0.001404
158	O94973-2;O94973-3;A0A0G2JQM1;A0A0G2JQT9;H0YEG0;A0A0G2JS17;H0YDE9;E9PPY8;E9PPZ3;E9PS94	AP2A2	O94973	1	member_duplicate_entry	1:O94973:reviewed_human	0.000000
159	P63010;P63010-2;A0A087X253;A0A087WU93;A0A087WZQ6;A0A087WYD1;K7ERB2;K7EJ01;K7EN71;K7EJX1;A0A087WXS3;K7EKZ5;K7EMN7	AP2B1	P63010	1	member	1:P63010:reviewed_human	0.009395
160	P63010-3	AP2B1	P63010	1	member_duplicate_entry	1:P63010:reviewed_human	0.000000
161	C9JGT8	AP2M1	Q96CW1	gene	member_via_gene	1:C9JGT8:unreviewed/9606; gene:AP2M1:Q96CW1	0.000007
162	Q96CW1;A0A087WY71;E9PFW3;C9JJ47;C9JTK4;C9JJD3;C9JPV8;H7C4C3	AP2M1	Q96CW1	1	member_duplicate_entry	1:Q96CW1:reviewed_human	0.000000
163	Q96CW1-2	AP2M1	Q96CW1	1	member_duplicate_entry	1:Q96CW1:reviewed_human	0.005750
164	P53680;M0R0N4;M0QYZ2;M0QZ21;X6R390;P53680-2;M0R1S0	AP2S1	P53680	1	member	1:P53680:reviewed_human	0.000797
165	O00203;O00203-3;Q13367;Q13367-4;H0YBD0	AP3B1	O00203	1	member	1:O00203:reviewed_human	0.000000
166	F5GWU4	AP3B2	Q13367	gene	member_via_gene	1:F5GWU4:unreviewed/9606; gene:AP3B2:Q13367	0.000000
167	P13798;C9JIF9;H7C393;H7C1U0;C9JLK2;F8WEH5;H0YFE5	APEH	P13798	1	member	1:P13798:reviewed_human	0.167863
168	Q96BI3;Q96BI3-2;Q5TB21;Q96BI3-3	APH1A	Q96BI3	1	member	1:Q96BI3:reviewed_human	0.000005
169	Q96GX9;S4R3D6;Q96GX9-3	APIP	Q96GX9	1	member	1:Q96GX9:reviewed_human	0.000000
170	Q9HDC9;H0Y512;Q9HDC9-2	APMAP	Q9HDC9	1	member	1:Q9HDC9:reviewed_human	0.008866
171	P02647;F8W696;CON__P15497	APOA1	P02647	1	member	1:P02647:reviewed_human	0.000396
172	Q8NCW5;Q8NCW5-2;Q5T3I4;Q5T3I3	APOA1BP	Q8NCW5	1	member	1:Q8NCW5:reviewed_human	0.000835
173	P04114;A0A087WTM7;A8MUN2	APOB	P04114	1	member	1:P04114:reviewed_human	0.003586
174	Q9UH17;P31941;B0QYD3;P31941-2;Q9UH17-3	APOBEC3B;APOBEC3A	Q9UH17	1	member	1:Q9UH17:reviewed_human	0.000261
175	P02649;H0Y7L5;E9PEV4;E7ERP7	APOE	P02649	1	member	1:P02649:reviewed_human	0.000000
176	P02749	APOH	P02749	1	member	1:P02749:reviewed_human	0.000110
177	O95236;O95236-2;O95236-3	APOL3	O95236	1	member	1:O95236:reviewed_human	0.000208
178	P07741;H3BQZ9;P07741-2;H3BQF1;H3BQB1;H3BSW3	APRT	P07741	1	member	1:P07741:reviewed_human	0.022148
179	P29972;K7N7A8;P29972-4;P29972-2;P29972-3	AQP1	P29972	1	member	1:P29972:reviewed_human	0.005397
180	Q92482;Q92482-2	AQP3	Q92482	1	member	1:Q92482:reviewed_human	0.000250
181	P10398;Q96II5;P15056;H7C560;P10398-2	ARAF	P10398	1	member	1:P10398:reviewed_human	0.000000
182	P48444;B0YIW6;P48444-2;Q6P1Q5;E9PK34	ARCN1	P48444	1	member	1:P48444:reviewed_human	0.000286
183	P84077;P61204;F5H423;P61204-2;F5H0C7;P18085;C9JPM4;H0YGG7;F5H1V1;F5H6T5;C9JAK5;F8WDB3	ARF1;ARF3	P84077	1	member	1:P84077:reviewed_human	0.030165
184	P84085;C9J1Z8	ARF5	P84085	1	member	1:P84085:reviewed_human	0.000387
185	P62330	ARF6	P62330	1	member	1:P62330:reviewed_human	0.000070
