# GENERATED by match.py. DO NOT EDIT BY HAND.
# generated = 2026-09-19T23:10:46Z
# Match Rate version = 1.0
# formula = M1 (D87), docs/formula.md 'Match Rate'; primary reference = skeletal_muscle_protein_with_non_protein_metabolite_pools
# input.config = config/match_rate.ini sha256 6256ed3e67b2dd48e5b228b8530a3ceb359221f1b8394ec0a3c36c2c6da5ed97
# input.symbols = data/iupac/amino_acid_symbols.ini sha256 380d3d047c0f67df507df76a4cdd51f1b7fcde30ce050c7975b947884f8a8f0e
# input.usda_foods = outputs/usda/amino_acids_per_food.tsv sha256 117997e6b1b2a0c203f836446d48add4054dce7e7bc4182ff2d114475a7c586f
# input.other_sources = config/food_amino_acids_other_sources.csv sha256 c75262d6098376c55d0f4bf38e176c5793357d28d24958ab394813c26ddb6696
# input.reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv sha256 72b632ff1fece7b2572df3e7d72461adb2a4c04d42b17026b0ea61535330f754
# input.reference.skeletal_muscle_protein = outputs/standard/_calculated_amino_acid_standard.tsv sha256 5402bda41426d17f189ea99d5091f763b37ad99fd6528a65f7f08a1d7065f27f
# input.reference.gorissen_2018_human_muscle = config/gorissen_2018_comparison.ini sha256 8fe77d578b408361750c0a2e67c2a657c5af42e934c3f731b09659908074a701
# input.reference.blood = outputs/blood/standard/_calculated_amino_acid_standard.tsv sha256 de970880e11d08ce8878eccce2cfb07e165a0eb7f9b01720f196542b7469daab
# input.reference.skeletal_muscle_with_non_protein_metabolite_pools_and_blood = outputs/composite/_calculated_amino_acid_standard_composite.tsv sha256 85a2b165e9a85a46b868b603eeae6f30c8a5b2ccd61683fdfa9553abf1579997
# input.scored_set.fao_2013_indispensable = config/fao_2013_indispensable_amino_acids.ini sha256 ab2eccf9d1dbc559e0fa37a8d214b388ed65e04a062c85d2a7167d1b8e113644
# reference.skeletal_muscle_protein_with_non_protein_metabolite_pools = skeletal muscle protein + non-protein metabolite pools (carnosine), fiber-type mix | outputs/standard/_calculated_amino_acid_standard_with_non_protein_metabolite_pools.tsv column standard_with_non_protein_metabolite_pools | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.5676, I 5.4316, L 8.4, K 9.4417, M 2.6557, F 4.0278, T 5.0653, W 1.541, V 5.9265
# reference.skeletal_muscle_protein = skeletal muscle protein (protein only), fiber-type mix | outputs/standard/_calculated_amino_acid_standard.tsv column standard | scored set fao_2013_indispensable (HILKMFTWV) | values: H 2.2267, I 5.4506, L 8.4293, K 9.4748, M 2.6649, F 4.0419, T 5.0831, W 1.5464, V 5.9473
# reference.gorissen_2018_human_muscle = Gorissen et al. 2018, Table 1, human muscle, g per 100 g raw material (the original Match Rate reference) | config/gorissen_2018_comparison.ini [values.human_muscle] | scored set gorissen_2018_essential (TMFHKVIL) | values: T 2.9, M 1.7, F 3.8, H 2.8, K 6.6, V 4.3, I 3.4, L 6.3
# reference.blood = blood: plasma + erythrocytes at the base split (haemoglobin share as measured), reference male | outputs/blood/standard/_calculated_amino_acid_standard.tsv column standard | scored set fao_2013_indispensable (HILKMFTWV) | values: H 5.41114, I 2.34354, L 11.308, K 8.29135, M 1.63704, F 6.03455, T 5.04357, W 1.91394, V 8.187
# reference.skeletal_muscle_with_non_protein_metabolite_pools_and_blood = skeletal muscle protein + non-protein metabolite pools (carnosine) and blood, mixed by protein mass (Layer C), reference male | outputs/composite/_calculated_amino_acid_standard_composite.tsv column composite | scored set fao_2013_indispensable (HILKMFTWV) | values: H 3.32649, I 4.60745, L 9.17611, K 9.13469, M 2.38384, F 4.56337, T 5.0595, W 1.64053, V 6.52979
# every scored food under reference blood, best first; ties by description
rank	source	source_detail	food_id	description	match_rate_percent	limiting_amino_acid	protein_g_per_100g
451	usda	sr_legacy_food 2018-04	172958	Bratwurst, pork, beef and turkey, lite, smoked	70.3997	W	14.45
452	usda	sr_legacy_food 2018-04	174605	Sausage, chicken, beef, pork, skinless, smoked	70.3997	W	13.6
453	usda	sr_legacy_food 2018-04	172454	Hummus, home prepared	70.3113	H	4.86
454	usda	sr_legacy_food 2018-04	174081	Tortillas, ready-to-bake or -fry, whole wheat	70.2931	K	9.76
455	usda	sr_legacy_food 2018-04	172030	Fast foods, biscuit, with ham	70.2871	V	11.85
456	usda	sr_legacy_food 2018-04	167548	Snacks, granola bars, soft, uncoated, peanut butter and chocolate chip	70.2724	K	9.8
457	usda	sr_legacy_food 2018-04	172934	Pork sausage, link/patty, unprepared	70.2293	W	15.39
458	usda	sr_legacy_food 2018-04	169012	APPLEBEE'S, chicken tenders, from kids' menu	70.2102	W	19.25
459	usda	sr_legacy_food 2018-04	173801	Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water	70.1852	H	7.04
460	usda	sr_legacy_food 2018-04	169428	Nuts, mixed nuts, oil roasted, without peanuts, lightly salted	70.1654	H	17.86
461	usda	sr_legacy_food 2018-04	168513	Brussels sprouts, cooked, boiled, drained, with salt	70.1500	L	2.55
462	usda	sr_legacy_food 2018-04	169971	Brussels sprouts, cooked, boiled, drained, without salt	70.1500	L	2.55
463	usda	sr_legacy_food 2018-04	167561	Snacks, trail mix, regular	70.1377	K	13.8
464	usda	sr_legacy_food 2018-04	170654	Snacks, trail mix, regular, unsalted	70.1377	K	13.8
465	usda	sr_legacy_food 2018-04	172455	Falafel, home-prepared	70.1201	H	13.31
466	usda	sr_legacy_food 2018-04	170055	Tomato products, canned, sauce, with mushrooms	70.1199	L	1.45
467	usda	sr_legacy_food 2018-04	172931	Luxury loaf, pork	70.1018	V	18.4
468	usda	foundation_food 2026-04	2346392	Nuts, pine nuts, raw	70.0991	H	15.7039
469	usda	sr_legacy_food 2018-04	171635	Pork sausage, link/patty, reduced fat, unprepared	70.0790	W	16.75
470	usda	sr_legacy_food 2018-04	173879	Kielbasa, fully cooked, unheated	70.0469	W	10.84
471	usda	sr_legacy_food 2018-04	173876	Pork sausage, link/patty, fully cooked, unheated	70.0367	W	13.46
472	usda	sr_legacy_food 2018-04	170180	Nuts, formulated, wheat-based, unflavored, with salt added	70.0319	H	13.82
473	usda	sr_legacy_food 2018-04	175255	Mung beans, mature seeds, cooked, boiled, with salt	70.0069	H	7.02
474	usda	sr_legacy_food 2018-04	174257	Mung beans, mature seeds, cooked, boiled, without salt	70.0069	H	7.02
475	usda	sr_legacy_food 2018-04	170530	Soybeans, green, cooked, boiled, drained, with salt	70.0066	H	12.35
476	usda	sr_legacy_food 2018-04	169283	Soybeans, green, cooked, boiled, drained, without salt	70.0066	H	12.35
477	usda	sr_legacy_food 2018-04	169845	DENNY'S, spaghetti and meatballs	70.0050	W	7.84
478	usda	sr_legacy_food 2018-04	169029	Restaurant, family style, spaghetti and meatballs	70.0050	W	7.84
479	usda	sr_legacy_food 2018-04	173800	Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids	69.9950	H	7.05
480	usda	sr_legacy_food 2018-04	172572	Lamb, Australian, imported, fresh, separable fat, raw	69.9946	H	6.27
481	usda	sr_legacy_food 2018-04	169282	Soybeans, green, raw	69.9747	H	12.95
482	usda	sr_legacy_food 2018-04	170346	KFC, Fried Chicken, ORIGINAL RECIPE, Thigh, meat and skin with breading	69.9591	W	18.9
483	usda	sr_legacy_food 2018-04	173756	Chickpeas (garbanzo beans, bengal gram), mature seeds, raw	69.9572	W	20.47
484	usda	sr_legacy_food 2018-04	170745	KFC, Fried Chicken, ORIGINAL RECIPE, Drumstick, meat and skin with breading	69.9399	W	22.3
485	usda	sr_legacy_food 2018-04	170744	KFC, Fried Chicken, ORIGINAL RECIPE, Breast, meat and skin with breading	69.9350	W	21.94
486	usda	sr_legacy_food 2018-04	167969	Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds	69.9302	H	14.2
487	usda	sr_legacy_food 2018-04	170655	Snacks, trail mix, regular, with chocolate chips, unsalted nuts and seeds	69.9302	H	14.2
488	usda	sr_legacy_food 2018-04	170343	KFC, Fried Chicken, EXTRA CRISPY, Skin and Breading	69.9234	W	10.96
489	usda	sr_legacy_food 2018-04	171155	Soup, cream of mushroom, canned, condensed	69.9109	K	1.35
490	usda	sr_legacy_food 2018-04	170739	KFC, Fried Chicken, ORIGINAL RECIPE, Breast, meat only, skin and breading removed	69.9103	W	26.89
491	usda	sr_legacy_food 2018-04	172255	Babyfood, tropical fruit medley	69.9013	W	0.31
492	usda	sr_legacy_food 2018-04	170349	KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat and skin with breading	69.9013	W	20.62
493	usda	sr_legacy_food 2018-04	174309	Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4" fat, choice, raw	69.8935	H	6.65
494	usda	sr_legacy_food 2018-04	170350	POPEYES, Fried Chicken, Mild, Skin and Breading	69.8925	W	13.96
495	usda	sr_legacy_food 2018-04	170096	Tomatoes, yellow, raw	69.8868	H	0.98
496	usda	sr_legacy_food 2018-04	170748	POPEYES, Fried Chicken, Mild, Breast, meat only, skin and breading removed	69.8845	W	28.98
497	usda	sr_legacy_food 2018-04	170353	POPEYES, Fried Chicken, Mild, Breast, meat and skin with breading	69.8788	W	21.67
498	usda	sr_legacy_food 2018-04	174256	Mung beans, mature seeds, raw	69.8742	H	23.86
499	usda	sr_legacy_food 2018-04	172932	Mother's loaf, pork	69.8728	V	12.07
500	usda	sr_legacy_food 2018-04	174408	Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8" fat, raw	69.8711	H	20.48
501	usda	sr_legacy_food 2018-04	172582	Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8" fat, raw	69.8681	H	18.33
502	usda	sr_legacy_food 2018-04	174413	Lamb, Australian, imported, fresh, loin, separable lean only, trimmed to 1/8" fat, cooked, broiled	69.8634	H	26.53
503	usda	sr_legacy_food 2018-04	175206	Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids	69.8624	W	4.92
504	usda	sr_legacy_food 2018-04	175250	Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium	69.8624	W	4.92
505	usda	sr_legacy_food 2018-04	174403	Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8" fat, raw	69.8607	H	18.24
506	usda	sr_legacy_food 2018-04	172583	Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8" fat, cooked, broiled	69.8584	H	25.75
507	usda	sr_legacy_food 2018-04	174260	Peanuts, all types, cooked, boiled, with salt	69.8569	K	13.5
508	usda	sr_legacy_food 2018-04	174386	Lamb, New Zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8" fat, raw	69.8549	H	18.04
509	usda	sr_legacy_food 2018-04	172578	Lamb, Australian, imported, fresh, leg, shank half, separable lean and fat, trimmed to 1/8" fat, raw	69.8517	H	18.59
510	usda	sr_legacy_food 2018-04	170749	POPEYES, Fried Chicken, Mild, Drumstick, meat only, skin and breading removed	69.8508	W	26.51
511	usda	sr_legacy_food 2018-04	172587	Lamb, Australian, imported, fresh, loin, separable lean and fat, trimmed to 1/8" fat, cooked, broiled	69.8508	H	25.49
512	usda	sr_legacy_food 2018-04	174419	Lamb, Australian, imported, fresh, shoulder, arm, separable lean only, trimmed to 1/8" fat, raw	69.8450	H	19.88
513	usda	sr_legacy_food 2018-04	172559	Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	69.8442	H	22.62
514	usda	sr_legacy_food 2018-04	172579	Lamb, Australian, imported, fresh, leg, shank half, separable lean and fat, trimmed to 1/8" fat, cooked, roasted	69.8429	H	25.25
515	usda	sr_legacy_food 2018-04	172575	Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8" fat, cooked, braised	69.8421	H	24.78
516	usda	sr_legacy_food 2018-04	174380	Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8" fat, choice, raw	69.8417	H	17.19
517	usda	sr_legacy_food 2018-04	174418	Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8" fat, cooked, braised	69.8417	H	29.7
518	usda	sr_legacy_food 2018-04	174405	Lamb, Australian, imported, fresh, leg, shank half, separable lean only, trimmed to 1/8" fat, cooked, roasted	69.8416	H	27.18
519	usda	sr_legacy_food 2018-04	172553	Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8" fat, choice, raw	69.8408	H	17.07
520	usda	sr_legacy_food 2018-04	174374	Lamb, leg, shank half, separable lean and fat, trimmed to 1/8" fat, choice, raw	69.8390	H	18.99
521	usda	sr_legacy_food 2018-04	174384	Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, raw	69.8381	H	17.95
522	usda	sr_legacy_food 2018-04	172580	Lamb, Australian, imported, fresh, leg, shank half, separable lean only, trimmed to 1/8" fat, raw	69.8365	H	20.45
523	usda	sr_legacy_food 2018-04	172503	Lamb, shoulder, arm, separable lean only, trimmed to 1/4" fat, choice, cooked, roasted	69.8359	H	25.46
524	usda	sr_legacy_food 2018-04	174398	Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, cooked	69.8340	H	24.52
525	usda	sr_legacy_food 2018-04	172432	Peanuts, valencia, raw	69.8331	K	25.09
526	usda	sr_legacy_food 2018-04	174401	Lamb, Australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8" fat, raw	69.8310	H	20.83
527	usda	sr_legacy_food 2018-04	174404	Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8" fat, cooked, roasted	69.8309	H	25.16
528	usda	sr_legacy_food 2018-04	172495	Lamb, rib, separable lean only, trimmed to 1/4" fat, choice, cooked, roasted	69.8301	H	26.16
529	usda	sr_legacy_food 2018-04	174264	Peanuts, virginia, oil-roasted, with salt	69.8297	K	25.87
530	usda	sr_legacy_food 2018-04	173809	Peanuts, virginia, oil-roasted, without salt	69.8297	K	25.87
531	usda	sr_legacy_food 2018-04	172595	Lamb, Australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8" fat, cooked, broiled	69.8292	H	21.71
532	usda	sr_legacy_food 2018-04	172586	Lamb, Australian, imported, fresh, loin, separable lean and fat, trimmed to 1/8" fat, raw	69.8283	H	19.32
533	usda	sr_legacy_food 2018-04	174333	Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4" fat, choice, cooked, roasted	69.8271	H	22.25
534	usda	sr_legacy_food 2018-04	174411	Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean and fat, trimmed to 1/8" fat, cooked, broiled	69.8265	H	25.54
535	usda	sr_legacy_food 2018-04	172597	Lamb, Australian, imported, fresh, shoulder ,blade, separable lean only, trimmed to 1/8" fat, cooked, broiled	69.8264	H	23.83
536	usda	sr_legacy_food 2018-04	172485	Lamb, leg, shank half, separable lean and fat, trimmed to 1/4" fat, choice, cooked, roasted	69.8252	H	26.41
537	usda	sr_legacy_food 2018-04	172483	Lamb, foreshank, separable lean only, trimmed to 1/4" fat, choice, raw	69.8248	H	21.08
538	usda	sr_legacy_food 2018-04	175263	Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, cooked, braised	69.8244	H	28.21
539	usda	sr_legacy_food 2018-04	172581	Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8" fat, cooked, roasted	69.8233	H	27.75
540	usda	sr_legacy_food 2018-04	172494	Lamb, rib, separable lean only, trimmed to 1/4" fat, choice, cooked, broiled	69.8233	H	27.74
541	usda	sr_legacy_food 2018-04	172545	Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, choice, raw	69.8231	H	17.54
542	usda	sr_legacy_food 2018-04	174337	Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, cooked	69.8215	H	24.42
543	usda	sr_legacy_food 2018-04	174378	Lamb, rib, separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	69.8215	H	23.06
544	usda	sr_legacy_food 2018-04	174324	Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4" fat, choice, cooked, broiled	69.8215	H	24.42
545	usda	sr_legacy_food 2018-04	172576	Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8" fat, raw	69.8202	H	20.46
546	usda	sr_legacy_food 2018-04	172596	Lamb, Australian, imported, fresh, shoulder, blade, separable lean only, trimmed to 1/8" fat, raw	69.8201	H	19.1
547	usda	sr_legacy_food 2018-04	172507	Lamb, shoulder, blade, separable lean only, trimmed to 1/4" fat, choice, cooked, roasted	69.8193	H	24.61
548	usda	sr_legacy_food 2018-04	172574	Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8" fat, raw	69.8181	H	18.85
549	usda	sr_legacy_food 2018-04	172584	Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean only, trimmed to 1/8" fat, raw	69.8179	H	20.43
550	usda	sr_legacy_food 2018-04	172591	Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8" fat, cooked	69.8178	H	23.58
551	usda	sr_legacy_food 2018-04	172548	Lamb, leg, shank half, separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	69.8176	H	26.73
552	usda	sr_legacy_food 2018-04	174329	Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4" fat, choice, cooked, roasted	69.8161	H	22.53
553	usda	sr_legacy_food 2018-04	172479	Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4" fat, choice, raw	69.8147	H	16.88
554	usda	sr_legacy_food 2018-04	174321	Lamb, rib, separable lean and fat, trimmed to 1/4" fat, choice, raw	69.8144	H	14.52
555	usda	sr_legacy_food 2018-04	174407	Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean and fat, trimmed to 1/8" fat, cooked, roasted	69.8142	H	24.88
556	usda	sr_legacy_food 2018-04	172433	Peanuts, valencia, oil-roasted, with salt	69.8126	K	27.04
557	usda	sr_legacy_food 2018-04	173808	Peanuts, valencia, oil-roasted, without salt	69.8126	K	27.04
558	usda	sr_legacy_food 2018-04	172504	Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4" fat, choice, raw	69.8123	H	16.63
559	usda	sr_legacy_food 2018-04	174375	Lamb, loin, separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	69.8121	H	26.06
560	usda	sr_legacy_food 2018-04	172558	Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	69.8118	H	23.48
561	usda	sr_legacy_food 2018-04	174267	Peanut flour, defatted	69.8110	K	52.2
562	usda	sr_legacy_food 2018-04	174409	Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean only, trimmed to 1/8" fat, cooked, broiled	69.8106	H	27.63
563	usda	sr_legacy_food 2018-04	174343	Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, cooked, roasted	69.8105	H	24.81
564	usda	sr_legacy_food 2018-04	174402	Lamb, Australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8" fat, cooked, braised	69.8099	H	27.5
565	usda	sr_legacy_food 2018-04	172502	Lamb, shoulder, arm, separable lean only, trimmed to 1/4" fat, choice, cooked, broiled	69.8097	H	27.71
566	usda	sr_legacy_food 2018-04	174400	Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8" fat, cooked	69.8097	H	26.71
567	usda	sr_legacy_food 2018-04	174412	Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8" fat, raw	69.8096	H	20.65
568	usda	sr_legacy_food 2018-04	172501	Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4" fat, choice, cooked, braised	69.8092	H	30.39
569	usda	sr_legacy_food 2018-04	174397	Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, raw	69.8092	H	17.84
570	usda	sr_legacy_food 2018-04	172482	Lamb, foreshank, separable lean and fat, trimmed to 1/4" fat, choice, cooked, braised	69.8092	H	28.37
571	usda	sr_legacy_food 2018-04	174371	Lamb, foreshank, separable lean and fat, trimmed to 1/8" fat, cooked, braised	69.8092	H	28.37
572	usda	sr_legacy_food 2018-04	172561	Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8" fat, cooked, roasted	69.8091	H	25.34
573	usda	sr_legacy_food 2018-04	174334	Lamb, shoulder, blade, separable lean only, trimmed to 1/4" fat, choice, raw	69.8087	H	19.29
574	usda	sr_legacy_food 2018-04	172516	Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean only, cooked, roasted	69.8080	H	27.68
575	usda	sr_legacy_food 2018-04	174410	Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean and fat, trimmed to 1/8" fat, raw	69.8076	H	19.17
576	usda	sr_legacy_food 2018-04	172500	Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4" fat, choice, raw	69.8064	H	16.79
577	usda	sr_legacy_food 2018-04	172556	Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8" fat, choice, raw	69.8061	H	17.01
578	usda	sr_legacy_food 2018-04	172577	Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8" fat, cooked, roasted	69.8057	H	27.31
579	usda	sr_legacy_food 2018-04	174388	Lamb, new zealand, imported, frozen, rib, separable lean and fat, trimmed to 1/8" fat, raw	69.8045	H	15.87
580	usda	sr_legacy_food 2018-04	174379	Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	69.8044	H	22.7
581	usda	sr_legacy_food 2018-04	174331	Lamb, shoulder, arm, separable lean only, trimmed to 1/4" fat, choice, cooked, braised	69.8040	H	35.54
582	usda	sr_legacy_food 2018-04	173814	Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean only, cooked, braised	69.8026	H	34.06
583	usda	sr_legacy_food 2018-04	172588	Lamb, Australian, imported, fresh, loin, separable lean only, trimmed to 1/8" fat, raw	69.8024	H	21
584	usda	sr_legacy_food 2018-04	174335	Lamb, shoulder, blade, separable lean only, trimmed to 1/4" fat, choice, cooked, braised	69.8013	H	32.35
585	usda	sr_legacy_food 2018-04	174263	Peanuts, spanish, raw	69.8010	K	26.15
586	usda	sr_legacy_food 2018-04	174307	Lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4" fat, choice, raw	69.8006	H	20.29
587	usda	sr_legacy_food 2018-04	170347	KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat and skin with breading	69.8003	W	21.7
588	usda	sr_legacy_food 2018-04	174310	Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4" fat, choice, cooked	69.8003	H	12.16
589	usda	sr_legacy_food 2018-04	172480	Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4" fat, choice, cooked	69.8001	H	24.52
590	usda	sr_legacy_food 2018-04	172492	Lamb, loin, separable lean only, trimmed to 1/4" fat, choice, cooked, broiled	69.8001	H	29.99
591	usda	sr_legacy_food 2018-04	172593	Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean only, trimmed to 1/8" fat, cooked	69.7984	H	26.18
592	usda	sr_legacy_food 2018-04	172594	Lamb, Australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8" fat, raw	69.7981	H	16.48
593	usda	sr_legacy_food 2018-04	172499	Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4" fat, choice, cooked, roasted	69.7980	H	24.94
594	usda	sr_legacy_food 2018-04	174420	Lamb, Australian, imported, fresh, shoulder, arm, separable lean only,   trimmed to 1/8" fat, cooked, braised	69.7970	H	34.17
595	usda	sr_legacy_food 2018-04	174385	Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, cooked	69.7969	H	25.26
596	usda	sr_legacy_food 2018-04	172592	Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean only,   trimmed to 1/8" fat, raw	69.7964	H	19.36
597	usda	sr_legacy_food 2018-04	174262	Peanuts, all types, dry-roasted, with salt	69.7961	K	24.35
598	usda	sr_legacy_food 2018-04	173806	Peanuts, all types, dry-roasted, without salt	69.7961	K	24.35
599	usda	sr_legacy_food 2018-04	174399	Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8" fat, raw	69.7960	H	20.25
600	usda	sr_legacy_food 2018-04	174323	Lamb, rib, separable lean and fat, trimmed to 1/4" fat, choice, cooked, roasted	69.7956	H	21.12
601	usda	sr_legacy_food 2018-04	174308	Lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4" fat, choice, cooked	69.7950	H	28.22
602	usda	sr_legacy_food 2018-04	174317	Lamb, leg, sirloin half, separable lean only, trimmed to 1/4" fat, choice, raw	69.7947	H	20.55
603	usda	sr_legacy_food 2018-04	174373	Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	69.7939	H	26.2
604	usda	sr_legacy_food 2018-04	172544	Lamb, ground, cooked, broiled	69.7933	H	24.75
605	usda	sr_legacy_food 2018-04	172585	Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8" fat, cooked, broiled	69.7928	H	26.75
606	usda	sr_legacy_food 2018-04	172486	Lamb, leg, shank half, separable lean only, trimmed to 1/4" fat, choice, raw	69.7924	H	20.52
607	usda	sr_legacy_food 2018-04	172557	Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8" fat, choice, cooked, braised	69.7907	H	28.92
608	usda	sr_legacy_food 2018-04	174382	Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8" fat, cooked, broiled	69.7895	H	24.91
609	usda	sr_legacy_food 2018-04	172435	Peanut flour, low fat	69.7894	K	33.8
610	usda	sr_legacy_food 2018-04	172498	Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4" fat, choice, cooked, broiled	69.7892	H	27.12
611	usda	sr_legacy_food 2018-04	174381	Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8" fat, choice, cooked, braised	69.7889	H	31.1
612	usda	sr_legacy_food 2018-04	174322	Lamb, rib, separable lean and fat, trimmed to 1/4" fat, choice, cooked, broiled	69.7888	H	22.13
613	usda	sr_legacy_food 2018-04	174406	Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean and fat, trimmed to 1/8" fat, raw	69.7866	H	17.25
614	usda	sr_legacy_food 2018-04	172546	Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, choice, cooked	69.7857	H	25.51
615	usda	sr_legacy_food 2018-04	174332	Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4" fat, choice, cooked, broiled	69.7856	H	23.08
616	usda	sr_legacy_food 2018-04	172493	Lamb, rib, separable lean only, trimmed to 1/4" fat, choice, raw	69.7854	H	19.98
617	usda	sr_legacy_food 2018-04	172590	Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8" fat, raw	69.7852	H	16.68
618	usda	sr_legacy_food 2018-04	172555	Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	69.7846	H	23.84
619	usda	sr_legacy_food 2018-04	174325	Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4" fat, choice, cooked, roasted	69.7845	H	22.51
620	usda	sr_legacy_food 2018-04	172506	Lamb, shoulder, blade, separable lean only, trimmed to 1/4" fat, choice, cooked, broiled	69.7838	H	25.48
