# GENERATED by aggregate.py. DO NOT EDIT BY HAND.
# generated = 2026-09-18T07:19:18Z
# input.weights = config/mass_fractions_per_entry.tsv sha256 b749cc5e5bf629c1915129358361efc1aa878172745f26c4d0096727ae111265
# input.composition = outputs/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 697d977bbeec7e47388c1f272690310c061b5c6685fb7a4c9e6cc11b7297454b
# input.masses = data/pubchem/amino_acid_masses.ini sha256 ed1aac78a74e8b7ea30e21bfa52ab476433f28819d214a49a5350702a44b8216
# input.symbols = data/iupac/amino_acid_symbols.ini sha256 380d3d047c0f67df507df76a4cdd51f1b7fcde30ce050c7975b947884f8a8f0e
# input.eaa = config/fao_2013_indispensable_amino_acids.ini sha256 ab2eccf9d1dbc559e0fa37a8d214b388ed65e04a062c85d2a7167d1b8e113644
# input.fiber_type_mix = config/fiber_type_mix.ini sha256 522504713b45103d7110b7d14f03f9b6196f9b5b18707d262c4865cc2f74d4f8
# input.mhc_actin = outputs/intermediate/mass_fractions/classical_check_carroll_2004.tsv sha256 0b6e602857ecf49118ffadbcc8313d82395ef641f6d5042e6fa643fd1671071d
# input.band_families = outputs/intermediate/mass_fractions/band_families.tsv sha256 3c1644b6d60ae279cc9a8b196e23f7ee6b9911a2171b5bac85d4241e4d3097c6
# input.family_bounds = outputs/intermediate/mass_fractions/family_bounds.tsv sha256 26f0ac9d71d55f1173ea09d018ca0eb9f0503e51649951fc65d2ca09491b1cbc
# input.isoform_deltas = outputs/intermediate/protein_set/isoform_deltas.tsv sha256 82447372ff27437c32aec6d040b3b49e95b4ff3e7105812ad1bf2eb67e9c918a
# input.processing_deltas = outputs/intermediate/composition/processing_mass_deltas.tsv sha256 540dc1bda5d339720737aecec76b6037dc24c36675234288d11c1635db395b5f
# input.ptm_deltas = outputs/intermediate/composition/ptm_mass_deltas.tsv sha256 62864538f5dcc0830b284d312e20e5b864b67d768adf39cb64dcdfac9714a74d
# input.outside_pool = outputs/intermediate/mass_fractions/dataset_rows_outside_pool.tsv sha256 185af20197f6f86a894be30e12aafba5dea96b4ebf6d68178a44b6bb5ef7a876
# A1: profile = molar mixture n_a = sum_i (w_i / MW_i) count_{i,a}; p_a = n_a m_a / sum (m = residue mass or free mass). A1c: fraction mixture sum_i w_i f_{i,a}, renormalised, written as a check.
# A2: total = every weighted entry under one denominator (D58); contractile and builders = the two tiers under their within-tier weights (D31); tiers are named, never numbered (D66).
# A6: the profile when the MHC band family (D52, cutoff 2) or the actin band family is rescaled so MHC:actin equals each ratio the methods measured; the ratio labelled ibaq_x_mw_within_tier1 (the table's own label for this repository's contractile-set measurement) reproduces the standard;
# no method is a reference for another; the other sources' slow/fast pools are placed against the gel's fiber types as classical_check_carroll_2004.tsv places them; types I and IIa only — no factor is invented for IIx
profile	fiber_type	convention	ratio_source	mhc_to_actin_target	mhc_to_actin_before_scaling	way	frac_A	frac_C	frac_D	frac_E	frac_F	frac_G	frac_H	frac_I	frac_K	frac_L	frac_M	frac_N	frac_P	frac_Q	frac_R	frac_S	frac_T	frac_V	frac_W	frac_Y
contractile	IIa	free	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	3.589586797	scale_mhc	0.05413382439	0.01103545187	0.0583216306	0.1262080882	0.03601824773	0.03019228164	0.0207078804	0.05478157974	0.1000689299	0.08208743664	0.02559299763	0.03513600933	0.03922437095	0.04932937457	0.06977374558	0.04717198295	0.0510272862	0.05690011549	0.01461128236	0.03767748386
contractile	IIa	free	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	3.589586797	scale_actin	0.05404166462	0.01108507347	0.0584915101	0.1259456053	0.03596902158	0.03030791729	0.02064727978	0.05474580417	0.09994337284	0.08166193491	0.02539699643	0.03501442232	0.03975767	0.04890470813	0.06971981311	0.04735189299	0.05111471616	0.05735674389	0.01476016608	0.03778368676
contractile	IIa	residue	ibaq_x_mw_within_tier1	3.589586797	3.589586797	scale_mhc	0.04998738617	0.01096417978	0.05865319911	0.1279181655	0.0371873511	0.02677465723	0.02120861044	0.05491092408	0.1013589531	0.08161963652	0.02603119558	0.03505071112	0.038916159	0.04962466698	0.07245139485	0.04550704661	0.0503903186	0.05624221285	0.0156175181	0.03958571326
contractile	IIa	residue	ibaq_x_mw_within_tier1	3.589586797	3.589586797	scale_actin	0.04998738617	0.01096417978	0.05865319911	0.1279181655	0.0371873511	0.02677465723	0.02120861044	0.05491092408	0.1013589531	0.08161963652	0.02603119558	0.03505071112	0.038916159	0.04962466698	0.07245139485	0.04550704661	0.0503903186	0.05624221285	0.01561751809	0.03958571326
contractile	IIa	residue	gel	2.206060606	3.589586797	scale_mhc	0.04955687897	0.01131486344	0.05955366942	0.1254592716	0.03708572256	0.0276019815	0.02114047525	0.05548326646	0.09953460546	0.07922321394	0.02573309613	0.03439238128	0.04163466959	0.0470618779	0.07204084211	0.04643216534	0.05124089333	0.0582734958	0.01645602998	0.0407805999
contractile	IIa	residue	gel	2.206060606	3.589586797	scale_actin	0.04995392812	0.01112416784	0.05872721625	0.1261679661	0.03739625251	0.02725188789	0.02155530803	0.0560081438	0.09954123104	0.08114036773	0.02704319117	0.03495028228	0.03913142815	0.04895275934	0.07222619362	0.04560365329	0.05101059062	0.05596653118	0.01570824779	0.04054065329
contractile	IIa	residue	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	3.589586797	scale_mhc	0.05007491727	0.01089287846	0.05847011469	0.12841811	0.0372080143	0.02660644492	0.02122246374	0.05479455492	0.1017298811	0.08210687928	0.02609180543	0.03518456332	0.03836342902	0.05014573553	0.0725348688	0.04531895065	0.050217379	0.0558292106	0.01544703111	0.03934276785
contractile	IIa	residue	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	3.589586797	scale_actin	0.04999194962	0.01094235847	0.05864310367	0.128156881	0.03715885834	0.02670956616	0.0211613232	0.05476127064	0.1016068782	0.08168500558	0.02589316615	0.03506440894	0.03888679773	0.04971631069	0.0724821108	0.0454938701	0.05030571765	0.05627981399	0.01560514317	0.03945546582
builders	I	free	ibaq_x_mw_within_tier1	2.553289056	8.641463552	scale_mhc	0.0580503199	0.01410149479	0.05424201133	0.079733143	0.04925983841	0.04398188315	0.02652385628	0.05587384981	0.07980292502	0.09386261263	0.02756856011	0.0367268547	0.04495283542	0.04558183396	0.06744246909	0.04955124093	0.05070207871	0.06508236167	0.01710662065	0.03985321045
builders	I	free	ibaq_x_mw_within_tier1	2.553289056	8.641463552	scale_actin	0.05805080519	0.01409840573	0.05423970244	0.07979144691	0.04924324625	0.04396599411	0.02651642229	0.05586434953	0.07981210675	0.09387305323	0.02757325919	0.03672467294	0.04493290522	0.04560977878	0.06746683469	0.04954035191	0.05069218123	0.06505984097	0.01710006016	0.03984458248
builders	I	free	gel	1.555555556	8.641463552	scale_mhc	0.05804974606	0.01410209786	0.05424267297	0.07972367829	0.04926221801	0.04398448	0.02652509961	0.05587638537	0.07980040218	0.09385987032	0.0275689195	0.03672700401	0.0449562488	0.04557686633	0.06743862038	0.04955309662	0.05070389618	0.06508559965	0.01710766609	0.03985543176
builders	I	free	gel	1.555555556	8.641463552	scale_actin	0.05804806351	0.01409894046	0.05424127195	0.07979199322	0.04924134968	0.04396594245	0.02651655536	0.05586977088	0.07980646613	0.09386734057	0.02757952843	0.03672351606	0.04493370608	0.04560764842	0.06746765462	0.04954073825	0.05069325774	0.06505731173	0.0170998902	0.03984905427
builders	I	free	intensity_share_deshmukh_2021 [slow (vs gel type I)]	3.834143942	8.641463552	scale_mhc	0.05805105636	0.0141007208	0.05424116217	0.07974529005	0.04925678441	0.04397855033	0.02652226058	0.05587059565	0.07980616285	0.09386613213	0.02756809887	0.03672666308	0.04494845467	0.04558820944	0.06744740855	0.04954885932	0.05069974615	0.06507820604	0.01710527894	0.03985035961
builders	I	free	intensity_share_deshmukh_2021 [slow (vs gel type I)]	3.834143942	8.641463552	scale_actin	0.05805223374	0.0140981271	0.05423888464	0.07979116225	0.04924423446	0.04396602103	0.02651635296	0.05586152474	0.07981504579	0.09387602981	0.0275699926	0.03672527574	0.04493248793	0.0456108888	0.06746640747	0.04954015061	0.05069162032	0.06506115883	0.01710014871	0.03984225245
builders	I	residue	ibaq_x_mw_within_tier1	2.553289056	8.641463552	scale_mhc	0.05384795718	0.01395824356	0.05453221736	0.08135627467	0.05102934332	0.03886671355	0.02725899891	0.05604340736	0.08135442413	0.09414745276	0.02818448754	0.03688047896	0.04408913776	0.04646578468	0.07030744863	0.04773790234	0.05003690275	0.06403607836	0.01813568638	0.04173105982
builders	I	residue	ibaq_x_mw_within_tier1	2.553289056	8.641463552	scale_actin	0.05384816271	0.01395512248	0.05452964839	0.08141539561	0.0510119234	0.03885249593	0.02725123508	0.05603362369	0.08136341474	0.09415749729	0.02818916354	0.03687812054	0.04406939028	0.0464940602	0.07033252978	0.04772719498	0.05002690785	0.0640136289	0.01812864887	0.04172183576
builders	I	residue	gel	1.555555556	8.641463552	scale_mhc	0.05384746142	0.01395884998	0.05453291954	0.08134667248	0.05103184302	0.03886903476	0.0272602952	0.05604598864	0.08135190744	0.094144766	0.02818487408	0.03688065392	0.04409251547	0.04646075224	0.07030348412	0.04773972251	0.05003873033	0.06403930773	0.01813680701	0.04173341411
builders	I	residue	gel	1.555555556	8.641463552	scale_actin	0.0538455996	0.01395564662	0.05453120612	0.08141592293	0.05100993984	0.03885243591	0.02725136176	0.05603904074	0.08135763439	0.0941517325	0.02819556239	0.03687694518	0.04407015945	0.04649187134	0.07033335852	0.04772754953	0.05002795173	0.06401111666	0.01812846199	0.0417265028
builders	I	residue	intensity_share_deshmukh_2021 [slow (vs gel type I)]	3.834143942	8.641463552	scale_mhc	0.05384859344	0.01395746528	0.05453131617	0.08136859815	0.05102613518	0.0388637345	0.02725733525	0.05604009453	0.08135765407	0.09415090095	0.02818399145	0.03688025442	0.04408480278	0.04647224333	0.0703125367	0.04773556632	0.05003455722	0.06403193378	0.01813424816	0.04172803831
builders	I	residue	intensity_share_deshmukh_2021 [slow (vs gel type I)]	3.834143942	8.641463552	scale_actin	0.05384949822	0.01395484938	0.05452883673	0.08141512085	0.05101295693	0.03885252721	0.02725116908	0.05603080113	0.08136642659	0.09416050103	0.02818582942	0.03687873296	0.0440689895	0.0464952007	0.07033209796	0.04772701024	0.05002636394	0.0640149379	0.01812874625	0.041719404
builders	IIa	free	ibaq_x_mw_within_tier1	3.589586797	13.89240229	scale_mhc	0.05609809982	0.01421891566	0.05771903062	0.08176872369	0.05118264464	0.04475480667	0.02733678934	0.05532431742	0.08582936677	0.08968049966	0.02736417809	0.03833195121	0.04330433442	0.044176301	0.06634843176	0.04780214072	0.04998970605	0.0642939504	0.0168083825	0.03766742955
builders	IIa	free	ibaq_x_mw_within_tier1	3.589586797	13.89240229	scale_actin	0.05609671836	0.01420894479	0.05770863205	0.08187606559	0.05113839405	0.04471926353	0.02733132194	0.05530704788	0.08585088079	0.08970955332	0.02737382691	0.03832909325	0.04326323571	0.04421595884	0.06638269597	0.04779398342	0.0499827498	0.06426226023	0.01680084219	0.0376485314
builders	IIa	free	gel	2.206060606	13.89240229	scale_mhc	0.05609793067	0.01422032732	0.05772048535	0.08175427607	0.05118822378	0.04475953525	0.02733755157	0.05532753257	0.08582533022	0.08967582819	0.02736396207	0.0383320413	0.04331004948	0.04417070435	0.06634395056	0.04780338726	0.04999092847	0.06429780124	0.01680938443	0.03767076986
builders	IIa	free	gel	2.206060606	13.89240229	scale_actin	0.05609448762	0.01420939091	0.05770898735	0.08187597537	0.05113606323	0.04471894562	0.02733149214	0.05531266126	0.08584369171	0.08970474556	0.02738062379	0.03832724408	0.04326442304	0.04421429801	0.06638348787	0.04779492435	0.04998455426	0.06425968169	0.01680076706	0.03765355507
builders	IIa	free	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	13.89240229	scale_mhc	0.05609813874	0.01421859084	0.05771869589	0.08177204805	0.05118136089	0.04475371864	0.02733661395	0.05532357762	0.08583029557	0.08968157456	0.0273642278	0.03833193048	0.0433030194	0.04417758878	0.06634946288	0.0478018539	0.04998942477	0.06429306433	0.01680815196	0.03766666096
builders	IIa	free	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	13.89240229	scale_actin	0.05609700825	0.01420888681	0.05770858587	0.08187607732	0.05113869695	0.04471930485	0.02733129982	0.0553063184	0.08585181504	0.08971017811	0.02737294362	0.03832933356	0.04326308141	0.04421617467	0.06638259306	0.04779386115	0.0499825153	0.06426259532	0.01680085195	0.03764787855
builders	IIa	residue	ibaq_x_mw_within_tier1	3.589586797	13.89240229	scale_mhc	0.0520251025	0.014071237	0.05801450345	0.08341411912	0.05300903497	0.03954065539	0.02808800677	0.05547945409	0.08747792092	0.0899319756	0.02796910994	0.0384834431	0.0424625491	0.04502264527	0.06915104025	0.04604222696	0.04932253799	0.0632458033	0.01781541213	0.03943322214
builders	IIa	residue	ibaq_x_mw_within_tier1	3.589586797	13.89240229	scale_actin	0.05202340782	0.01406125792	0.05800359058	0.08352295711	0.05296278436	0.03950893915	0.02808216592	0.05546169528	0.08749915266	0.08996039566	0.02797874966	0.03848026797	0.0424219121	0.04506270469	0.06918620186	0.04603400408	0.04931528259	0.06321412729	0.01780727851	0.03941312479
builders	IIa	residue	gel	2.206060606	13.89240229	scale_mhc	0.05202499862	0.01407264834	0.05801602471	0.08339946571	0.05301486719	0.03954487335	0.02808881856	0.05548273477	0.08747389593	0.08992738262	0.02796891762	0.03848357274	0.04246819632	0.04501698725	0.06914644019	0.0460434745	0.04932379434	0.06324965579	0.01781649223	0.03943675921
builders	IIa	residue	gel	2.206060606	13.89240229	scale_actin	0.05202132263	0.01406169496	0.05800392939	0.08352283869	0.05296035366	0.0395086458	0.02808233192	0.05546730684	0.08749179792	0.08995554604	0.02798568791	0.03847839935	0.04242306294	0.04506099783	0.06918700535	0.04603489582	0.04931704737	0.06321157084	0.01780719326	0.03941837147
builders	IIa	residue	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	13.89240229	scale_mhc	0.0520251264	0.01407091225	0.05801415341	0.08341749082	0.05300769299	0.03953968485	0.02808781999	0.05547869922	0.08747884705	0.08993303243	0.02796915419	0.03848341327	0.04246124969	0.04502394717	0.06915209871	0.04604193991	0.04932224891	0.06324491686	0.0178151636	0.03943240827
builders	IIa	residue	intensity_share_deshmukh_2021 [fast (vs gel type IIa)]	3.907992685	13.89240229	scale_actin	0.0520236788	0.01406120112	0.05800354656	0.0835229725	0.05296310024	0.03950897728	0.02808214434	0.05546096603	0.08750010844	0.08996102589	0.027977848	0.0384805108	0.04242176254	0.04506292651	0.06918609745	0.04603388819	0.04931505324	0.06321445951	0.01780728959	0.03941244296
